Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-461.92,-413.92
3.00,5564.86,4916.05
20.50,21100.96,20216.67
50.00,41783.40,35121.32
80.00,33144.60,39757.92
110.50,25630.34,34344.70
140.50,19441.82,36994.93
170.50,29275.66,43817.65
200.50,38179.39,52452.28
230.50,51396.89,46851.60
260.50,37006.10,62705.81
290.50,40788.65,59786.60
320.50,52840.60,60915.17
350.50,-16823.12,-37094.20
379.00,-50737.38,-75458.68
409.00,-18566.60,-22816.06
440.00,1775.95,-479.70
470.00,781.52,2370.88
500.50,3703.56,2453.58
530.50,3050.19,3463.60
560.50,-250.77,2366.54
590.50,-54.24,5036.55
620.50,-387.55,2318.49
650.50,1760.47,1712.67
680.50,1401.70,-1873.05
696.50,-923.09,-1873.05
