Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,0.49,-0.01
14.50,0.87,0.75
43.50,1.00,-0.19
73.50,1.00,0.50
102.50,0.62,0.48
132.50,-10.20,8.62
163.50,-73.66,71.50
193.50,-86.48,71.50
223.50,-86.39,91.47
253.50,-86.40,94.30
281.00,-86.94,94.76
311.00,-87.25,94.66
343.50,-86.90,94.73
373.50,-86.66,95.18
402.50,-84.76,95.27
431.50,-87.27,95.46
461.50,-87.07,95.25
491.50,-86.80,95.25
521.50,-86.40,92.68
552.00,-85.39,94.54
582.50,-86.05,95.22
612.50,-87.09,95.13
643.00,-86.40,94.75
673.00,-85.90,94.84
703.00,-84.68,95.56
733.50,-86.56,95.25
763.50,-86.35,95.00
793.50,-85.91,95.00
822.50,-86.32,92.55
852.50,-86.87,94.70
883.50,-87.14,95.01
913.50,-87.15,95.14
943.50,-86.90,94.62
973.50,-86.90,94.91
1003.50,-83.85,95.25
1033.50,-85.54,94.98
1063.50,-86.34,95.20
1093.50,-86.69,95.20
1123.50,-86.25,93.29
1153.50,-85.26,95.03
1183.50,-86.39,95.57
1213.50,-85.05,95.49
1243.50,-86.63,95.25
1273.50,-86.63,94.73
1303.50,-83.74,94.99
1332.50,-92.98,98.46
1362.50,-100.58,107.91
1393.50,-100.33,107.91
1423.50,-102.20,109.47
1452.50,-102.27,112.03
1482.50,-102.27,112.21
1513.50,-101.16,112.23
1543.50,-101.40,111.61
1573.50,-101.40,111.33
1603.50,-100.16,112.50
1633.50,-101.11,112.40
1663.50,-101.87,112.68
1693.50,-101.32,112.68
1723.50,-101.04,110.39
1753.00,-101.25,112.10
1783.00,-101.97,111.92
1813.50,-102.16,111.88
1843.50,-102.10,112.49
1873.50,-102.10,112.40
1903.50,-100.00,112.23
1933.50,-101.52,112.32
1963.50,-101.12,112.27
1993.50,-101.06,112.27
2023.50,-101.92,109.90
2053.50,-101.63,112.14
2083.50,-100.60,111.84
2113.50,-100.69,111.66
2142.00,-101.46,111.87
2172.00,-101.32,112.05
2202.00,-99.36,112.54
2231.00,-101.80,112.14
2261.00,-102.10,112.05
2291.00,-101.80,112.56
2321.00,-100.94,109.30
2352.00,-102.51,111.67
2383.50,-102.43,111.91
