Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,3581.17,3693.39
2.50,8262.60,8521.16
19.50,18948.29,19542.50
49.50,26658.87,27495.32
79.50,18699.98,19286.70
109.50,15915.23,16414.27
139.50,21035.78,21919.55
169.50,25723.09,30479.34
199.50,26265.36,33369.55
229.50,8501.53,11339.36
259.50,18288.38,22697.94
289.50,25104.20,31717.57
319.50,16341.86,22357.63
349.50,11316.03,15150.52
379.50,13816.97,18729.17
409.50,21130.59,29644.75
439.50,30027.89,41093.32
469.50,28579.21,39649.99
499.50,28265.55,38411.81
529.50,28862.15,39435.47
559.50,31266.23,42691.91
588.00,30890.18,42375.34
618.00,33482.14,46337.44
649.50,35015.66,48349.20
679.50,34504.54,47585.58
709.50,32857.64,45369.59
739.50,19503.18,26265.48
769.50,20450.96,27968.26
799.50,26841.46,36889.80
829.50,32077.80,43791.24
859.00,31821.21,43883.45
888.50,23828.70,32729.21
918.50,30811.99,41955.24
948.50,30488.26,41364.77
979.00,30837.61,41785.81
1009.50,30489.00,40636.92
1039.00,29963.99,39980.08
1069.00,29620.14,39973.37
1099.50,29924.14,40246.13
1129.50,28436.64,38595.88
1159.50,18435.99,25151.53
1189.50,7803.88,9699.49
1219.00,6771.56,8671.09
1249.00,5837.30,7579.82
1279.50,4926.65,6398.84
1309.50,3983.59,5325.65
1339.50,2858.10,3543.94
1369.50,2256.34,2977.02
1399.50,2995.72,3904.13
1429.00,2454.21,3521.14
1459.00,2411.35,3138.11
1489.50,2474.66,2916.95
1519.00,2255.84,2492.72
1549.00,2216.79,2315.25
1579.50,2312.64,2392.03
