Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,0.30,123.35,1.12,7.02,0.30,27.65,120.55,30.24,30.36,22.28,24.23,0.00,237.17,41.71,64.64,212.18,341.04,0.00
2.50,0.30,0.30,0.30,113.74,1.02,36.93,0.30,27.65,120.55,62.47,31.04,22.28,37.84,0.00,242.51,41.71,65.03,135.19,343.43,0.00
19.50,0.30,0.30,0.30,118.71,0.43,27.36,0.30,24.72,162.05,45.62,30.55,22.28,45.67,0.00,295.57,33.57,65.03,106.41,311.15,0.00
49.50,0.30,0.30,0.30,119.46,1.25,28.38,0.30,26.41,162.05,65.31,29.52,22.28,25.59,0.00,262.76,33.57,61.83,219.42,338.32,0.00
79.50,0.30,0.30,0.30,121.03,0.29,23.50,0.30,27.67,162.05,53.19,30.52,22.28,60.61,0.00,282.90,41.50,63.69,217.75,316.40,0.00
109.00,0.30,0.30,0.30,122.24,0.57,36.85,0.30,30.52,162.05,35.86,30.55,22.28,124.14,0.00,274.54,22.28,63.90,68.16,323.85,0.00
138.00,0.30,0.30,0.30,147.23,0.61,37.89,0.30,30.52,162.05,33.87,30.73,22.28,813.92,0.00,258.69,25.63,66.59,164.95,321.11,0.00
168.00,0.30,0.30,0.30,145.53,0.53,31.74,0.30,31.49,162.05,1067.34,34.42,34.79,1720.03,0.00,215.98,89.11,63.69,140.48,313.83,0.00
199.00,0.30,0.30,0.30,127.83,0.61,27.24,544.44,31.49,162.05,1778.59,37.29,179.83,2080.35,0.00,191.35,144.96,63.66,232.31,327.20,0.00
229.50,0.30,0.30,0.30,124.37,0.56,29.20,2087.63,30.52,183.41,1745.41,48.10,312.20,1799.82,0.00,199.81,73.55,60.73,108.24,318.00,0.00
259.50,0.30,0.30,0.30,146.08,0.40,17.39,2285.09,35.38,183.41,1716.21,101.58,432.56,1639.86,0.00,678.70,56.76,66.59,100.40,293.89,0.00
289.50,0.30,0.30,0.30,144.21,0.39,38.32,2149.47,82.26,183.41,1776.23,99.57,504.60,603.79,0.00,1460.63,56.76,63.66,656.24,297.29,0.00
319.50,0.30,0.30,38.25,164.53,0.60,754.51,2137.98,80.41,183.41,1864.89,73.69,372.62,97.54,0.00,1111.39,56.76,63.99,1861.83,312.20,0.00
349.50,0.30,0.30,53.94,154.48,0.89,1512.30,2032.11,48.10,319.68,1718.06,65.61,389.82,23.74,0.00,1058.33,56.76,68.54,2373.69,890.52,0.00
379.50,176.50,0.30,600.34,157.47,0.56,1687.62,1897.57,54.75,456.24,1613.61,59.69,587.30,27.92,0.00,1482.26,56.76,64.68,2124.67,282.12,0.00
409.50,283.45,0.30,843.68,171.29,0.62,1698.55,1889.47,51.99,497.34,1574.79,55.81,616.92,41.71,0.00,1633.94,69.28,67.57,1649.91,309.66,0.00
439.50,235.79,0.30,740.83,159.44,0.87,1636.49,1838.84,48.09,497.34,1588.74,49.13,631.15,51.57,0.00,1675.04,22.68,65.86,2091.58,281.78,0.00
469.50,128.86,0.30,503.49,175.65,0.64,1617.07,1866.61,42.18,497.34,1529.87,50.35,597.73,37.64,0.00,1643.50,22.68,65.86,2170.75,289.23,0.00
499.50,74.26,0.30,376.13,172.51,0.72,1547.79,1886.08,41.14,497.34,1541.32,43.27,619.01,50.66,0.00,1654.83,22.68,63.72,2030.46,292.87,0.00
529.50,74.19,0.30,294.80,166.68,0.63,1534.79,1884.81,38.27,484.63,1482.70,46.17,619.01,46.54,0.00,1644.57,22.68,67.11,2498.58,292.51,0.00
559.50,67.36,0.30,204.12,178.06,1.03,1489.55,1830.03,37.42,487.98,1520.99,47.15,587.78,55.03,0.00,1626.92,25.63,65.83,2440.53,313.62,0.00
589.50,65.05,0.30,203.62,160.52,0.42,1489.25,1866.58,38.04,480.05,1491.72,47.15,568.96,26.81,0.00,1603.02,25.63,65.83,2107.14,290.84,0.00
619.50,79.35,978.10,169.62,155.12,0.56,1509.42,1836.50,37.38,480.05,1539.63,43.09,566.84,62.76,0.00,1611.91,63.78,65.83,2037.81,307.82,0.00
649.50,107.58,978.10,187.56,178.41,0.71,1527.72,1871.31,34.73,491.03,1513.67,45.79,564.89,38.96,0.00,1596.23,0.30,65.83,2089.29,301.82,0.00
679.50,141.73,978.10,165.29,155.16,0.79,1527.94,1802.80,33.79,491.03,1535.63,45.79,558.78,50.70,0.00,1665.09,0.30,69.58,2104.94,304.75,0.00
709.50,162.41,39.83,170.19,140.34,0.72,1550.19,1894.91,36.89,491.03,1493.81,44.11,574.74,49.85,0.00,1717.45,0.30,69.58,1937.37,307.54,0.00
739.50,193.65,39.83,175.06,152.95,0.70,1525.92,1885.01,32.29,491.03,1508.59,42.97,581.06,40.49,0.00,1694.32,0.30,68.67,1923.21,289.01,0.00
768.50,200.11,25.94,181.67,153.51,0.41,1567.67,1883.62,36.74,491.03,1546.09,43.27,555.12,26.86,0.00,1713.10,0.30,67.69,2040.79,298.06,0.00
798.50,197.64,23.80,177.13,123.12,0.71,1537.60,1861.09,37.32,491.03,1467.78,45.35,587.93,28.69,0.00,1702.23,31.13,67.51,1960.14,309.76,0.00
829.50,178.37,55.35,161.44,126.32,1.07,1559.94,1860.07,36.56,487.53,1485.44,44.19,559.80,36.58,0.00,1754.86,23.50,70.50,2102.82,323.73,0.00
859.50,168.61,33.01,152.99,130.80,0.57,1557.23,1826.60,36.07,491.65,1584.04,43.15,560.21,40.71,0.00,1763.18,23.50,67.63,2509.22,326.03,0.00
889.50,178.56,32.48,151.55,132.09,0.92,1545.83,1867.21,34.61,491.65,1508.24,43.93,560.27,32.41,0.00,1770.76,25.02,67.54,2251.72,330.95,0.00
919.50,177.55,37.69,170.52,150.72,0.74,1565.46,1855.10,36.38,491.65,1532.48,43.95,581.37,43.27,0.00,1830.06,37.54,67.63,1866.93,306.82,0.00
949.50,181.41,49.63,167.31,137.99,0.75,1537.05,1921.57,36.38,464.79,1493.74,44.13,609.44,38.15,0.00,1872.67,37.54,68.81,1923.93,317.29,0.00
979.50,155.28,64.28,153.57,139.06,0.93,1581.10,1910.82,35.95,464.79,1427.94,44.19,621.35,38.60,0.00,1914.07,37.54,69.52,1977.38,318.61,0.00
1009.50,160.52,73.22,161.53,158.45,0.68,1612.34,1915.62,35.95,464.79,1519.61,44.19,589.91,28.69,0.00,1926.08,31.43,68.58,2112.89,343.33,0.00
1039.50,178.20,62.47,155.42,187.15,0.47,1624.65,1923.55,34.39,464.79,1550.34,44.03,594.45,43.03,0.00,1923.27,20.45,69.67,2578.85,472.24,0.00
1068.50,163.88,46.35,162.25,147.93,0.93,1633.95,1963.28,40.28,464.79,1584.09,43.52,618.48,36.32,0.00,1927.21,20.45,69.19,2276.04,328.81,0.00
1098.39,169.31,46.69,182.96,138.36,0.51,1650.03,1985.62,39.94,497.75,1532.43,44.84,593.91,30.31,0.00,1945.49,22.07,69.06,2538.96,337.83,0.00
1129.50,166.18,61.29,235.90,173.51,0.57,1670.47,1946.58,36.93,497.75,1549.03,45.65,631.62,34.18,0.00,1977.11,22.07,69.06,2285.50,343.84,0.00
1159.50,217.09,51.45,278.09,155.87,0.88,1673.30,1988.74,36.93,497.75,1571.65,46.49,590.22,29.75,0.00,2005.22,22.07,70.13,2381.65,349.74,0.00
1189.50,237.19,59.57,300.79,184.36,0.52,1700.52,2003.03,39.83,497.75,1453.96,50.97,628.16,50.35,0.00,1990.75,22.07,69.40,2270.67,349.84,0.00
1219.50,256.23,42.11,325.83,158.30,1.08,1664.64,1934.71,40.28,497.75,1493.75,47.18,589.18,27.68,0.00,2003.33,49.44,69.40,2516.46,336.92,0.00
1249.50,247.86,53.68,343.33,169.58,0.77,1711.47,1944.56,38.39,497.75,1524.78,51.09,592.35,45.06,0.00,1990.75,58.90,69.40,2459.00,337.07,0.00
1279.50,238.81,32.31,405.65,164.85,0.80,1705.11,1934.09,34.42,497.75,1483.56,48.10,602.12,35.10,0.00,2022.86,41.20,69.40,2465.25,339.05,0.00
1309.50,297.92,39.86,398.82,155.34,0.83,1708.70,1929.05,38.42,422.15,1501.44,47.18,619.62,62.56,0.00,2007.98,40.89,69.40,2423.89,343.02,0.00
1339.50,279.76,36.32,425.30,166.22,0.31,1678.02,1906.95,38.42,467.23,1523.46,52.00,601.34,27.77,0.00,2014.15,40.89,73.22,2159.37,329.17,0.00
1369.50,270.58,30.46,405.25,130.08,1.80,1717.42,1944.96,38.33,446.48,1532.19,52.00,605.58,27.77,0.00,2015.26,23.50,71.53,2361.75,334.08,0.00
1398.00,292.06,21.94,390.45,135.59,1.27,1715.70,1926.10,40.74,482.49,1506.27,50.11,598.34,35.40,0.00,2016.78,30.52,71.60,2107.84,328.07,0.00
1428.00,300.84,41.67,395.86,129.73,1.43,1670.09,1954.26,38.99,474.15,1509.19,50.11,618.36,48.77,0.00,1997.02,22.28,71.55,2107.10,329.05,0.00
1459.00,284.04,62.87,382.50,142.08,1.23,1692.63,1925.51,44.13,444.10,1514.84,49.96,625.72,48.77,0.00,1992.68,38.51,71.90,2257.31,321.51,0.00
1488.00,258.13,38.66,345.99,136.11,1.87,1689.48,1951.73,40.28,507.95,1490.93,49.96,600.73,48.77,0.00,1959.81,29.48,70.54,2145.00,353.40,0.00
1518.00,278.52,34.48,341.14,151.21,1.09,1701.18,1905.65,40.25,507.95,1497.14,49.96,623.28,48.77,0.00,1943.91,41.50,72.57,2541.48,316.19,0.00
1548.50,261.50,35.10,335.19,130.92,0.70,1689.97,1933.04,41.26,489.20,1480.10,44.43,586.05,48.77,0.00,1903.34,23.80,73.06,2016.53,320.97,0.00
1579.00,273.10,35.10,320.62,157.78,1.17,1690.36,1971.52,40.53,442.21,1505.64,49.99,597.94,41.20,0.00,1860.97,39.98,74.48,2602.92,278.63,0.00
1609.50,290.69,25.94,329.07,130.31,1.40,1685.86,1915.79,40.04,531.62,1513.51,46.45,630.81,41.20,0.00,1839.65,23.50,74.48,2299.25,407.87,0.00
