Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-11.07,-13.51,-11.85,-9.19,-1.36,-1.90,-15.57,8.87,-12.13,-16.47
12.50,-3.76,-8.13,-6.07,-2.47,1.65,8.55,-14.96,9.78,-12.13,-12.14
39.50,1.44,-2.28,-1.81,2.35,5.79,20.20,-6.52,4.64,0.31,-2.79
69.50,8.22,3.78,3.85,12.51,6.57,23.65,0.28,10.50,6.08,5.10
99.50,15.59,10.81,13.80,20.32,9.10,34.64,5.31,16.41,10.34,12.82
129.50,17.97,15.50,18.05,24.25,12.24,49.54,9.79,22.28,15.23,13.95
159.50,-17.62,32.91,35.55,58.06,17.71,80.00,33.45,41.50,32.27,27.46
189.50,-73.44,15.00,28.32,65.78,20.22,105.26,48.37,54.64,50.97,78.76
219.50,-103.95,4.35,17.12,56.77,18.61,100.08,50.20,-1.34,57.41,78.78
249.50,-101.75,-3.93,12.39,50.32,18.74,94.27,44.99,-12.05,52.12,71.74
279.50,-100.58,-3.61,11.64,51.23,17.15,93.43,43.81,-12.02,51.58,76.74
309.50,-97.08,-2.13,9.94,47.71,17.26,91.12,44.98,-13.93,51.64,67.18
339.50,-100.68,-8.29,7.36,47.57,16.57,86.32,41.59,-17.44,48.43,65.24
369.50,-107.64,-11.09,4.43,40.75,15.86,78.11,38.77,-22.88,42.42,58.40
399.50,-107.45,-13.32,2.59,39.24,14.36,74.68,33.28,-1.00,40.79,54.48
429.50,-107.41,-13.21,3.85,40.05,14.45,80.98,32.11,-0.14,42.90,51.82
459.50,-103.76,-13.59,4.77,40.01,15.11,77.84,33.03,-0.77,41.95,53.83
489.50,-104.79,-11.61,5.55,37.68,15.16,76.98,32.45,-3.79,42.60,54.93
519.50,-106.81,-12.24,4.70,40.01,15.38,78.33,33.29,-0.83,41.93,55.11
549.50,-106.86,-13.67,4.73,38.52,15.64,78.67,33.52,-0.83,41.93,54.03
579.50,-109.66,-14.83,2.75,37.81,15.36,75.63,29.88,-3.44,40.00,52.67
609.50,-108.29,-15.95,2.56,36.63,15.50,80.42,29.20,-4.52,38.01,48.28
639.50,-111.36,-16.07,3.88,35.07,15.23,78.37,28.08,-3.16,38.19,49.69
669.50,-112.58,-12.99,1.97,33.19,15.15,77.40,28.14,-8.42,37.55,48.97
699.50,-112.57,-19.23,1.36,32.46,15.39,74.88,26.72,-11.20,37.24,49.13
