Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-1378.06,-1550.15
2.50,184.96,81.91
19.50,7637.54,7956.68
49.00,8689.19,13022.95
78.00,10048.72,18330.72
107.50,15395.94,23441.67
137.50,19260.50,23210.92
167.50,14961.91,16289.52
197.00,10456.75,11944.25
227.00,11163.25,12685.54
258.00,12469.29,15249.30
288.50,13984.10,18495.37
319.00,14749.42,20766.69
349.50,13149.51,19245.96
379.50,12674.81,18545.81
409.00,13734.28,18703.95
438.50,12493.62,17468.64
469.00,9766.60,17126.90
499.50,7926.38,19254.09
529.50,7474.29,18733.16
559.50,8115.34,20488.14
589.50,8307.41,19695.50
619.50,7791.34,18280.15
649.00,7972.91,17304.98
679.00,7749.44,18479.26
709.50,6999.40,18479.26
739.50,5104.09,12409.28
769.50,6090.63,16848.38
799.00,6776.53,17706.19
829.00,7918.89,19333.20
859.00,7047.15,15750.72
888.50,9411.81,20563.65
918.50,7025.77,18022.63
949.00,6419.63,15390.83
979.00,7210.31,16792.49
1008.50,8472.38,19840.21
1038.50,9992.96,21919.69
1069.00,12874.52,18883.67
1099.50,18468.94,24574.79
1129.50,12882.27,22904.51
1159.50,11422.30,21692.94
1188.50,11758.52,25107.12
1218.50,11053.44,23962.43
1249.50,18580.49,29446.34
1279.00,14776.14,22259.37
1309.00,11855.10,17848.21
1339.00,11157.76,16617.68
1368.00,9086.72,13781.95
1397.00,2597.88,3978.29
1427.00,747.02,1126.40
1457.00,236.16,317.58
1486.50,236.16,317.58
1516.50,236.16,317.58
1546.50,236.16,317.58
1577.50,236.16,317.58
1608.50,236.16,317.58
1638.50,236.16,317.58
1668.50,236.16,317.58
1698.50,236.16,317.58
1728.00,236.16,317.58
1758.00,236.16,317.58
