Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,210.67,198.90
14.50,9811.23,10121.21
43.50,13865.38,14304.22
73.50,11618.25,12238.74
103.50,20759.68,27421.63
133.00,12369.94,15547.65
163.00,11721.03,13715.73
193.50,9997.26,13299.74
223.50,12744.48,16058.73
253.50,13542.18,17873.03
283.50,13886.64,18896.24
313.50,12065.96,16786.56
343.50,12534.26,16631.69
373.50,10917.81,15953.14
402.50,10633.87,16602.78
432.00,11479.70,17295.87
463.00,11788.37,17435.89
493.50,14060.82,21479.08
523.50,16396.69,25019.93
553.50,15525.98,24135.49
583.50,14611.69,22520.76
613.50,12578.04,19717.43
643.50,10845.19,16981.84
673.50,10646.35,16119.58
703.50,11927.42,17780.54
733.50,12710.68,19119.59
763.50,12181.71,18267.59
793.50,11773.43,17886.17
823.50,12442.83,18562.00
853.50,13591.22,20358.68
883.50,12861.59,19645.89
913.50,12970.32,19383.04
942.50,12472.18,18345.92
972.50,8614.26,12873.63
1003.50,8763.24,12778.89
1033.50,8570.87,12314.73
1063.50,8750.85,12844.25
1093.50,10291.60,15232.73
1123.50,10480.09,15569.78
1153.50,12975.50,19377.39
1182.50,14526.48,21395.39
1212.00,15288.28,22192.79
1243.00,14607.38,21369.87
1273.50,13942.95,20247.27
1303.50,14104.67,20654.42
1332.50,14368.58,21180.17
1362.00,14116.45,20539.27
1393.00,14683.65,21497.40
1423.00,13864.49,20229.39
1453.00,14202.02,20656.07
1483.00,14442.13,21045.29
1513.00,14414.92,20918.55
1543.50,13794.14,19958.68
1572.50,15171.99,21869.47
1602.50,14678.22,21050.62
1633.50,16393.17,23508.22
1663.50,10078.09,14460.71
1693.50,1498.67,2157.20
1723.50,396.26,2157.20
1753.50,396.26,2157.20
1783.50,396.26,2157.20
1813.50,396.26,2157.20
1843.50,396.26,2157.20
1873.50,396.26,2157.20
1903.50,396.26,2157.20
1933.50,396.26,2157.20
1962.50,396.26,2157.20
1992.50,396.26,2157.20
