Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
0.0,0.0,0.000293,0.000274,0.000396,0.000206,0.000204,0.00019,0.0,0.000226,0.000223,1.8e-05,0.000231,0.000868,0.0,0.000153,0.0003,0.0,0.0,0.0,1.1e-05
2.5,0.0,0.000301,0.000266,0.000354,0.000205,0.000216,0.000167,0.0,0.000226,0.000236,1.3e-05,0.00027,0.000859,0.0,9.9e-05,0.000311,0.0,0.0,0.0,1.4e-05
19.5,0.0,0.00031,0.000265,0.00035,0.000205,0.000192,0.000181,0.0,0.000202,0.000207,1.3e-05,0.000239,0.000888,0.0,6.6e-05,0.000284,0.0,0.0,0.0,1.4e-05
50.0,0.0,0.000321,0.000256,0.000376,0.000204,0.000211,0.000222,0.0,0.000202,0.000213,1.4e-05,0.000239,0.000895,0.0,3.3e-05,0.000284,0.0,0.0,0.0,1.4e-05
80.5,0.0,0.0003,0.000261,0.000359,0.000205,0.000182,0.000191,0.0,0.000202,0.000192,1.5e-05,0.000243,0.000881,0.0,6.3e-05,0.000279,0.0,0.0,0.0,1.4e-05
110.5,0.0,0.000304,0.000253,0.000355,0.000204,0.000149,0.00018,0.0,0.000202,0.000186,1.4e-05,0.000276,0.000894,0.0,6.3e-05,0.000235,0.0,8.3e-05,0.0,1.4e-05
139.5,0.0,0.00028,0.000235,0.000326,0.000203,0.000176,0.000157,0.0,0.000202,0.000263,1.5e-05,0.000238,0.00094,0.0,6.3e-05,0.000253,0.0,0.0,0.0,1.1e-05
169.0,0.0,0.000289,0.000199,0.000351,0.000202,0.000152,0.000615,0.0,0.000259,0.000517,1.4e-05,0.000269,0.000955,0.0,6.3e-05,0.000222,0.0,0.0,0.0,1.2e-05
199.5,0.0,0.00034,0.00026,0.000353,0.000203,0.000203,0.001254,0.0,0.00039,0.0007,1.8e-05,0.000259,0.000967,0.0,0.00018,0.000237,0.0,0.0,0.0,1.2e-05
230.0,0.0,0.000289,0.000243,0.000373,0.000202,0.000176,0.001348,0.0,0.000497,0.000776,1.5e-05,0.000255,0.001024,0.0,0.000169,0.000247,0.0,0.0,0.0,1.2e-05
260.5,0.0,0.000304,0.000415,0.000938,0.000217,0.000214,0.001413,0.0,0.000497,0.000838,1.7e-05,0.000261,0.002261,0.0,3.4e-05,0.000239,0.0,0.0,0.0,1e-05
290.0,0.0,0.000286,0.001416,0.001108,0.000326,0.000199,0.001447,0.0,0.000553,0.000847,1.7e-05,0.000289,0.002514,0.0,0.001208,0.000227,0.0,0.0,0.0,1.4e-05
319.5,0.0,0.000297,0.001546,0.001101,0.000278,0.000166,0.001505,2.3e-05,0.000553,0.000681,1.7e-05,0.000566,0.0027,0.0,0.001902,0.000702,0.0,0.0,0.000874,3e-05
350.0,0.0,0.000274,0.001439,0.000921,0.000247,0.000782,0.001126,2.5e-05,0.000511,0.000698,4.2e-05,0.000773,0.002839,3.2e-05,0.001766,0.000634,0.0,0.0,0.002226,9.1e-05
379.0,0.0,0.000271,0.00094,0.000718,0.000235,0.001865,0.001061,2.7e-05,0.000467,0.000592,7.3e-05,0.000887,0.002908,7.4e-05,0.001977,0.000708,0.0,0.0,0.002257,0.000137
408.5,0.0,0.00031,0.000718,0.000625,0.000227,0.00219,0.001057,2.9e-05,0.000467,0.000542,7.3e-05,0.000903,0.002918,9.4e-05,0.002079,0.000802,0.0,0.0,0.002145,0.000145
439.5,0.0,0.00029,0.000614,0.000574,0.000219,0.00227,0.000872,1.7e-05,0.000512,0.000505,7.3e-05,0.000995,0.002799,8.1e-05,0.002147,0.000824,5.5e-05,0.0,0.002327,0.000126
469.5,0.0,0.000287,0.000556,0.000549,0.000212,0.002276,0.000727,3e-06,0.000437,0.000396,5.4e-05,0.001021,0.00271,6.3e-05,0.002156,0.000773,0.000107,0.0,0.002421,0.000103
499.5,0.0,0.000295,0.000484,0.000502,0.00021,0.002267,0.000548,3e-06,0.000324,0.000301,4.2e-05,0.000998,0.002661,4e-05,0.002104,0.000694,0.000112,0.0,0.002368,8.8e-05
530.0,0.0,0.000304,0.000442,0.000499,0.000206,0.001803,0.000493,3e-06,0.000243,0.000256,3e-05,0.001007,0.002661,3.4e-05,0.002057,0.000662,9.4e-05,0.0,0.002213,8.1e-05
560.0,0.0,0.000293,0.000422,0.000454,0.000203,0.001389,0.000406,3e-06,0.000201,0.000326,3.1e-05,0.001077,0.002675,2.3e-05,0.002087,0.000659,7.5e-05,0.0,0.002115,7.1e-05
589.5,0.0,0.000314,0.000353,0.000404,0.000201,0.001327,0.000368,3e-06,0.000183,0.000196,3.1e-05,0.00107,0.002652,2.6e-05,0.002136,0.000643,5.9e-05,0.0,0.00209,7.3e-05
620.0,0.0,0.000317,0.000297,0.000368,0.0002,0.001211,0.000329,3e-06,0.000183,0.000169,2.2e-05,0.000999,0.002666,2.6e-05,0.00225,0.000669,5.1e-05,0.0,0.00204,7.2e-05
650.0,0.0,0.000336,0.000286,0.000386,0.000202,0.000942,0.000253,3e-06,0.000141,0.000155,1.5e-05,0.001015,0.00265,1.8e-05,0.002263,0.000678,5.2e-05,0.0,0.001944,6.7e-05
679.5,0.0,0.000308,0.000254,0.000397,0.000201,0.000795,0.000267,3e-06,0.000141,0.000112,1.8e-05,0.000978,0.002687,1.5e-05,0.002314,0.000678,4.3e-05,0.0,0.001954,6.6e-05
709.5,0.0,0.000333,0.000273,0.000394,0.000199,0.000607,0.000217,3e-06,9.6e-05,0.000123,1.2e-05,0.000936,0.002692,1.5e-05,0.002317,0.000704,4.5e-05,0.0,0.002018,6.6e-05
739.5,0.0,0.00034,0.000266,0.0004,0.000199,0.0005,0.000239,3e-06,9.6e-05,0.000104,1.7e-05,0.000933,0.002695,9e-06,0.002371,0.000698,4.2e-05,0.0,0.00193,6.3e-05
769.5,0.0,0.000321,0.000261,0.000349,0.000197,0.000405,0.000237,3e-06,9.6e-05,0.000101,1.5e-05,0.000939,0.00273,1.3e-05,0.002412,0.000719,4.5e-05,0.0,0.001881,6.9e-05
800.0,0.0,0.00032,0.000263,0.000337,0.000199,0.000345,0.000201,3e-06,9.6e-05,0.000103,1.8e-05,0.000945,0.002727,8e-06,0.002404,0.000706,4e-05,0.0,0.001755,7.1e-05
830.0,0.0,0.000353,0.000244,0.000343,0.000197,0.000333,0.000238,3e-06,9.6e-05,0.00021,1.3e-05,0.000965,0.002786,8e-06,0.002526,0.00074,4e-05,0.0,0.001755,7.8e-05
859.5,0.0,0.000331,0.000265,0.000353,0.000198,0.000224,0.000194,3e-06,0.000208,0.000377,1.3e-05,0.000948,0.002802,1.9e-05,0.002484,0.000802,4.2e-05,0.0,0.001818,8e-05
889.5,0.0,0.000348,0.000258,0.000379,0.000197,0.000179,0.000225,3e-06,0.000333,0.000417,1.3e-05,0.000935,0.00283,2.2e-05,0.002519,0.000781,4e-05,0.0,0.00193,8e-05
919.5,0.0,0.000349,0.000272,0.000379,0.000198,0.000157,0.000227,3e-06,0.000431,0.000378,1.3e-05,0.00094,0.002797,2e-05,0.002521,0.000776,4.3e-05,0.000163,0.001935,7.7e-05
949.5,0.0,0.000348,0.00026,0.000371,0.000198,0.000185,0.000236,3e-06,0.000431,0.000314,1.5e-05,0.000968,0.002768,2.3e-05,0.002481,0.000768,4.3e-05,7.1e-05,0.002005,7.9e-05
979.5,0.0,0.00033,0.000255,0.000387,0.000198,0.000159,0.000276,3e-06,0.000431,0.00025,1.4e-05,0.000963,0.002727,1.8e-05,0.00242,0.000697,5.2e-05,7.1e-05,0.002001,7e-05
1008.0,0.0,0.000323,0.000268,0.000348,0.000196,0.000184,0.000226,3e-06,0.000415,0.000172,1.4e-05,0.000986,0.002726,2.1e-05,0.002397,0.000683,5.1e-05,6.3e-05,0.002045,6.7e-05
1037.5,0.0,0.000341,0.000267,0.000415,0.000195,0.000183,0.000258,3e-06,0.000296,0.000177,1.8e-05,0.001001,0.002685,1.4e-05,0.002344,0.000665,5.1e-05,6.3e-05,0.002051,6.8e-05
1069.0,0.0,0.000325,0.000243,0.000369,0.000197,0.000168,0.000276,3e-06,0.000296,0.00021,1.3e-05,0.00099,0.002724,1.5e-05,0.002264,0.00066,4.1e-05,0.000157,0.001988,6.7e-05
1098.0,0.0,0.000336,0.00025,0.000374,0.000197,0.00025,0.000259,3e-06,0.000296,0.000235,1.3e-05,0.000994,0.002773,1.4e-05,0.0023,0.000646,4.4e-05,7.4e-05,0.00196,6.9e-05
1128.0,0.0,0.000327,0.000243,0.000379,0.000196,0.000202,0.000255,3e-06,0.000337,0.000249,1.3e-05,0.000968,0.002766,2e-05,0.002288,0.00068,4.7e-05,0.000276,0.00186,6.7e-05
1159.5,0.0,0.000337,0.000224,0.000362,0.000195,0.000155,0.000227,3e-06,0.000378,0.000276,1.3e-05,0.000967,0.002756,2e-05,0.002219,0.00068,4.2e-05,0.000181,0.001827,6.9e-05
1188.5,0.0,0.000343,0.00025,0.000375,0.000194,0.000195,0.000238,3e-06,0.000423,0.000293,1.1e-05,0.000972,0.002742,1.4e-05,0.002206,0.000641,4.5e-05,0.000181,0.001952,6.9e-05
1218.5,0.0,0.00033,0.000255,0.000396,0.000194,0.000204,0.000214,3e-06,0.000464,0.000286,1.1e-05,0.000981,0.002714,2e-05,0.002125,0.000625,4.4e-05,5.4e-05,0.001956,7.1e-05
1248.5,0.0,0.000318,0.000244,0.000403,0.000194,0.000172,0.000236,3e-06,0.000464,0.000294,1e-05,0.000927,0.00271,2e-05,0.002076,0.000594,4.4e-05,5.4e-05,0.001989,7e-05
