Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,0.30,0.30,0.00,0.30,0.30,8.21,36.32,0.30,20.39,0.30,0.30,4.27,0.30,0.92,0.00,1331.96,0.30,0.00
8.50,0.30,0.30,0.30,0.30,0.00,0.30,0.30,8.21,36.32,0.30,25.27,0.30,0.30,4.27,0.30,0.92,0.00,1314.79,0.30,0.00
31.50,0.30,0.30,0.30,0.30,0.00,25.63,0.30,8.21,36.32,0.30,25.70,0.30,0.30,1.40,0.30,0.92,0.00,1314.82,0.30,0.00
61.50,0.30,0.30,0.30,0.30,0.00,27.16,0.30,12.32,36.32,0.30,24.93,0.30,0.30,7.14,0.30,0.92,0.00,1296.02,0.30,0.00
91.50,0.30,0.30,0.30,0.30,0.00,11.90,0.30,11.12,36.32,0.30,30.21,0.30,0.30,7.14,0.30,0.92,0.00,1315.48,0.30,0.00
121.50,0.30,0.30,0.30,0.30,0.00,43.95,0.30,13.33,36.32,0.30,29.15,0.30,0.30,1.16,0.30,0.92,0.00,1274.64,0.30,0.00
151.50,0.30,0.30,0.30,0.30,0.00,43.95,0.30,9.91,36.32,0.30,28.47,0.30,0.30,4.15,0.30,0.92,0.00,1274.64,0.30,0.00
180.50,0.30,0.30,0.30,0.30,0.00,43.95,0.30,13.49,36.32,0.30,29.97,0.30,283.04,2.38,0.30,0.92,0.00,1248.29,0.30,0.00
210.00,0.30,0.30,0.30,0.30,0.00,43.95,0.30,13.49,36.32,549.63,28.69,0.30,372.40,7.14,0.30,0.92,0.00,1273.44,0.30,0.00
240.50,0.30,0.30,0.30,0.30,0.00,43.95,0.30,32.53,36.32,1231.85,30.11,0.30,304.08,2.66,176.02,0.92,0.00,1267.72,0.30,0.00
271.00,0.30,0.30,0.30,0.30,0.00,26.35,0.30,34.49,71.11,1245.89,34.30,0.30,166.32,0.00,1266.85,0.92,0.00,1271.84,0.30,0.00
301.50,0.30,0.30,0.30,0.30,0.00,288.40,0.30,29.87,158.39,1370.97,56.95,0.30,166.32,0.00,2102.30,0.92,0.00,1271.84,0.30,0.00
331.50,0.30,0.30,0.30,0.30,0.00,1478.96,0.30,53.51,290.84,1586.57,56.95,0.30,166.32,2.66,2000.66,0.92,0.00,1247.01,0.30,0.00
361.50,0.30,0.30,0.30,0.30,0.00,1694.00,0.30,21.30,279.54,1421.41,66.32,0.30,166.32,2.66,2118.51,0.92,0.00,1345.34,0.30,0.00
391.50,0.30,0.30,0.30,0.30,0.00,481.49,0.30,12.51,167.85,1005.92,73.16,0.30,166.32,2.66,1749.09,0.92,0.00,1416.34,0.30,0.00
421.50,0.30,0.30,0.30,0.30,0.00,101.67,0.30,13.06,107.52,873.85,45.78,0.30,166.32,2.66,1782.69,0.92,0.00,1427.02,0.30,0.00
451.50,0.30,0.30,0.30,0.30,0.00,0.30,0.30,13.31,75.38,540.27,34.36,0.30,166.32,2.66,2380.06,0.92,0.00,1437.58,0.30,0.00
481.00,0.30,0.30,0.30,0.30,0.00,47.91,0.30,14.80,54.63,355.33,37.62,0.30,36.32,2.66,2401.68,0.92,0.00,1407.43,0.30,0.00
511.00,0.30,0.30,0.30,0.30,0.00,26.25,0.30,7.26,54.63,169.62,31.19,0.30,36.32,2.66,2314.41,0.92,0.00,1410.47,0.30,0.00
541.50,0.30,0.30,0.30,0.30,0.00,9.46,0.30,12.37,14.34,40.11,37.05,0.30,211.98,2.66,2174.75,0.92,0.00,1416.34,0.30,0.00
571.50,0.30,0.30,0.30,0.30,0.00,17.09,0.30,12.37,39.37,78.63,35.89,0.30,329.29,2.66,2231.05,0.92,0.00,1429.77,0.30,0.00
601.50,21.82,0.30,0.30,0.30,0.00,17.09,0.30,9.06,39.37,144.96,35.95,0.30,21.67,2.66,1887.24,0.92,0.00,1447.06,0.30,0.00
631.50,21.82,0.30,0.30,0.30,0.00,75.99,0.30,9.06,39.37,64.94,33.26,0.30,21.67,2.66,1829.16,0.92,0.00,1441.16,0.30,0.00
661.50,21.82,0.30,0.30,0.30,0.00,41.96,214.03,10.72,39.37,40.13,34.32,0.30,21.67,2.66,1799.87,0.92,0.00,1392.70,0.30,0.00
691.50,21.82,0.30,0.30,0.30,0.00,38.76,1218.44,13.00,39.37,64.58,40.96,0.30,21.67,2.66,1970.41,0.92,0.00,1390.58,0.30,0.00
