Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-1095.07,-1128.93
9.00,2796.21,2882.69
32.50,14461.03,14908.28
62.00,26423.70,27240.93
91.00,23615.70,24346.08
121.00,46115.60,47541.86
151.50,35936.95,69394.72
182.00,41483.84,73320.47
212.50,66345.56,73833.91
242.50,66184.65,71947.77
272.50,65305.00,71401.70
302.50,65041.84,71748.25
332.50,62284.00,68441.66
362.50,57803.21,63173.63
392.50,53810.64,58872.44
422.50,48326.61,52602.28
452.50,42506.37,46439.90
482.50,31311.86,34166.45
512.50,33862.58,36849.59
542.00,32274.12,35252.67
572.00,25471.71,27934.35
602.26,20333.96,22077.96
632.50,46092.59,49951.56
661.00,70546.70,76506.52
691.00,68201.30,73841.69
722.50,72018.57,78337.44
752.50,66251.09,71424.48
781.00,76045.54,81758.63
811.00,61200.35,65765.58
842.50,77299.89,83132.15
872.50,70807.89,76105.36
901.50,63645.13,68268.62
931.50,60817.90,65128.68
962.50,72985.74,78420.13
992.50,70616.12,76014.11
1022.00,66523.35,71663.20
1052.00,58181.13,62321.00
1082.50,63182.09,68215.02
1112.50,66933.95,71825.44
1142.50,58179.82,62472.29
1172.50,55299.53,59191.64
1201.00,33098.14,35441.83
1231.00,16388.20,17574.13
1262.50,9753.58,10464.58
1292.50,24090.73,25779.51
1322.00,29852.31,32021.53
1352.00,36274.09,38920.32
1382.50,51995.89,55790.08
1412.50,45674.07,49549.95
1442.50,47163.25,52091.90
1472.50,46451.37,51329.13
1502.50,52305.20,57217.59
1532.50,47093.27,51406.31
1562.50,44887.30,48850.97
1592.50,34183.75,37972.34
1622.50,31934.63,35753.50
1652.00,37275.54,41512.97
1682.00,14837.74,15720.11
1712.50,3718.38,3984.15
1742.50,1060.53,1150.23
1772.50,603.11,640.31
1802.50,616.03,640.31
1832.50,616.03,640.31
1862.50,616.03,640.31
1892.50,616.03,640.31
1922.50,616.03,640.31
1951.50,616.03,640.31
1981.50,616.03,640.31
2012.00,616.03,640.31
2042.00,616.03,640.31
2071.00,616.03,640.31
2100.50,616.03,640.31
2132.00,616.03,640.31
2162.50,616.03,640.31
2191.50,616.03,640.31
2220.50,616.03,640.31
2251.00,621.10,640.31
2282.00,64.54,66.54
2311.50,64.54,66.54
2341.50,64.54,66.54
2371.50,64.54,66.54
2401.00,64.54,66.54
2431.00,64.54,66.54
2461.50,64.54,66.54
