Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,0.30,0.30,0.00,129.85,29.43,12.12,22.89,0.30,4.72,33.77,93.84,0.00,0.30,0.30,76.23,0.30,0.30,0.00
9.00,0.30,0.30,0.30,0.30,0.00,98.48,45.37,13.00,22.89,0.30,4.79,63.78,104.25,0.00,0.30,0.30,78.49,0.30,0.30,0.00
32.50,0.30,0.30,0.30,0.30,0.00,121.12,41.20,9.95,22.89,0.30,4.94,63.78,98.09,0.00,0.30,0.30,79.62,0.30,0.30,0.00
62.50,0.30,0.30,0.30,0.30,0.00,75.91,27.57,13.16,22.89,0.30,5.25,63.78,73.09,0.00,0.30,0.30,74.22,0.30,0.30,0.00
92.50,0.30,0.30,0.30,0.30,0.00,117.06,26.86,14.92,22.89,0.30,5.83,63.78,131.23,0.00,0.30,0.30,81.06,0.30,0.30,0.00
122.50,0.30,0.30,0.30,0.30,0.00,140.13,27.47,13.46,22.89,0.30,5.15,63.78,685.22,0.00,0.30,0.30,78.19,0.30,0.30,0.00
152.50,0.30,0.30,0.30,0.30,0.00,115.41,31.74,14.71,22.89,0.30,5.68,63.78,1617.21,0.00,0.30,0.30,81.03,0.30,0.30,0.00
182.50,0.30,0.30,0.30,0.30,0.00,77.16,31.74,14.71,22.89,0.30,8.08,63.78,2023.99,0.00,0.30,0.30,77.33,0.30,0.30,0.00
212.50,0.30,0.30,0.30,0.30,0.00,118.90,247.13,13.92,22.89,0.30,8.08,163.42,1713.52,0.00,0.30,0.30,80.90,0.30,0.30,0.00
242.50,0.30,0.30,0.30,0.30,0.00,99.61,1581.34,19.10,22.89,0.30,6.23,233.46,1674.34,0.00,66.68,0.30,80.20,0.30,0.30,0.00
272.50,0.30,0.30,0.30,0.30,0.00,149.94,1690.39,23.95,52.80,0.30,13.53,233.29,401.52,0.00,889.11,0.30,79.04,0.30,0.30,0.00
301.50,37.11,0.30,0.30,0.30,0.00,173.85,1550.72,83.06,52.80,0.30,30.88,511.09,125.20,0.00,1308.31,0.30,84.02,0.30,0.30,0.00
330.50,159.55,0.30,90.76,0.30,0.00,733.63,1470.26,99.26,115.97,0.30,43.46,426.44,95.83,0.00,501.29,0.30,82.44,0.30,0.30,0.00
361.00,97.81,0.30,17.60,0.30,0.00,1535.28,1432.54,124.36,201.11,0.30,81.88,275.58,71.56,0.00,785.23,0.30,82.55,0.30,0.30,0.00
392.00,51.00,0.30,17.60,0.30,0.00,1558.99,1342.05,82.92,183.41,0.30,107.48,366.83,101.83,0.00,958.88,0.30,82.09,0.30,0.30,0.00
422.50,56.37,0.30,17.60,0.30,0.00,1516.82,1401.55,113.77,235.29,0.30,117.19,400.80,100.46,0.00,863.35,0.30,86.67,0.30,0.30,0.00
452.50,50.77,0.30,17.60,0.30,0.00,1456.25,1414.77,120.46,171.82,0.30,135.56,379.54,93.01,0.00,866.36,0.30,88.87,0.30,0.30,0.00
482.50,82.64,0.30,17.60,0.30,0.00,1388.44,1381.99,123.57,171.82,0.30,145.57,391.70,72.94,0.00,884.31,0.30,86.79,0.30,0.30,0.00
512.50,78.06,0.30,17.60,0.30,0.00,1334.93,1403.99,149.69,171.82,0.30,139.59,406.09,90.03,0.00,824.25,0.30,87.40,0.30,0.30,0.00
542.50,122.55,0.30,17.60,0.30,0.00,1327.60,1370.63,144.23,171.82,0.30,144.47,379.25,86.37,0.00,804.76,0.30,87.39,0.30,0.30,0.00
572.50,95.45,0.30,17.60,0.30,0.00,1366.68,1419.48,157.48,194.40,0.30,149.29,366.32,101.62,0.00,792.44,0.30,87.16,0.30,0.30,0.00
602.50,87.44,0.30,17.60,0.30,0.00,1371.46,1416.95,139.14,186.16,0.30,144.78,422.47,79.18,0.00,849.23,0.30,83.92,0.30,0.30,0.00
632.50,126.15,0.30,17.60,0.30,0.00,1413.05,1440.50,151.04,206.00,0.30,145.42,420.97,85.96,0.00,871.35,0.30,88.29,0.30,0.30,0.00
662.50,126.30,0.30,17.60,0.30,0.00,1361.88,1405.87,128.11,180.97,0.30,151.80,430.41,92.27,0.00,856.69,0.30,86.52,0.30,0.30,0.00
692.00,99.58,0.30,17.60,0.30,0.00,1363.63,1441.15,128.38,195.99,0.30,157.68,412.09,107.35,0.00,852.10,0.30,87.90,0.30,0.30,0.00
722.00,100.96,0.30,17.60,0.30,0.00,1379.39,1372.50,99.02,195.31,0.30,146.43,391.55,101.14,0.00,851.96,0.30,89.88,0.30,0.30,0.00
752.50,86.55,0.30,17.60,0.30,0.00,1380.19,1421.18,102.51,170.60,0.30,151.53,424.14,101.36,0.00,860.04,0.30,90.59,0.30,0.30,0.00
782.50,85.65,0.30,17.60,0.30,0.00,1367.14,1389.12,138.86,189.72,0.30,145.39,425.12,117.55,0.00,833.65,0.30,90.15,0.30,0.30,0.00
812.50,95.32,0.30,17.60,0.30,0.00,1311.92,1411.38,152.10,189.72,0.30,150.33,392.77,101.48,0.00,819.88,0.30,90.94,0.30,0.30,0.00
841.50,69.65,0.30,17.60,0.30,0.00,1388.63,1447.43,172.21,255.44,0.30,144.20,418.10,125.28,0.00,827.82,0.30,90.82,0.30,0.30,0.00
869.50,57.22,0.30,17.60,0.30,0.00,1449.86,1421.41,176.21,219.42,0.30,150.27,421.98,119.87,0.00,842.40,0.30,93.69,0.30,0.30,0.00
898.00,62.94,0.30,17.60,0.30,0.00,1499.72,1427.28,193.42,268.56,0.30,143.52,434.58,118.33,0.00,865.34,0.30,93.69,0.30,0.30,0.00
929.50,37.11,0.30,17.60,0.30,0.00,1489.26,1447.66,184.32,271.71,0.30,145.25,442.03,86.70,0.00,895.37,0.30,90.88,0.30,0.30,0.00
961.50,26.11,0.30,17.60,0.30,0.00,1500.22,1410.69,168.52,271.71,0.30,142.67,467.69,137.92,0.00,905.88,0.30,90.88,0.30,0.30,0.00
991.00,49.92,0.30,17.60,0.30,0.00,1481.21,1441.52,163.44,271.71,0.30,148.74,470.99,121.77,0.00,839.70,0.30,90.88,0.30,0.30,0.00
1021.00,36.68,0.30,17.60,0.30,0.00,1476.10,1404.59,176.63,271.71,0.30,137.54,438.09,134.89,0.00,819.63,0.30,97.68,0.30,0.30,0.00
1051.00,24.72,0.30,17.60,0.30,0.00,1366.50,1380.90,159.71,253.60,0.30,137.92,439.84,138.29,0.00,796.03,0.30,91.98,0.30,0.30,0.00
1080.50,39.67,0.30,17.60,0.30,0.00,1339.53,1375.82,161.12,235.90,0.30,140.48,451.06,149.39,0.00,812.14,0.30,96.53,0.30,0.30,0.00
1111.00,39.67,0.30,17.60,0.30,0.00,1301.95,1375.67,142.06,259.10,0.30,142.52,416.37,124.73,0.00,788.33,0.30,98.45,0.30,0.30,0.00
