Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,12.69,10.44,9.99,11.51,6.39,8.60,10.12,10.26,11.12,12.57
3.50,12.08,10.54,8.72,10.59,11.64,16.57,3.61,6.64,6.41,6.39
21.00,9.40,6.59,7.00,4.59,13.91,20.96,0.52,5.46,3.69,4.12
50.50,6.88,6.94,4.61,6.16,13.14,19.85,-1.59,4.67,3.37,4.33
81.00,22.14,16.80,14.35,20.86,25.93,34.42,10.98,21.62,19.06,15.88
111.50,33.44,25.29,22.98,34.34,40.40,53.30,18.07,27.80,24.35,25.51
140.50,-6.41,19.97,23.78,46.78,43.49,58.76,39.69,56.53,56.73,74.74
169.00,-68.90,-1.47,24.61,78.87,95.69,129.68,77.10,93.57,97.70,138.11
198.00,-78.79,-1.47,24.61,78.44,88.92,129.33,73.32,89.36,94.36,138.87
228.00,-81.00,-19.30,14.68,62.72,88.02,126.23,71.44,86.73,93.64,135.98
258.50,-85.23,-16.67,16.96,67.36,91.22,130.44,71.44,87.07,93.64,132.03
288.50,-83.62,-14.31,21.36,71.05,94.56,133.78,76.73,93.32,102.32,134.41
318.00,-81.83,-10.91,23.90,73.65,95.86,136.26,80.14,97.76,107.86,143.45
348.50,-75.70,-9.74,23.88,76.58,100.26,139.03,80.92,98.01,106.48,147.07
380.00,-81.08,-9.74,23.95,77.32,97.76,137.81,78.48,95.41,103.72,142.68
410.50,-88.71,-15.82,20.67,69.90,98.31,138.61,77.45,93.41,103.28,137.03
440.50,-89.55,-19.72,18.14,67.25,94.51,133.79,77.45,93.41,103.28,134.28
471.00,-94.67,-23.21,17.65,65.11,91.04,131.68,71.16,89.15,99.51,141.54
501.00,-86.83,-24.76,15.54,63.76,90.00,136.27,71.22,88.08,95.32,143.90
530.00,-96.02,-20.22,18.49,68.05,94.17,135.53,74.32,92.21,101.40,145.76
560.00,-88.27,-20.22,18.49,68.49,97.16,138.40,76.05,93.93,103.33,139.45
590.50,-85.68,-15.65,21.26,72.47,97.21,136.03,76.75,93.10,102.19,129.22
620.50,-91.00,-15.23,21.81,71.48,98.10,139.22,78.61,96.79,103.93,137.53
