Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-63.60,-110.72,-67.33,-65.82,-71.86,-70.71,-150.07,-149.30,-135.18,-23.73
13.50,-148.88,-184.21,-190.59,-157.64,-174.78,-158.56,-331.07,-292.62,-258.74,-229.00
41.50,-148.88,-203.72,-223.80,-203.69,-224.80,-196.63,-430.93,-357.27,-338.79,-281.83
71.50,-189.58,-215.68,-217.93,-203.72,-218.03,-191.18,-455.22,-402.86,-371.37,-310.27
101.50,-175.71,-203.66,-204.86,-188.95,-204.83,-176.44,-496.64,-436.80,-437.04,-332.41
131.50,-179.99,-193.33,-203.89,-191.13,-202.74,-179.82,-493.02,-437.02,-411.58,-337.57
161.50,-187.68,-211.44,-210.45,-204.21,-202.74,-179.82,-500.28,-449.89,-411.63,-347.63
191.50,-187.62,-203.35,-223.81,-198.61,-210.91,-187.95,-508.44,-458.60,-427.48,-353.94
220.50,-182.47,-200.16,-206.68,-195.09,-202.05,-186.90,-509.30,-462.86,-424.88,-360.05
250.50,-182.85,-192.50,-187.94,-190.42,-206.54,-178.26,-510.16,-456.60,-415.69,-348.10
281.50,-182.85,-200.08,-199.42,-180.53,-199.08,-171.61,-499.85,-445.09,-410.75,-345.17
311.50,-171.01,-199.37,-169.88,-179.60,-192.89,-170.95,-513.08,-458.77,-414.84,-343.51
342.00,-162.03,-207.86,-137.20,-174.13,-185.21,-160.70,-517.89,-430.04,-410.85,-338.94
371.50,-167.51,-181.74,-163.58,-180.77,-191.97,-166.32,-509.11,-444.35,-413.88,-339.58
401.00,-159.11,-186.30,-151.62,-170.96,-191.97,-166.32,-486.20,-427.80,-395.95,-333.44
431.50,-153.88,-165.95,-141.15,-157.77,-164.82,-143.46,-485.05,-420.60,-380.08,-317.14
461.50,-151.91,-169.37,-146.06,-155.97,-166.70,-146.46,-481.69,-412.95,-374.69,-290.62
491.50,-146.13,-157.90,-146.16,-151.13,-163.55,-144.31,-466.35,-410.06,-369.08,-290.25
521.50,-146.13,-149.37,-140.70,-149.93,-158.72,-143.99,-465.03,-390.93,-366.86,-299.34
551.50,-143.31,-159.22,-146.09,-148.19,-159.28,-145.97,-472.05,-405.77,-374.16,-301.79
582.00,-136.73,-159.45,-146.66,-150.17,-161.33,-144.96,-468.30,-426.00,-380.41,-302.04
612.00,-129.79,-188.97,-141.46,-145.98,-156.82,-141.73,-464.59,-402.60,-358.80,-298.64
641.50,-124.22,-222.84,-123.67,-128.83,-156.82,-141.86,-435.45,-363.18,-340.46,-265.92
671.50,-120.71,-200.82,-120.42,-126.15,-133.62,-127.81,-426.60,-348.80,-338.93,-268.05
701.50,-118.59,-209.29,-121.15,-124.49,-135.59,-127.59,-430.76,-356.43,-335.00,-259.55
731.50,-118.56,-202.54,-123.12,-125.95,-136.35,-126.65,-413.57,-351.94,-335.07,-252.93
761.50,-118.56,-187.13,-116.17,-123.69,-128.48,-119.77,-421.25,-336.54,-335.90,-246.98
792.00,-115.60,-186.56,-122.02,-125.10,-134.38,-123.82,-401.69,-344.88,-325.30,-255.19
820.50,-136.93,-139.59,-140.18,-148.30,-154.35,-145.03,-406.24,-362.10,-325.32,-288.22
849.00,-140.87,-162.67,-151.70,-154.74,-161.12,-157.14,-459.15,-395.88,-380.98,-309.38
879.50,-142.20,-147.83,-146.86,-151.85,-161.12,-157.14,-457.68,-394.32,-382.16,-308.91
911.00,-140.82,-147.60,-143.46,-146.26,-158.20,-141.49,-457.33,-389.03,-371.85,-310.72
940.00,-138.60,-143.02,-138.47,-145.09,-151.11,-141.54,-455.65,-381.01,-375.60,-290.31
969.00,-136.27,-162.01,-137.03,-142.46,-150.33,-142.25,-453.71,-383.36,-366.76,-297.68
1000.50,-154.49,-157.38,-140.31,-151.92,-157.91,-148.18,-450.24,-394.40,-374.50,-302.30
1031.00,-136.90,-157.19,-144.07,-147.36,-154.38,-144.63,-465.95,-396.92,-373.86,-300.51
1060.00,-133.22,-142.12,-138.51,-147.07,-156.80,-144.13,-496.98,-412.63,-374.02,-296.61
1090.00,-137.20,-156.86,-140.46,-146.62,-154.19,-141.06,-442.14,-385.88,-366.95,-303.36
1121.50,-133.71,-147.19,-135.46,-142.35,-154.19,-141.06,-450.16,-390.45,-358.77,-293.71
1151.50,-138.04,-144.91,-135.33,-143.37,-151.15,-141.70,-437.67,-390.98,-360.82,-293.10
1181.50,-137.92,-149.63,-143.53,-144.51,-154.09,-141.36,-450.23,-385.97,-289.09,-313.49
1211.50,-138.39,-145.34,-145.19,-146.50,-157.68,-144.25,-458.42,-394.29,-293.42,-308.18
1241.50,-138.39,-165.15,-133.62,-147.88,-150.46,-140.32,-455.61,-411.10,-287.26,-313.30
1270.50,-138.59,-138.68,-143.49,-151.16,-157.38,-145.89,-462.07,-399.24,-278.64,-308.71
1300.50,-143.70,-150.56,-236.84,-157.21,-164.74,-150.15,-450.34,-417.37,-279.72,-309.61
1331.50,-147.23,-164.61,-273.11,-155.23,-173.14,-157.59,-486.14,-434.35,-311.19,-328.64
1362.00,-149.37,-174.02,-277.28,-159.49,-173.14,-157.59,-492.29,-438.11,-322.16,-333.76
1392.00,-154.30,-180.58,-279.83,-162.64,-177.58,-158.02,-491.27,-440.15,-316.15,-340.97
1421.50,-155.44,-185.76,-290.14,-164.62,-177.10,-156.26,-493.11,-447.22,-323.54,-355.31
1451.50,-153.65,-176.95,-284.75,-159.79,-178.18,-157.45,-488.50,-435.48,-309.75,-338.43
1482.00,-153.65,-178.29,-295.51,-160.22,-179.47,-157.62,-485.82,-432.61,-308.57,-332.70
1512.00,-157.44,-169.64,-295.03,-163.51,-181.54,-161.40,-472.82,-421.08,-315.83,-342.34
1541.50,-161.99,-183.63,-309.06,-169.59,-188.53,-162.79,-465.59,-451.80,-328.01,-330.75
1571.50,-161.66,-195.95,-313.23,-174.41,-186.70,-166.25,-447.91,-384.39,-292.96,-330.49
1602.00,-179.78,-207.64,-352.04,-197.56,-186.70,-174.92,-339.18,-302.88,-252.45,-282.81
1632.00,-191.77,-199.90,-361.57,-205.66,-221.78,-194.16,-294.35,-284.12,-246.98,-274.69
1661.50,-194.51,-222.44,-364.28,-214.57,-235.26,-203.99,-272.62,-269.50,-232.45,-261.54
1691.50,-208.89,-241.42,-380.42,-227.67,-247.17,-214.25,-274.09,-255.74,-235.30,-266.39
1721.50,-208.89,-229.08,-382.80,-233.37,-249.13,-217.68,-262.48,-254.35,-240.36,-264.02
1751.50,-223.12,-232.47,-389.69,-234.48,-251.79,-218.13,-258.26,-249.61,-229.14,-261.61
1781.50,-213.93,-244.68,-382.28,-235.20,-251.56,-217.08,-258.59,-258.61,-230.14,-256.87
1811.50,-215.44,-235.83,-391.81,-237.96,-255.59,-221.85,-257.29,-249.19,-218.30,-257.54
1841.50,-227.82,-242.15,-392.73,-249.09,-255.59,-221.85,-263.83,-256.95,-235.46,-262.07
1871.50,-230.82,-241.11,-400.75,-248.51,-264.96,-227.26,-265.92,-248.21,-222.71,-265.37
1901.50,-234.43,-245.57,-392.09,-249.75,-262.85,-224.12,-261.76,-244.77,-216.74,-265.37
1931.50,-232.02,-249.54,-401.97,-253.39,-268.70,-230.31,-269.09,-252.54,-223.36,-257.45
1961.50,-232.02,-243.92,-390.40,-249.45,-263.86,-225.11,-265.55,-252.01,-215.74,-264.43
1991.50,-219.68,-257.49,-400.48,-247.22,-262.61,-228.41,-263.98,-246.11,-222.55,-258.26
2021.50,-237.62,-257.45,-394.99,-255.18,-267.83,-233.24,-259.78,-241.38,-222.55,-257.43
2052.00,-228.74,-254.24,-394.09,-251.39,-262.56,-227.91,-263.37,-251.98,-217.48,-259.94
2082.00,-231.52,-246.19,-367.94,-245.58,-262.56,-227.91,-255.61,-237.01,-212.49,-255.96
