Time,South Central Fans,North Central Fans
s,C,C
0.00,20.68,20.64
12.00,20.68,20.64
38.50,20.68,20.64
68.00,20.68,20.64
96.50,20.68,20.64
127.00,20.68,20.64
158.50,30.49,20.30
187.00,34.19,20.19
217.00,29.29,20.99
248.00,29.29,22.27
277.50,29.63,24.18
308.00,29.74,25.53
338.50,30.43,26.03
368.50,29.53,26.19
398.50,29.98,26.19
428.50,31.12,26.19
458.00,31.36,26.19
488.00,30.95,26.19
518.50,30.73,26.19
548.00,30.18,27.43
578.00,30.02,27.71
608.50,30.02,28.03
638.00,30.64,28.63
667.50,32.85,28.74
696.50,35.15,28.85
726.50,36.04,28.85
758.00,35.46,28.85
788.50,32.35,28.85
818.50,31.98,28.86
848.00,31.57,28.75
878.00,31.92,28.41
908.00,32.71,28.07
937.50,33.28,27.40
967.50,31.88,26.96
997.50,31.82,26.63
1027.50,31.17,26.52
1057.50,31.44,26.19
1087.50,31.06,26.08
1117.50,31.40,25.97
1147.50,31.12,25.75
1177.50,30.61,25.75
1207.50,30.61,25.42
1237.50,31.06,25.42
1267.50,31.06,25.30
1297.50,31.17,25.08
1327.50,31.17,24.86
1357.50,31.32,24.86
1387.50,31.32,24.86
1417.50,31.56,24.75
1447.50,31.94,24.75
1477.50,32.22,24.64
1507.00,33.25,24.53
1537.00,33.20,24.53
1567.50,31.92,24.42
1597.50,30.87,24.31
1627.00,30.54,24.31
