Time,South Central Fans,North Central Fans
s,C,C
0.00,15.12,15.37
5.00,15.10,15.37
24.50,15.10,15.37
54.50,15.10,15.37
84.50,15.10,15.37
114.50,15.10,15.37
144.50,17.49,15.37
174.50,17.94,15.37
204.50,17.94,18.88
234.50,17.94,23.04
263.50,17.94,23.32
293.50,17.94,23.32
324.50,17.94,23.49
354.50,17.94,23.49
384.50,17.83,23.49
414.50,17.83,23.49
444.50,17.83,23.49
474.50,17.83,23.67
504.50,17.83,23.67
534.50,17.83,24.67
564.50,17.83,25.06
594.50,17.83,25.46
624.50,17.83,25.90
654.50,17.83,26.23
684.50,18.12,26.13
714.50,18.45,26.13
744.50,18.45,26.13
774.50,18.45,26.35
804.50,18.45,27.74
833.00,18.45,28.19
862.50,18.45,28.64
894.00,18.45,29.19
924.50,18.45,29.19
954.50,18.45,29.43
984.50,18.45,29.64
1014.50,18.45,30.09
1044.50,18.62,30.42
1074.50,18.62,30.53
1104.50,18.51,30.47
1134.50,18.51,30.58
1164.50,18.51,30.91
1194.50,18.51,30.91
1224.50,18.51,31.02
1254.50,18.51,30.91
1284.50,18.51,30.91
1314.50,18.51,30.91
1344.50,18.51,31.02
1374.50,18.51,31.89
1404.50,18.29,32.17
1434.50,18.29,32.28
1464.00,18.29,32.50
1494.00,18.29,32.50
1524.50,18.29,32.84
1554.00,18.29,32.84
1583.00,18.29,32.84
1613.00,18.29,32.62
1643.50,18.29,32.17
1674.00,18.29,31.95
1704.50,18.29,31.95
1734.50,18.29,31.95
1764.50,18.29,31.95
1794.50,18.29,31.91
1823.50,18.29,31.91
1853.50,18.29,32.02
1883.50,18.51,32.57
1913.50,18.51,32.79
1944.50,18.51,33.37
1974.50,18.51,33.70
2004.50,18.51,34.03
2034.00,18.51,34.03
2064.00,18.51,34.03
2094.50,18.51,34.03
2124.50,18.51,33.81
2154.00,18.51,33.37
2184.00,18.51,33.15
2214.50,18.51,32.82
2244.50,18.51,31.94
2274.50,18.51,31.37
2304.50,18.51,30.46
2334.50,18.51,29.45
2364.50,18.62,29.34
2394.50,18.62,28.80
2424.50,18.62,28.47
2454.50,18.62,27.80
2483.50,18.62,27.23
2513.00,18.62,26.79
