Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.0,-220.6,-95.2,-154.6,-97.0,-220.0,-213.8,-217.5,-213.8,-238.1,-213.7
14.5,-215.9,-68.6,-161.8,-92.2,-226.6,-210.1,-214.4,-210.0,-236.3,-216.6
43.5,-205.2,-64.9,-151.5,-59.6,-214.5,-197.2,-261.2,-243.9,-271.5,-228.3
73.5,-169.6,-58.9,-139.8,-34.8,-193.4,-168.8,-289.7,-261.3,-258.3,-246.5
103.5,-159.4,-40.1,-149.0,-32.5,-178.9,-164.2,-302.9,-252.7,-258.7,-235.9
133.5,-156.4,-32.4,-156.8,-41.2,-180.4,-163.9,-309.3,-262.5,-270.0,-233.3
163.5,-161.8,-25.0,-150.6,-45.4,-183.5,-163.2,-332.6,-271.9,-283.0,-240.6
193.5,-166.0,-47.5,-139.1,-34.6,-175.9,-157.4,-326.3,-262.6,-279.1,-240.3
222.5,-1.8,-3.7,-67.4,-15.6,-84.5,-81.5,-201.3,-161.4,-154.9,-143.2
252.5,94.6,125.1,107.8,96.3,104.8,113.3,18.8,46.5,48.9,87.5
283.5,209.3,201.5,208.8,229.6,240.3,272.5,177.7,218.8,171.8,188.5
313.5,210.6,199.4,232.9,256.6,266.9,310.9,191.0,219.3,171.4,187.9
343.5,211.7,214.2,238.0,271.4,275.2,325.8,184.1,205.2,172.0,176.8
372.5,213.2,225.4,248.3,273.5,283.0,344.8,195.2,210.8,173.3,181.7
402.5,216.7,232.5,256.2,284.8,293.2,356.2,200.8,213.8,180.5,185.3
433.5,217.8,242.0,255.8,286.9,288.2,361.9,197.1,212.4,180.4,193.2
463.5,152.8,189.0,199.0,221.4,223.0,304.0,141.2,151.8,127.6,139.2
493.5,75.5,94.2,104.8,101.9,118.0,203.3,74.2,77.7,54.3,59.6
523.5,-47.9,-42.9,-14.4,-15.7,-12.6,3.2,-53.9,-79.9,-84.2,-35.9
553.5,-117.1,-28.6,-120.7,-31.6,-81.3,-84.5,-154.6,-150.2,-132.0,-115.6
583.0,-137.0,-45.5,-160.9,-25.3,-146.2,-128.2,-240.6,-189.4,-168.9,-143.0
613.0,-141.1,-15.9,-130.3,-33.8,-159.2,-140.9,-290.9,-216.5,-209.8,-167.5
643.5,-149.4,-60.1,-162.7,-24.6,-165.7,-157.0,-305.8,-238.8,-240.1,-189.0
671.5,-148.6,-21.8,-151.0,-26.9,-164.4,-161.2,-312.0,-246.8,-252.1,-200.8
701.5,-160.1,-23.5,-166.8,-32.6,-169.6,-164.2,-316.2,-257.8,-262.9,-213.4
733.5,-156.9,-48.9,-157.3,-31.2,-179.4,-166.6,-331.6,-264.0,-269.9,-225.5
763.5,-149.6,-24.9,-144.2,-33.4,-172.7,-163.9,-320.2,-264.5,-283.5,-233.4
793.5,-150.3,-17.4,-154.1,-27.8,-181.0,-165.5,-338.0,-263.9,-280.2,-237.6
823.5,-147.5,-24.5,-151.2,-39.7,-163.3,-159.5,-332.4,-268.0,-279.6,-238.8
853.5,-149.8,-22.8,-171.9,-30.6,-176.8,-160.7,-332.3,-265.1,-282.1,-234.3
883.5,-150.0,-15.4,-160.5,-30.9,-175.8,-161.9,-324.4,-274.8,-282.9,-236.2
913.5,-152.0,-31.7,-162.6,-17.8,-177.9,-162.7,-340.8,-273.4,-285.2,-238.1
943.5,-166.5,-23.4,-148.6,-28.0,-175.0,-166.4,-340.5,-272.3,-286.2,-247.7
973.5,-153.8,4.2,-159.7,-42.5,-177.8,-164.8,-341.8,-273.0,-285.4,-246.2
1003.5,-153.8,-44.3,-145.0,-31.8,-173.7,-166.4,-337.5,-254.5,-270.4,-244.1
1031.5,-153.2,-8.4,-145.3,-22.8,-174.7,-165.3,-333.9,-273.3,-286.7,-239.5
1060.0,-157.5,-24.5,-160.2,-31.9,-181.8,-171.7,-333.9,-272.6,-290.0,-235.5
1091.0,-170.9,-34.8,-132.6,-48.5,-195.6,-182.3,-347.6,-293.4,-304.3,-187.8
1122.0,-174.5,-55.6,-147.3,-55.4,-191.2,-185.7,-351.6,-303.7,-314.3,-193.5
1152.5,-173.9,-51.4,-134.3,-95.4,-210.3,-197.3,-368.0,-316.2,-322.8,-187.6
1182.5,-221.6,-99.9,-217.7,-180.1,-244.6,-229.3,-393.6,-353.6,-365.5,-215.6
1212.5,-236.9,-206.0,-277.8,-175.7,-279.5,-258.6,-409.8,-397.7,-398.9,-244.7
1242.0,-253.8,-190.5,-282.8,-194.2,-296.9,-277.0,-424.0,-424.3,-451.0,-262.3
1271.5,-268.8,-217.2,-291.6,-205.8,-291.8,-289.4,-425.6,-422.1,-447.3,-275.8
1302.5,-268.6,-213.9,-268.3,-217.5,-309.0,-295.2,-428.1,-441.4,-450.1,-271.6
1333.5,-290.3,-241.6,-277.6,-216.5,-320.2,-296.3,-383.2,-384.7,-425.1,-242.6
1363.5,-299.9,-233.1,-296.2,-244.4,-313.8,-298.9,-350.5,-361.9,-408.8,-228.9
1393.5,-307.8,-254.5,-292.2,-251.6,-323.5,-301.0,-335.0,-342.0,-391.7,-244.0
1423.0,-309.4,-251.3,-287.0,-258.4,-323.6,-300.6,-327.1,-332.1,-378.9,-252.0
