Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,32.62,314.60,66.63,0.00,0.00,0.00,528.88,0.30,0.00,0.30,0.30,0.00,0.30,0.30,0.00,199.00,6.41,0.00,0.00
9.00,0.30,48.38,339.44,62.76,0.00,0.00,0.00,543.12,0.30,0.00,0.30,0.30,0.00,0.30,0.30,0.00,205.71,6.41,0.00,0.00
32.50,0.30,26.12,326.76,51.12,0.00,0.00,0.00,529.49,0.30,0.00,0.30,0.30,0.00,0.30,0.30,0.00,222.31,6.41,0.00,0.00
62.00,0.30,31.00,311.70,70.72,0.00,0.00,0.00,529.49,0.30,0.00,0.30,0.30,0.00,0.30,0.30,0.00,234.58,6.41,0.00,0.00
91.00,0.30,40.72,312.05,88.81,0.00,0.00,0.00,530.71,0.30,0.00,0.30,0.30,0.00,0.30,0.30,0.00,222.68,33.87,0.00,0.00
121.00,0.30,38.01,336.66,55.93,0.00,0.00,0.00,530.71,0.30,0.00,0.30,529.32,0.00,0.30,0.30,0.00,209.20,45.47,0.00,0.00
151.50,0.30,440.07,326.29,59.51,0.00,172.15,0.00,530.71,1204.83,0.00,0.30,1047.12,0.00,0.30,0.30,0.00,223.09,23.29,0.00,0.00
182.00,199.43,33.26,1178.64,76.56,0.00,334.84,0.00,711.07,1609.22,0.00,0.30,419.40,0.00,0.30,0.30,0.00,228.73,38.76,0.00,0.00
212.50,668.00,34.89,2353.81,60.93,0.00,317.75,14.70,940.72,1582.88,0.00,0.30,419.40,0.00,0.30,0.30,0.00,217.39,23.80,0.00,0.00
242.50,957.66,31.64,2474.46,82.17,0.00,317.75,20.01,1075.15,1547.57,3.08,0.30,419.40,0.00,0.30,0.30,0.00,214.44,21.67,0.00,0.00
272.50,1005.68,56.15,2465.77,78.89,0.00,309.94,14.28,1030.39,1750.33,3.23,0.30,419.40,0.00,0.30,0.30,0.00,228.10,23.19,0.00,0.00
302.50,1038.80,56.15,2554.81,63.59,0.00,344.85,44.01,1059.89,1819.38,3.17,0.30,419.40,0.00,0.30,0.30,0.00,229.45,38.15,0.00,0.00
332.50,1137.71,56.15,2595.34,101.35,0.07,305.30,65.74,1142.29,1753.30,14.37,0.30,419.40,0.00,0.30,0.30,0.00,241.62,66.22,0.00,0.00
362.50,1212.48,48.83,2613.12,667.31,0.03,294.15,95.27,1100.79,1607.57,69.09,0.30,419.40,0.00,0.30,0.30,0.00,246.78,40.89,0.00,0.00
392.50,1330.03,36.70,2612.87,769.73,0.10,303.11,111.94,1057.45,1654.67,71.58,0.30,419.40,0.00,0.30,0.30,0.00,244.40,33.26,0.00,0.00
422.50,1348.23,55.39,2594.50,799.92,0.00,252.49,125.28,1097.73,1694.31,116.01,0.30,419.40,0.00,0.30,0.30,0.00,229.19,63.17,0.00,0.00
452.50,1357.31,41.28,2562.46,763.41,0.07,265.18,131.92,1052.57,1717.66,155.61,0.30,419.40,0.00,0.30,0.30,0.00,259.05,27.95,0.00,0.00
482.50,1395.10,54.63,2623.82,710.08,0.29,263.00,143.77,1071.18,1716.03,139.83,0.30,419.40,0.00,0.30,0.30,0.00,263.13,33.87,0.00,0.00
512.50,1419.64,54.63,2591.04,750.19,0.01,263.07,140.73,1078.20,1633.02,112.42,0.30,419.40,0.00,0.30,0.30,0.00,258.10,30.92,0.00,0.00
542.00,1448.02,51.08,2579.50,776.89,0.25,262.98,128.24,1031.20,1724.62,72.61,0.30,419.40,0.00,0.30,0.30,0.00,246.81,30.98,0.00,0.00
572.00,1464.66,52.49,2556.74,754.58,0.21,270.27,125.64,1031.20,1697.57,73.49,0.30,419.40,0.00,0.30,0.30,0.00,243.93,22.28,0.00,0.00
602.26,1474.97,43.99,2559.01,762.03,0.50,196.41,123.34,1043.87,1747.06,71.40,0.30,419.40,0.00,0.30,0.30,0.00,245.11,24.11,0.00,0.00
632.50,1442.76,40.66,2475.06,725.19,0.73,194.22,118.27,999.47,1755.76,72.14,0.30,419.40,0.00,0.30,0.30,0.00,257.69,32.43,0.00,0.00
661.00,1425.36,35.50,2454.87,737.94,0.13,202.64,112.81,957.96,1732.58,87.34,0.30,419.40,0.00,0.30,0.30,0.00,236.09,28.08,0.00,0.00
691.00,1389.93,56.13,2446.51,769.85,0.18,216.43,116.52,957.96,1737.97,104.11,0.30,419.40,0.00,0.30,0.30,0.00,233.46,41.20,0.00,0.00
722.50,1419.07,32.93,2463.17,788.69,0.44,223.88,109.25,998.86,1683.75,124.12,0.30,419.40,0.00,0.30,0.30,0.00,234.74,41.20,0.00,0.00
752.50,1446.95,39.98,2525.04,773.73,1.05,172.98,116.99,998.86,1788.17,126.91,0.30,419.40,0.00,0.30,0.30,0.00,223.73,36.01,0.00,0.00
781.00,1424.68,54.22,2495.32,776.68,0.65,172.98,125.96,961.93,1799.27,136.15,0.30,419.40,0.00,0.30,0.30,0.00,238.62,53.71,0.00,0.00
811.00,1417.73,34.96,2456.60,779.16,0.77,153.57,131.23,947.79,1784.60,148.65,0.30,419.40,0.00,0.30,0.30,0.00,240.99,55.24,0.00,0.00
842.50,1412.77,33.62,2493.21,765.94,2.37,164.51,133.84,947.79,1792.10,149.81,0.30,419.40,0.00,0.30,0.30,0.00,247.25,55.24,0.00,0.00
