Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
872.50,1410.99,47.64,2483.00,800.05,6.26,161.75,142.85,941.18,1830.34,174.78,0.30,419.40,0.00,0.30,0.30,0.00,251.83,55.24,0.00,0.00
901.50,1405.05,47.58,2479.16,792.52,5.83,153.57,138.92,941.18,1831.08,167.13,0.30,419.40,0.00,0.30,0.30,0.00,210.88,55.24,0.00,0.00
931.50,1421.14,55.94,2460.61,833.89,12.65,141.97,150.67,941.18,1888.23,172.34,0.30,419.40,0.00,0.30,0.30,0.00,223.27,55.24,0.00,0.00
962.50,1451.64,46.08,2471.96,844.56,18.16,155.64,156.40,941.79,1807.19,158.77,0.30,419.40,0.00,0.30,0.30,0.00,232.65,36.62,0.00,0.00
992.50,1403.12,58.90,2450.65,864.50,19.58,165.41,156.56,931.10,1865.52,160.77,0.30,419.40,0.00,0.30,0.30,0.00,221.01,22.28,0.00,0.00
1022.00,1406.98,41.35,2463.07,869.50,18.09,165.41,159.93,880.14,1816.97,157.82,0.30,419.40,0.00,0.30,0.30,0.00,265.20,24.41,0.00,0.00
1052.00,1408.06,63.71,2469.27,842.60,25.44,138.06,160.42,880.14,1839.74,164.29,0.30,419.40,0.00,0.30,0.30,0.00,232.90,33.26,0.00,0.00
1082.50,1391.93,38.30,2419.22,862.99,25.83,187.54,163.39,875.36,1827.93,148.01,0.30,419.40,0.00,0.30,0.30,0.00,235.97,24.72,0.00,0.00
1112.50,1386.74,57.00,2485.69,857.79,32.12,149.62,163.27,912.18,1807.15,157.87,0.30,419.40,0.00,0.30,0.30,0.00,222.15,24.41,0.00,0.00
1142.50,1429.27,45.28,2408.61,853.13,33.04,149.62,153.26,912.79,1840.00,164.09,0.30,419.40,0.00,0.30,0.30,0.00,245.21,36.93,0.00,0.00
1172.50,1419.50,131.16,2440.72,850.50,31.21,126.10,149.58,863.35,1865.29,148.74,0.30,419.40,0.00,0.30,0.30,0.00,219.48,27.31,0.00,0.00
1201.00,1419.60,54.50,2424.12,877.09,38.97,157.60,156.10,882.58,1923.96,147.42,0.30,419.40,0.00,0.30,0.30,0.00,244.06,27.77,0.00,0.00
1231.00,1393.02,39.09,2378.23,893.63,37.29,135.38,146.88,843.21,1940.34,149.66,0.30,419.40,0.00,0.30,0.30,0.00,244.37,0.30,0.00,0.00
1262.50,1365.51,43.12,2392.57,898.22,37.50,137.94,149.06,842.91,1911.62,156.90,0.30,419.40,0.00,0.30,0.30,0.00,210.88,0.30,0.00,0.00
1292.50,1363.33,61.80,2400.24,914.05,32.47,137.94,151.67,842.91,1876.37,152.96,0.30,419.40,0.00,0.30,0.30,0.00,237.67,0.30,0.00,0.00
1322.00,1363.63,30.73,2400.45,871.86,37.18,141.85,151.31,846.88,1886.56,153.24,0.30,419.40,0.00,0.30,0.30,0.00,235.98,0.30,0.00,0.00
1352.00,1423.61,37.13,2431.47,906.32,33.10,165.16,156.56,843.82,1811.10,160.46,0.30,419.40,0.00,0.30,0.30,0.00,212.22,23.04,0.00,0.00
1382.50,1441.42,34.79,2436.46,900.66,34.57,153.69,153.24,843.82,1787.01,155.75,0.30,419.40,0.00,0.30,0.30,0.00,236.02,24.26,0.00,0.00
1412.50,1479.06,42.11,2453.65,837.56,31.97,200.44,149.15,843.82,1759.82,124.33,0.30,419.40,0.00,0.30,0.30,0.00,215.33,34.79,0.00,0.00
1442.50,1502.81,40.28,2471.83,853.88,13.52,279.59,129.62,916.46,1766.49,109.68,0.30,419.40,0.00,0.30,0.30,0.00,234.87,22.28,0.00,0.00
1472.50,1563.33,34.48,2599.28,741.31,6.89,304.12,117.46,982.68,1636.99,97.95,0.30,419.40,0.00,0.30,0.30,0.00,203.55,27.77,0.00,0.00
1502.50,1606.71,46.69,2616.86,758.61,0.29,259.16,104.34,1025.10,1568.07,103.03,0.30,419.40,0.00,0.30,0.30,0.00,225.93,27.77,0.00,0.00
1532.50,1591.00,70.50,2499.00,753.96,0.79,196.66,89.11,958.57,1637.26,106.11,0.30,419.40,0.00,0.30,0.30,0.00,227.93,27.77,0.00,0.00
1562.50,1558.09,59.41,2461.54,697.54,0.60,198.67,85.33,915.24,1668.42,112.61,0.30,419.40,0.00,0.30,0.30,0.00,229.08,27.77,0.00,0.00
1592.50,1534.90,30.58,2417.59,678.13,0.37,261.11,93.43,896.62,1716.77,108.73,0.30,419.40,0.00,0.30,0.30,0.00,259.17,27.77,0.00,0.00
1622.50,1574.39,34.48,2489.78,706.91,0.37,321.66,92.59,900.28,1611.71,118.26,0.30,419.40,0.00,0.30,0.30,0.00,189.25,27.77,0.00,0.00
1652.00,1589.73,38.83,2583.35,722.97,0.08,298.88,95.03,981.15,1665.51,104.54,0.30,419.40,0.00,0.30,0.30,0.00,208.72,27.77,0.00,0.00
1682.00,1576.77,43.31,2630.99,695.36,0.07,108.77,98.70,1042.50,1635.34,74.67,0.30,419.40,0.00,0.30,0.30,0.00,214.32,27.77,0.00,0.00
1712.50,1323.73,37.71,2165.30,687.30,0.07,110.72,93.35,917.88,2050.94,64.79,0.30,419.40,0.00,0.30,0.30,0.00,224.44,27.77,0.00,0.00
1742.50,1101.51,30.29,1919.60,665.28,0.22,84.35,97.91,917.88,1842.11,49.50,0.30,419.40,0.00,0.30,0.30,0.00,208.98,27.77,0.00,0.00
1772.50,899.71,22.63,1806.97,664.72,0.42,50.17,75.44,726.02,1475.85,38.95,0.30,419.40,0.00,0.30,0.30,0.00,210.47,27.77,0.00,0.00
1802.50,591.59,35.75,1496.25,636.22,0.14,16.97,54.21,656.75,634.16,28.14,0.30,419.40,0.00,0.30,0.30,0.00,202.46,27.77,0.00,0.00
1832.50,328.97,33.48,1052.57,534.90,0.55,16.97,20.94,591.74,284.40,8.18,0.30,419.40,0.00,0.30,0.30,0.00,214.58,27.77,0.00,0.00
1862.50,90.07,34.48,771.66,397.32,0.52,16.97,9.12,537.42,170.82,13.37,0.30,419.40,0.00,0.30,0.30,0.00,232.04,27.77,0.00,0.00
1892.50,43.34,26.70,722.97,270.08,0.31,16.97,2.30,537.42,176.51,4.90,0.30,419.40,0.00,0.30,0.30,0.00,216.81,27.77,0.00,0.00
1922.50,43.34,31.52,611.43,235.49,0.08,16.97,4.21,480.05,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,201.76,27.77,0.00,0.00
1951.50,43.34,41.14,517.08,203.00,0.08,16.97,4.21,480.05,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,176.70,27.77,0.00,0.00
1981.50,43.34,60.54,454.88,179.30,0.13,16.97,4.21,451.77,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,197.37,27.77,0.00,0.00
2012.00,43.34,46.96,397.69,172.86,0.04,16.97,4.21,451.77,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,199.33,27.77,0.00,0.00
2042.00,43.34,46.54,388.55,117.39,0.03,16.97,4.21,451.77,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,202.86,27.77,0.00,0.00
2071.00,43.34,51.15,373.24,133.87,0.04,16.97,4.21,416.88,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,194.40,27.77,0.00,0.00
2100.50,43.34,30.46,358.89,154.76,0.07,16.97,4.21,416.88,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,203.17,27.77,0.00,0.00
2132.00,43.34,39.02,357.37,125.58,0.09,16.97,4.21,394.60,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,169.68,27.77,0.00,0.00
2162.50,43.34,33.23,345.16,113.01,0.12,16.97,4.21,439.15,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,177.54,27.77,0.00,0.00
2191.50,43.34,46.54,357.08,108.67,0.00,16.97,4.21,406.81,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,195.58,27.77,0.00,0.00
2220.50,43.34,48.46,367.81,98.34,0.00,16.97,4.21,387.27,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,160.79,27.77,0.00,0.00
2251.00,43.34,112.00,363.47,113.70,0.00,16.97,4.21,405.58,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,186.37,27.77,0.00,0.00
2282.00,43.34,44.71,367.82,88.35,0.03,16.97,4.21,405.58,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,190.32,27.77,0.00,0.00
2311.50,43.34,51.65,374.03,104.03,0.00,16.97,4.21,405.58,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,166.16,27.77,0.00,0.00
2341.50,43.34,50.35,354.62,94.53,0.10,16.97,4.21,405.58,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,181.34,27.77,0.00,0.00
2371.50,43.34,48.73,355.17,105.90,0.04,16.97,4.21,405.58,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,184.13,27.77,0.00,0.00
2401.00,43.34,48.73,335.00,116.09,0.00,16.97,4.21,397.04,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,170.34,27.77,0.00,0.00
2431.00,43.34,34.89,354.16,92.77,0.00,16.97,4.21,397.04,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,173.32,27.77,0.00,0.00
2461.50,43.34,41.81,346.64,118.75,0.00,16.97,4.21,382.27,44.86,4.90,0.30,419.40,0.00,0.30,0.30,0.00,154.37,27.77,0.00,0.00
