Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
487.50,1366.50,109.10,1607.93,527.12,33.51,1456.58,112.16,987.26,2603.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,965.44,437.32,55.19,0.00
517.50,1361.71,109.10,1640.14,488.59,23.46,1486.62,157.76,987.26,2631.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,894.79,405.97,55.20,0.00
547.50,1360.48,109.10,1641.04,488.99,23.89,1591.07,160.43,987.26,2625.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,943.52,426.13,58.74,0.00
577.50,1365.75,111.54,1660.32,460.55,20.10,1604.15,185.17,987.26,2582.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1060.93,407.29,53.50,0.00
607.50,1391.46,111.54,1686.00,421.05,24.96,1604.84,209.81,1015.18,2574.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,915.33,431.52,55.36,0.00
637.50,1372.32,111.54,1682.04,435.90,22.23,1636.54,209.25,1015.18,2505.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.06,417.79,56.62,0.00
667.50,1431.68,111.54,1679.41,461.91,18.68,1675.61,196.31,1021.74,2500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,990.64,445.87,56.15,0.00
697.50,1437.42,111.54,1657.76,420.28,20.13,1695.98,206.82,1036.70,2532.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1049.55,450.75,56.15,0.00
727.50,1419.01,107.27,1679.28,420.63,9.80,1708.38,194.56,1036.70,2569.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,910.78,437.45,56.09,0.00
757.50,1443.29,101.78,1678.27,413.63,15.32,1661.10,182.95,1036.70,2570.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,918.14,444.40,57.35,0.00
787.50,1453.62,115.82,1675.14,388.19,11.89,1695.33,184.46,1036.70,2552.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,907.97,444.80,59.00,0.00
817.50,1425.01,115.82,1667.81,408.13,21.64,1697.00,175.62,1036.70,2521.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1211.68,428.78,56.61,0.00
847.50,1435.87,115.82,1664.37,408.33,7.75,1687.14,177.53,1054.70,2592.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1313.64,423.02,56.61,0.00
877.50,1443.12,100.56,1653.98,400.59,28.71,1714.98,165.31,1050.43,2530.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,885.21,459.97,56.61,0.00
907.50,1459.23,102.39,1640.34,407.47,46.88,1703.91,161.77,1049.52,2528.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1086.75,466.62,56.61,0.00
936.50,1435.74,102.39,1630.77,327.46,42.97,1721.01,182.47,1071.49,2548.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1122.51,458.89,58.95,0.00
965.50,1401.20,118.56,1632.04,212.67,38.62,1691.29,168.28,1071.49,2576.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,997.17,455.13,59.33,0.00
995.50,1408.99,110.93,1653.81,148.38,37.73,1684.54,151.39,1071.49,2233.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1037.52,473.33,61.50,0.00
1026.50,1361.03,106.05,1629.86,119.52,38.63,1722.87,152.31,1071.49,2168.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1142.25,477.87,61.34,0.00
1057.00,1362.85,121.00,1627.45,119.94,35.11,1735.09,152.98,1071.49,2100.60,0.00,0.00,0.00,0.00,0.00,0.00,10.04,1198.40,492.26,58.35,0.00
1086.50,1378.45,121.00,1597.82,105.44,35.60,1756.08,124.15,1071.49,2164.91,0.00,0.00,0.00,0.00,0.00,0.00,10.04,2189.80,501.31,66.04,0.00
1116.50,1327.84,103.00,1595.68,127.57,36.39,1745.17,81.76,1071.49,2153.00,0.00,0.00,0.00,0.00,0.00,0.00,10.04,1232.62,494.17,59.35,0.00
1145.50,1361.45,124.51,1582.05,126.19,36.20,1703.21,65.20,1088.12,2076.23,0.00,0.00,0.00,0.00,0.00,0.00,10.04,870.72,469.82,62.23,0.00
1175.50,1345.85,107.58,1621.39,101.47,35.83,1724.00,55.46,1088.12,2093.84,0.00,0.00,0.00,0.00,0.00,0.00,10.04,1123.19,471.58,63.20,0.00
1206.50,1327.69,113.07,1586.51,143.01,34.78,1736.73,61.91,1090.41,2106.89,0.00,0.00,0.00,0.00,0.00,0.00,13.39,1194.91,465.30,63.20,0.00
1236.00,1323.12,108.19,1609.47,68.26,32.88,1715.64,55.09,1090.41,2129.67,0.00,0.00,0.00,0.00,0.00,0.00,9.15,856.59,451.06,63.20,0.00
1266.00,1346.57,108.19,1604.10,127.72,32.73,1745.97,72.57,1013.10,2103.97,0.00,0.00,0.00,0.00,0.00,0.00,10.97,841.38,472.20,63.20,0.00
1296.00,1331.60,105.44,1615.48,131.99,34.92,1734.46,62.88,992.68,2144.72,0.00,0.00,0.00,0.00,0.00,0.00,10.60,842.95,467.98,64.56,0.00
1326.00,1337.61,106.66,1620.56,201.11,36.30,1743.34,51.78,992.68,2135.41,0.00,0.00,0.00,0.00,0.00,0.00,11.29,975.83,475.93,60.30,0.00
1356.00,1340.82,106.66,1624.83,100.02,35.95,1786.34,54.80,992.68,2109.86,0.00,0.00,0.00,0.00,0.00,0.00,13.17,1006.66,481.17,62.29,0.00
1386.00,1378.01,106.66,1604.67,128.33,35.41,1738.40,52.77,992.68,2050.17,0.00,0.00,0.00,0.00,0.00,0.00,11.02,910.32,463.57,64.27,0.00
1415.50,1384.50,114.29,1597.82,107.88,37.21,1739.48,49.13,992.68,2073.50,0.00,0.00,0.00,0.00,0.00,0.00,10.87,793.16,457.92,64.27,0.00
1445.50,1413.09,114.29,1571.50,121.72,36.16,1742.84,58.95,1054.40,2063.20,0.00,0.00,105.13,0.00,0.00,0.00,11.93,1629.15,451.29,65.25,0.00
1476.50,1439.94,107.58,1582.46,121.72,34.75,1773.62,73.96,1054.40,2158.26,0.00,0.00,161.90,0.00,0.00,0.00,11.71,2183.12,459.07,65.32,0.00
1506.00,1416.27,104.98,1575.04,140.23,35.17,1788.54,80.85,1049.52,2216.10,0.00,0.00,161.90,0.00,0.00,0.00,12.97,2306.43,449.09,65.78,0.00
1536.00,1432.69,100.25,1597.44,111.24,33.67,1769.46,75.59,972.00,2270.19,0.00,0.00,161.90,0.00,0.00,0.00,20.40,2237.72,466.42,64.78,0.00
1566.50,1438.81,100.25,1574.61,112.56,35.11,1753.21,78.52,1083.70,2300.07,0.00,0.00,161.90,0.00,0.00,0.00,16.52,2172.27,479.35,64.93,0.00
1596.50,1476.04,100.25,1584.14,125.58,35.51,1729.08,68.79,1034.87,2295.93,0.00,0.00,113.37,0.00,0.00,0.00,24.87,2185.57,457.73,63.78,0.00
1626.50,1471.31,100.25,1578.43,137.36,35.03,1700.54,77.49,1006.48,2530.64,0.00,0.00,113.37,0.00,0.00,0.00,24.78,2160.59,474.19,65.89,0.00
1656.50,1488.81,108.80,1594.67,108.98,38.10,1726.04,82.46,979.93,2686.72,0.00,0.00,113.37,0.00,0.00,0.00,24.81,2206.15,466.18,66.61,0.00
1686.50,1504.20,108.80,1615.70,147.40,42.52,1697.66,77.58,973.89,2737.37,0.00,0.00,113.37,0.00,0.00,0.00,24.90,2041.31,472.25,64.09,0.00
1716.50,1532.48,108.80,1623.74,177.50,46.85,1694.80,102.66,1014.72,2750.22,0.00,0.00,113.37,0.00,0.00,0.00,24.90,1781.25,446.38,64.09,0.00
1746.50,1531.58,108.80,1627.45,208.42,48.24,1688.09,117.98,971.39,2756.34,0.00,0.00,113.37,0.00,0.00,0.00,30.70,1785.00,447.63,64.52,0.00
1776.50,1505.42,108.80,1647.93,220.92,51.43,1680.63,133.12,1012.89,2756.18,0.00,0.00,113.37,0.00,0.00,0.00,30.70,1616.50,457.67,68.12,0.00
1806.50,1509.12,103.76,1631.71,218.14,51.25,1663.87,132.41,964.67,2685.74,0.00,0.00,113.37,0.00,0.00,0.00,29.69,1339.72,467.23,67.73,0.00
1836.50,1516.63,103.76,1628.59,203.22,51.13,1686.29,128.51,1006.18,2683.33,0.00,0.00,113.37,0.00,0.00,0.00,31.25,1218.07,478.61,66.67,0.00
1866.50,1477.10,109.71,1637.60,241.20,54.55,1686.12,126.16,1006.18,2607.73,0.00,0.00,113.37,0.00,0.00,0.00,31.25,923.93,457.98,67.10,0.00
1896.50,1478.45,109.71,1625.35,248.31,49.17,1660.54,117.62,1006.18,2652.12,0.00,0.00,113.37,0.00,0.00,0.00,31.68,958.05,462.23,67.48,0.00
1926.50,1480.33,101.47,1630.23,162.97,49.63,1649.55,116.92,1006.18,2669.19,0.00,0.00,113.37,0.00,0.00,0.00,31.68,998.55,469.00,69.09,0.00
1956.50,1519.68,101.47,1627.48,242.33,49.91,1684.81,104.88,1006.18,2698.19,0.00,0.00,113.37,0.00,0.00,0.00,32.37,1378.13,457.54,69.95,0.00
1986.50,1527.26,110.70,1610.63,260.89,50.11,1630.03,110.70,977.29,2660.65,0.00,0.00,103.30,0.00,0.00,0.00,30.70,1126.42,484.08,64.83,0.00
2016.00,1522.19,110.70,1610.19,246.15,49.49,1636.90,113.67,999.47,2652.66,0.00,0.00,103.30,0.00,0.00,0.00,30.76,947.64,466.62,68.57,0.00
2046.00,1515.35,110.70,1612.60,254.95,50.78,1631.03,108.77,999.47,2702.64,0.00,0.00,103.30,0.00,0.00,0.00,30.76,960.00,477.97,66.80,0.00
2076.50,1483.12,110.70,1626.87,270.60,51.02,1680.75,112.94,999.47,2617.48,0.00,0.00,103.30,0.00,0.00,0.00,30.76,947.79,467.84,71.50,0.00
2106.50,1482.05,107.58,1664.01,332.27,54.95,1681.29,122.09,999.47,2520.44,0.00,0.00,103.30,0.00,0.00,0.00,33.54,890.26,492.15,71.11,0.00
2136.50,1472.17,107.58,1680.85,360.96,54.91,1760.43,138.06,999.47,2732.58,0.00,0.00,103.30,0.00,0.00,0.00,33.54,1103.01,478.69,71.98,0.00
2166.50,1467.80,107.58,1681.58,351.37,53.71,1748.52,130.56,954.91,2679.52,0.00,0.00,103.30,0.00,0.00,0.00,36.62,1155.11,488.75,71.60,0.00
2196.50,1481.61,107.58,1707.18,292.58,55.06,1764.67,131.90,954.91,2708.43,0.00,0.00,116.43,0.00,0.00,0.00,36.56,1015.29,487.98,70.13,0.00
2226.50,1482.38,103.61,1690.25,336.60,58.76,1742.73,138.03,954.91,2700.45,0.00,0.00,116.43,0.00,0.00,0.00,37.90,1302.34,517.65,72.33,0.00
2255.50,1399.37,103.61,1688.06,382.50,59.75,1757.74,139.04,954.91,2683.38,0.00,0.00,116.43,0.00,0.00,0.00,36.56,1104.35,467.74,74.02,0.00
2284.50,1438.96,103.61,1672.74,393.75,61.51,1765.19,139.24,954.91,2668.99,0.00,0.00,225.53,0.00,0.00,0.00,39.49,1069.59,480.05,75.22,0.00
2315.50,1468.71,102.08,1669.69,282.77,87.22,1685.41,150.82,887.77,2674.36,0.00,0.00,0.00,0.00,0.00,0.00,39.49,1193.97,488.29,71.96,0.00
2346.50,1529.80,102.08,1674.22,419.58,100.92,1708.29,142.66,887.77,2703.80,0.00,0.00,104.98,0.00,0.00,0.00,36.60,1297.36,487.17,72.98,0.00
2376.50,1590.19,102.08,1690.67,665.43,101.85,1695.75,138.98,840.16,2716.91,0.00,0.00,100.56,0.00,0.00,0.00,41.57,1295.29,469.47,74.04,0.00
2406.50,1649.22,102.08,1581.90,610.81,146.38,1716.40,132.47,841.08,2674.03,0.00,0.00,100.25,0.00,0.00,0.00,38.57,1393.83,477.15,71.11,0.00
2436.50,1667.37,102.08,1600.74,662.52,156.09,1513.39,162.00,839.86,2737.43,0.00,0.00,100.25,0.00,0.00,0.00,38.45,1229.67,489.45,74.86,0.00
