Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-39.08,-50.24,-43.74,-36.60,-32.00,-34.15,-34.13,-36.48,-37.64,-43.26
2.50,-33.27,-43.95,-37.98,-31.56,-28.78,-29.00,-37.05,-41.94,-41.71,-48.60
19.50,-28.46,-39.78,-35.01,-29.20,-28.78,-24.88,-47.53,-43.69,-40.78,-50.31
49.00,-19.86,-32.89,-29.05,-28.89,-31.04,-17.51,-47.02,-34.20,-28.49,-39.04
78.00,-10.91,-28.91,-26.64,-32.11,-32.44,-9.45,-35.83,-20.04,-14.57,-21.83
107.50,-2.43,-13.79,-20.96,-28.37,-30.85,5.98,-26.25,-8.56,-5.24,-8.63
137.50,-35.50,-15.27,-23.52,-26.91,-32.83,11.63,6.40,32.25,31.70,45.54
167.50,-138.78,-73.88,-41.72,-18.89,-17.72,107.84,80.75,111.75,110.50,142.97
197.00,-159.75,-97.59,-54.62,-28.77,-30.59,109.57,62.23,89.29,95.13,132.16
227.00,-164.57,-108.50,-69.38,-38.22,-32.15,102.74,57.38,79.52,87.11,124.88
258.00,-165.20,-109.16,-70.82,-37.44,-34.12,98.08,53.33,76.07,85.74,122.93
288.50,-168.60,-112.33,-71.64,-40.35,-34.14,97.69,50.82,73.92,83.70,118.43
319.00,-169.02,-112.33,-71.64,-40.35,-38.65,88.64,44.68,67.63,77.76,109.94
349.50,-177.13,-125.55,-82.59,-52.59,-44.50,81.47,35.98,59.22,71.29,103.24
379.50,-178.03,-129.89,-85.17,-53.93,-44.50,82.82,31.78,58.69,67.96,99.20
409.00,-183.41,-130.22,-88.16,-55.58,-48.25,71.64,27.93,56.80,64.45,90.71
438.50,-177.11,-133.23,-89.65,-58.79,-46.91,72.45,29.15,56.89,65.29,94.33
469.00,-172.96,-125.35,-82.51,-48.77,-42.89,82.32,32.97,60.90,69.70,98.02
499.50,-173.78,-116.48,-75.99,-47.73,-41.57,89.05,40.16,64.99,75.55,103.67
529.50,-167.29,-116.60,-75.82,-45.77,-39.46,90.74,39.36,65.25,76.25,105.21
559.50,-169.78,-120.27,-78.05,-46.86,-42.93,82.35,33.19,60.41,68.66,99.51
589.50,-172.59,-124.31,-83.31,-50.57,-43.44,81.64,31.04,59.63,67.46,99.99
619.50,-176.57,-125.15,-84.22,-52.26,-45.23,84.26,30.48,58.75,67.87,106.87
649.00,-175.30,-124.58,-84.38,-52.29,-44.20,80.88,29.22,57.89,67.44,111.89
679.00,-174.55,-124.58,-84.38,-52.29,-44.43,79.69,28.56,58.00,65.48,104.99
709.50,-178.93,-130.91,-88.07,-55.82,-47.28,76.26,26.02,55.09,62.45,96.56
739.50,-179.45,-127.82,-86.18,-54.33,-47.28,78.33,27.93,55.40,62.69,110.78
769.50,-175.25,-126.96,-85.32,-54.33,-45.51,79.92,27.22,55.97,63.46,104.68
799.00,-141.02,-120.72,-82.73,-52.43,-46.25,55.29,11.68,34.96,42.99,72.75
829.00,-121.52,-91.98,-67.16,-46.25,-41.31,45.19,5.38,29.53,35.83,65.33
859.00,-117.46,-85.56,-60.36,-40.62,-37.84,49.31,9.04,36.05,39.01,65.89
888.50,-114.44,-78.91,-54.35,-35.82,-32.50,60.94,13.36,40.10,43.11,73.37
918.50,-115.72,-78.91,-50.05,-35.23,-30.43,64.10,16.61,44.47,45.90,76.51
949.00,-116.68,-80.52,-54.60,-37.66,-35.76,60.35,14.91,41.54,44.61,67.72
979.00,-118.81,-85.06,-59.19,-40.75,-37.80,52.59,12.00,37.44,40.31,66.06
1008.50,-120.42,-85.08,-58.45,-39.47,-35.85,56.56,11.70,37.87,39.98,65.02
1038.50,-119.28,-85.08,-58.45,-39.47,-37.09,53.97,10.64,35.92,40.83,61.32
1069.00,-115.67,-83.24,-56.15,-38.50,-36.42,55.79,13.37,40.10,42.60,65.29
1099.50,-112.24,-75.72,-51.22,-33.80,-36.42,51.00,17.45,45.20,46.60,69.61
1129.50,-111.71,-74.21,-49.66,-32.91,-31.50,69.01,19.69,46.76,46.36,74.44
1159.50,-105.44,-73.12,-47.46,-31.39,-28.76,77.34,24.64,49.89,53.62,73.35
1188.50,-113.05,-80.99,-56.29,-38.58,-34.95,66.55,17.53,42.51,46.22,77.74
1218.50,-121.85,-91.25,-64.11,-44.56,-40.80,61.31,9.04,33.91,37.35,58.52
1249.50,-122.30,-94.52,-65.77,-44.25,-40.97,47.41,7.74,33.01,36.50,56.70
1279.00,-124.12,-91.04,-68.08,-45.53,-40.89,48.32,6.88,32.98,36.01,53.40
1309.00,-123.04,-91.04,-62.89,-42.31,-40.12,51.44,8.40,33.89,36.94,55.72
1339.00,-122.21,-92.67,-64.36,-44.14,-43.41,48.91,5.92,31.30,34.23,55.20
1368.00,-120.27,-93.42,-65.33,-45.71,-42.40,42.46,7.20,33.85,35.68,56.54
1397.00,-127.97,-95.18,-65.95,-47.36,-42.99,36.41,11.41,35.77,36.79,62.50
1427.00,-131.95,-101.92,-72.64,-50.26,-43.97,26.49,13.22,34.50,35.13,57.68
1457.00,-131.88,-103.34,-74.60,-50.78,-43.82,23.36,12.50,30.94,35.35,54.93
1486.50,-135.56,-103.13,-73.41,-49.94,-42.72,13.14,13.72,30.01,34.41,57.43
1516.50,-137.17,-106.33,-73.97,-51.11,-43.01,10.84,11.54,27.24,31.45,62.46
1546.50,-139.81,-103.50,-71.54,-47.80,-41.16,11.75,13.70,27.84,33.92,63.69
1577.50,-125.50,-93.46,-63.61,-41.07,-37.79,21.07,20.91,36.92,42.80,76.73
1608.50,-119.94,-89.31,-58.52,-36.83,-30.60,32.87,24.80,41.05,45.43,75.01
1638.50,-99.61,-87.47,-56.95,-37.21,-30.71,23.95,16.66,27.31,31.70,53.55
1668.50,-70.00,-64.98,-48.61,-35.26,-32.45,-3.70,0.69,6.32,10.07,23.70
1698.50,-63.94,-53.11,-40.57,-28.98,-29.41,-1.32,5.05,11.52,14.96,27.26
1728.00,-67.16,-48.86,-35.53,-25.65,-23.03,6.00,7.69,14.89,18.18,29.19
1758.00,-68.02,-50.37,-35.68,-26.79,-25.24,2.02,4.32,10.97,14.12,26.15
