Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,0.30,0.30,0.00,25.48,427.82,0.00,157.17,0.30,3.65,0.30,101.71,0.00,0.30,0.30,2.12,0.30,0.30,0.67
10.50,0.30,0.30,0.30,0.30,0.00,10.68,392.39,0.00,157.17,0.30,3.11,0.30,137.86,0.00,0.30,0.30,3.42,0.30,0.30,0.67
35.50,0.30,0.30,0.30,0.30,0.00,14.04,398.30,0.00,157.17,0.30,3.05,0.30,98.02,0.00,0.30,0.30,2.96,0.30,0.30,0.67
65.50,0.30,0.30,0.30,0.30,0.00,38.76,408.68,0.00,157.17,0.30,3.05,0.30,107.20,0.00,0.30,0.30,3.37,0.30,0.30,0.67
95.50,0.30,0.30,0.30,0.30,0.00,17.70,405.72,0.00,157.17,0.30,4.22,0.30,111.78,0.00,0.30,0.30,4.05,0.30,1252.56,0.67
125.50,0.30,56.15,0.30,0.30,0.00,17.70,423.33,0.00,157.17,0.30,4.48,0.30,140.79,0.00,0.30,0.30,0.79,0.30,1252.56,0.67
155.50,0.30,56.15,0.30,0.30,0.00,17.70,412.12,0.00,157.17,562.04,4.99,0.30,147.89,0.00,0.30,0.30,3.51,0.30,1252.56,0.67
185.50,0.30,56.15,0.30,0.30,0.00,16.94,502.58,0.00,157.17,1149.07,3.04,0.30,218.34,0.00,0.30,0.30,2.18,0.30,1252.56,0.67
215.50,0.30,56.15,0.30,0.30,0.00,596.10,1857.76,0.00,157.17,1132.96,2.03,0.30,144.69,0.00,0.30,0.30,3.19,0.30,1252.56,0.67
245.50,0.30,56.15,0.30,0.30,0.00,1244.79,1793.22,0.00,205.08,1117.38,7.07,0.30,133.06,0.00,0.30,0.30,4.97,0.30,1252.56,0.67
275.50,0.30,56.15,0.30,0.30,0.00,1407.76,1721.48,14.73,293.28,1163.98,24.79,0.30,1328.73,0.00,0.30,207.04,6.59,0.30,1252.56,0.67
304.50,0.30,56.15,0.30,0.30,0.00,1424.16,1359.17,19.80,349.43,667.99,33.39,140.81,2218.97,0.00,0.30,353.50,29.56,0.30,20.45,0.67
333.50,0.30,56.15,0.30,0.30,0.00,1258.68,1049.30,6.25,403.75,586.53,36.30,210.88,1860.64,0.00,0.30,250.86,72.19,0.30,599.48,23.90
363.50,0.30,56.15,0.30,0.30,0.00,1104.94,667.47,6.25,403.75,623.65,14.89,240.99,2030.79,0.00,0.30,352.28,112.25,0.30,1043.56,104.88
