Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,27.47,0.30,130.11,32.38,0.00,45.69,17.66,221.87,42.37,30.40,29.72,136.62,13.92,0.30,32.35,20.14,1529.40,470.28,0.00
5.50,0.30,27.47,0.30,105.69,31.25,0.00,68.12,21.73,221.87,24.34,30.40,30.70,175.60,13.92,0.30,30.82,17.76,1300.58,470.28,0.00
24.50,0.30,27.47,0.30,117.65,31.05,0.00,28.21,23.62,221.87,46.59,30.40,23.41,134.34,13.92,0.30,30.82,17.76,1034.87,470.28,0.00
54.50,0.30,27.47,0.30,134.91,32.64,0.00,38.38,16.32,221.87,47.99,30.43,33.75,108.49,13.92,0.30,47.91,20.94,990.00,470.28,0.00
84.50,0.30,27.47,0.30,121.32,32.22,0.00,41.15,19.59,221.87,43.95,30.49,18.37,148.93,13.92,0.30,50.96,16.72,1026.66,470.28,0.00
114.00,0.30,27.47,0.30,129.00,33.71,0.00,69.75,21.67,221.87,45.47,30.46,40.69,145.62,13.92,0.30,40.44,22.58,1083.26,470.28,0.00
143.50,0.30,27.47,0.30,105.32,34.26,0.00,27.47,16.93,221.87,44.01,30.46,25.33,603.40,14.95,0.30,70.50,22.71,1106.23,470.28,0.00
173.00,0.30,27.47,0.30,114.40,33.73,0.00,28.69,18.68,221.87,39.98,30.48,54.26,1513.61,22.89,0.30,169.37,24.60,1114.62,470.28,0.00
203.50,0.30,27.47,0.30,127.76,33.98,0.00,42.50,9.95,248.11,750.79,30.00,133.36,1912.03,28.75,0.30,239.13,25.98,1060.87,470.28,0.00
234.00,0.30,27.47,0.30,82.29,34.38,0.00,1232.70,20.25,230.41,1951.08,42.47,299.38,2046.58,28.16,0.30,203.91,19.71,1343.91,0.30,0.00
265.00,0.30,27.47,0.30,103.41,33.73,0.00,2941.16,45.45,230.41,2066.19,79.76,548.90,1922.79,28.16,917.90,92.62,19.71,1279.44,0.30,0.00
