Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,0.30,0.30,2.99,0.00,58.05,7.95,0.00,46.39,0.00,21.06,97.71,0.00,0.30,140.76,23.68,122.89,0.30,0.00
2.00,0.30,0.30,0.30,0.30,2.50,0.00,47.42,7.95,0.00,46.39,0.00,44.25,94.91,0.00,0.30,110.72,22.64,122.89,0.30,0.00
18.50,0.30,0.30,0.30,0.30,3.29,0.00,47.91,5.91,0.00,46.39,0.00,20.24,133.74,0.00,0.30,122.38,25.57,122.89,0.30,0.00
49.00,0.30,0.30,0.30,0.30,3.36,0.00,39.30,7.18,0.00,46.39,0.00,32.81,79.58,0.00,0.30,112.92,22.71,122.89,0.30,0.00
79.50,0.30,0.30,0.30,0.30,2.72,0.00,56.90,7.18,0.00,46.39,0.00,27.16,115.80,0.00,0.30,114.29,23.62,122.89,0.30,0.00
109.50,0.30,0.30,0.30,0.30,3.39,0.00,61.01,2.99,0.00,46.39,0.00,31.13,120.38,0.00,0.30,147.23,19.71,71.41,0.30,0.00
139.00,0.30,0.30,0.30,0.30,2.57,0.00,427.28,48.00,0.00,46.39,0.00,0.30,132.55,0.00,0.30,115.19,22.64,71.41,0.30,0.00
169.00,0.30,0.30,0.30,0.30,2.85,0.00,2460.20,59.22,77.21,869.28,0.00,0.30,184.12,0.00,0.30,119.08,23.62,0.30,0.30,0.00
199.50,0.30,0.30,0.30,0.30,3.45,0.00,2868.86,88.70,77.21,1538.41,20.61,190.13,279.98,0.00,0.30,124.11,23.62,0.30,0.30,0.00
229.50,0.30,0.30,0.30,0.30,61.34,0.00,3054.38,186.93,117.49,1615.28,63.05,547.12,146.93,0.00,0.30,126.23,23.56,0.30,0.30,0.00
259.50,45.65,0.30,0.30,0.30,154.95,0.00,3345.30,262.57,117.49,1968.87,93.27,998.99,110.85,0.00,1140.58,121.06,23.56,0.30,0.30,0.00
289.50,46.81,0.30,60.12,430.08,110.94,0.00,3572.35,306.90,117.49,2397.46,199.60,990.11,100.03,0.00,1854.58,91.10,23.10,744.03,0.30,0.00
