Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.08,-0.05
3.50,-1.25,0.36
21.50,-0.79,0.38
51.50,-0.98,0.13
81.50,-0.47,0.99
111.50,-0.64,0.30
141.50,-18.91,16.59
171.50,-66.00,60.41
201.50,-84.36,83.84
231.50,-85.99,87.79
259.50,-87.07,87.79
289.50,-86.95,87.79
321.50,-86.33,86.95
350.00,-86.81,87.58
377.50,-87.15,87.96
409.00,-86.89,87.67
441.50,-86.63,87.50
470.50,-86.67,87.62
499.50,-86.69,87.62
530.50,-86.70,87.61
560.50,-86.48,87.13
589.00,-86.11,87.91
619.50,-86.09,87.43
649.50,-86.21,87.05
680.00,-86.55,87.48
711.00,-85.94,87.73
740.50,-86.39,87.25
770.00,-86.36,87.83
800.50,-86.31,88.70
830.50,-85.82,87.77
860.50,-104.23,100.89
891.50,-114.91,113.32
921.50,-113.74,113.53
951.50,-114.20,113.79
981.50,-114.50,112.72
1011.50,-114.39,112.21
1041.50,-115.05,112.74
1071.00,-114.58,112.40
1101.00,-114.93,113.07
1131.00,-114.61,113.30
1161.00,-114.87,113.04
1191.50,-114.04,112.99
1221.50,-114.59,113.48
1251.50,-114.63,113.74
1281.50,-114.83,113.42
1311.50,-114.11,113.12
1341.50,-114.50,112.70
1371.50,-114.47,112.32
1401.50,-114.14,112.57
1431.50,-113.73,112.40
1460.50,-114.25,112.50
1490.00,-114.71,113.05
1521.00,-114.37,112.54
1551.50,-113.94,112.65
1581.50,-113.59,113.89
1611.50,-122.08,123.65
1641.50,-133.02,131.70
1670.00,-133.10,131.70
1699.50,-131.81,131.86
1731.00,-133.09,131.58
1760.50,-133.19,131.73
1790.00,-133.25,131.52
1821.00,-133.37,131.50
1850.50,-133.60,131.42
1880.00,-133.84,131.00
1909.50,-133.65,131.88
1939.50,-133.08,131.75
1970.00,-132.88,131.73
2000.00,-133.85,131.80
2030.50,-134.22,131.74
2059.50,-133.92,131.94
2089.50,-134.10,131.17
2120.00,-134.03,131.97
2150.00,-134.17,131.43
2180.50,-133.14,131.43
2210.00,-133.89,131.72
2240.00,-133.46,131.73
2270.50,-134.05,131.60
2300.50,-134.48,131.69
2330.50,-133.79,131.26
2360.50,-133.78,131.86
2390.50,-134.66,131.49
2419.00,-134.97,131.02
