Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
1350.5,-199.6,-21.1,-146.0,-162.4,-168.0,-148.4,-205.2,-186.5,-172.2,-221.1
1380.5,-193.4,-8.7,-145.2,-155.0,-162.1,-145.0,-207.6,-179.3,-167.1,-213.5
1410.5,-187.8,-29.5,-145.1,-152.1,-158.9,-143.5,-204.6,-176.6,-166.8,-209.4
1440.5,-174.8,-84.2,-130.8,-138.3,-146.7,-127.0,-195.9,-161.8,-156.5,-201.0
1470.5,-164.0,-109.2,-123.3,-129.9,-135.1,-119.7,-181.8,-154.2,-149.3,-178.9
1500.5,-162.4,-114.4,-119.5,-125.6,-129.9,-120.0,-174.6,-152.9,-145.9,-180.1
1530.5,-160.8,-120.7,-115.6,-124.7,-130.3,-120.7,-172.6,-151.6,-143.0,-177.5
1560.5,-157.5,-118.1,-117.8,-127.1,-130.4,-121.0,-178.6,-146.7,-145.7,-174.5
1590.5,-157.5,-120.6,-119.4,-125.2,-132.8,-119.9,-178.3,-150.6,-146.8,-178.3
1620.5,-153.9,-118.9,-116.6,-126.6,-129.4,-123.6,-182.6,-152.7,-144.0,-175.3
1650.5,-157.0,-118.5,-116.6,-123.1,-129.0,-121.8,-175.7,-150.3,-142.0,-173.1
1680.5,-155.2,-120.1,-117.6,-123.8,-129.6,-119.9,-176.0,-150.8,-143.3,-178.5
1710.5,-154.7,-116.7,-117.2,-121.6,-126.6,-118.5,-176.6,-147.5,-142.3,-169.3
1740.5,-152.6,-114.9,-113.9,-119.7,-127.8,-117.7,-175.8,-146.4,-142.1,-170.7
1770.5,-117.8,-99.4,-94.2,-100.4,-106.1,-102.1,-162.8,-129.2,-124.9,-148.8
1800.5,-102.6,-75.8,-73.0,-77.3,-81.8,-83.4,-132.2,-109.3,-102.7,-118.2
1830.5,-86.8,-61.2,-60.6,-65.4,-66.1,-71.4,-120.3,-85.4,-78.8,-99.4
1860.5,-72.8,-52.7,-51.8,-55.8,-59.9,-70.6,-103.2,-75.1,-69.8,-84.6
1890.0,-68.3,-47.8,-47.2,-52.9,-52.2,-56.9,-92.8,-60.5,-56.3,-71.8
1919.5,-63.0,-44.7,-44.8,-49.6,-50.2,-51.9,-83.5,-60.2,-55.5,-74.6
1950.0,-67.8,-44.3,-46.2,-50.5,-51.2,-49.6,-67.4,-50.9,-48.0,-56.8
1979.5,-69.9,-50.8,-53.0,-59.0,-59.0,-54.0,-70.4,-56.5,-52.9,-62.0
2009.5,-77.4,-54.0,-55.9,-61.8,-61.1,-59.9,-72.7,-61.2,-59.2,-69.7
2040.5,-81.9,-61.1,-63.5,-68.0,-68.2,-64.0,-74.2,-64.3,-63.9,-77.3
2070.5,-114.2,-103.8,-87.6,-95.3,-94.7,-89.6,-107.4,-98.3,-97.1,-111.9
2100.5,-177.7,-218.7,-220.0,-155.6,-126.7,-125.5,-143.4,-137.4,-138.4,-171.3
2130.5,-231.7,-337.5,-284.7,-342.1,-202.8,-176.5,-181.3,-180.4,-183.4,-227.2
2160.5,-264.1,-362.9,-331.7,-353.1,-226.1,-196.5,-204.2,-206.9,-207.3,-251.6
2190.5,-267.8,-366.8,-348.6,-366.0,-226.2,-199.6,-208.7,-209.1,-209.3,-261.2
2220.5,-257.6,-369.2,-330.4,-367.6,-231.8,-199.0,-207.4,-209.2,-210.7,-261.3
2250.5,-273.5,-381.5,-340.4,-366.1,-233.7,-200.9,-206.5,-209.9,-210.1,-259.1
2280.5,-271.0,-375.2,-345.0,-369.3,-230.4,-202.6,-213.5,-207.1,-211.4,-262.8
2310.5,-275.7,-376.5,-340.1,-363.2,-233.6,-204.6,-209.2,-210.5,-212.5,-261.7
