Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.0,-276.5,-227.3,-221.9,-227.5,-242.7,-207.7,-213.9,-219.9,-218.1,-271.0
7.5,-274.1,-219.8,-217.9,-226.5,-231.9,-204.5,-226.0,-218.6,-219.8,-276.7
29.5,-272.2,-191.2,-220.5,-223.3,-233.8,-202.6,-231.1,-222.1,-220.0,-275.0
59.5,-278.3,-226.9,-208.1,-221.9,-227.2,-205.1,-239.8,-223.7,-225.8,-277.2
90.0,-270.8,-207.1,-245.1,-217.5,-240.0,-206.4,-244.1,-229.0,-228.0,-279.5
120.5,-267.7,-243.5,-220.3,-212.9,-231.9,-205.9,-243.1,-226.8,-228.1,-280.8
150.5,-263.1,-217.6,-218.7,-216.9,-233.6,-200.9,-241.6,-224.6,-219.7,-276.4
180.5,-259.6,-219.3,-209.8,-215.4,-236.4,-199.6,-239.0,-224.3,-224.9,-277.2
210.5,-247.9,-193.7,-194.3,-193.5,-209.5,-184.8,-221.2,-212.3,-209.0,-259.3
240.5,-232.9,-183.8,-192.4,-190.4,-198.3,-177.6,-219.4,-202.9,-198.5,-252.5
270.5,-239.7,-187.6,-209.2,-188.3,-198.0,-176.0,-218.3,-203.0,-200.7,-252.8
299.5,-235.8,-189.0,-212.0,-188.9,-194.1,-177.0,-224.8,-205.4,-199.0,-250.4
328.5,-219.1,-198.6,-174.3,-176.9,-183.2,-165.0,-213.2,-192.2,-187.6,-238.2
358.5,-213.3,-156.5,-158.8,-170.2,-170.8,-153.1,-199.2,-179.7,-175.8,-225.2
388.5,-197.2,-173.4,-154.3,-159.0,-168.3,-147.7,-198.3,-178.1,-169.1,-215.3
419.0,-189.2,-140.7,-150.2,-153.9,-166.7,-144.2,-196.8,-172.1,-168.0,-208.1
449.5,-169.3,-134.0,-128.9,-135.9,-135.1,-123.0,-179.8,-155.6,-151.0,-186.0
479.5,-155.2,-118.9,-118.9,-125.6,-127.5,-113.6,-170.9,-146.2,-139.6,-175.2
509.5,-157.5,-118.7,-114.8,-120.4,-126.2,-115.7,-178.8,-144.8,-139.7,-170.5
539.5,-157.3,-119.5,-113.0,-122.6,-126.0,-116.3,-169.6,-147.2,-138.3,-168.6
570.0,-152.4,-117.3,-116.3,-119.8,-126.0,-116.9,-171.6,-145.4,-138.0,-168.1
600.5,-152.0,-112.0,-111.3,-114.7,-122.6,-113.0,-170.8,-141.6,-135.9,-166.0
630.5,-145.8,-114.3,-108.0,-115.2,-119.1,-114.1,-169.7,-138.7,-132.6,-161.3
660.5,-142.1,-106.8,-104.0,-108.2,-116.3,-108.6,-162.2,-133.6,-128.3,-155.3
690.5,-143.0,-108.5,-105.2,-111.3,-117.5,-115.0,-167.2,-134.4,-129.2,-155.3
720.5,-168.2,-147.5,-131.7,-136.9,-141.0,-134.9,-185.2,-162.2,-154.9,-180.1
750.5,-184.5,-129.6,-138.4,-148.7,-154.1,-137.5,-200.4,-169.6,-164.1,-199.4
780.5,-182.6,-175.0,-142.0,-147.4,-156.2,-141.1,-203.5,-175.0,-169.0,-200.4
810.5,-193.0,-158.5,-150.1,-156.3,-160.3,-144.4,-205.1,-176.8,-174.3,-211.2
840.5,-192.5,-136.1,-148.1,-159.5,-162.7,-144.4,-207.7,-179.8,-174.4,-211.5
870.5,-150.7,-109.6,-114.4,-120.4,-123.5,-108.9,-180.3,-153.8,-127.4,-170.6
899.5,-116.9,-86.0,-84.5,-88.9,-100.2,-94.0,-145.6,-115.8,-105.5,-131.8
929.0,-110.3,-80.9,-80.2,-86.8,-95.7,-95.0,-136.9,-112.9,-101.5,-126.5
959.5,-131.2,-101.5,-99.0,-104.2,-107.4,-104.1,-161.9,-131.8,-124.8,-150.0
990.0,-142.7,-109.4,-106.7,-114.4,-119.3,-111.4,-164.7,-136.8,-132.1,-162.2
1020.0,-143.8,-111.3,-108.2,-115.6,-120.1,-115.2,-163.5,-141.0,-132.6,-161.9
1050.0,-146.7,-111.5,-109.0,-110.9,-119.6,-115.6,-166.8,-140.7,-135.9,-160.1
1080.0,-170.0,-128.4,-122.1,-92.6,-146.8,-132.5,-176.9,-153.2,-141.8,-181.2
1110.0,-206.3,-144.9,-129.7,-112.5,-190.1,-161.0,-207.5,-181.6,-192.5,-220.9
1140.5,-222.7,-26.0,-144.8,-116.1,-202.4,-178.7,-215.4,-198.7,-198.2,-239.3
1170.5,-223.2,-23.8,-154.6,-111.2,-197.7,-172.4,-217.5,-196.7,-192.6,-236.9
1200.5,-250.0,-57.2,-142.7,-135.3,-218.9,-193.4,-240.8,-220.1,-212.4,-262.9
1230.5,-251.5,-43.7,-134.9,-140.8,-220.8,-196.2,-238.1,-222.7,-220.0,-268.8
1260.5,-244.8,-44.7,-140.5,-174.0,-203.9,-186.6,-229.7,-212.4,-211.9,-262.1
1290.5,-230.6,-41.0,-147.8,-182.1,-197.9,-176.9,-232.2,-208.3,-201.1,-253.9
1320.5,-217.5,-19.5,-133.7,-170.9,-180.2,-160.3,-216.3,-200.3,-194.7,-236.6
