Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,2246.59,2317.15
13.50,7515.43,7751.36
40.50,19540.55,20152.17
70.50,33671.05,34726.85
100.00,52523.74,54172.22
130.00,68168.10,70305.60
161.50,57812.10,59622.34
191.50,60004.22,61871.81
221.50,56831.57,58656.14
251.50,51156.96,53232.85
281.00,49010.01,51194.84
311.00,46598.72,48725.04
341.50,50820.06,53103.55
371.50,50496.26,52751.85
401.50,58667.61,60854.11
431.50,50445.46,52707.48
461.50,50122.91,52538.89
491.50,48304.44,50471.69
521.50,49485.13,52010.69
551.50,47517.28,49943.32
581.50,45831.50,48299.79
611.50,44359.45,46806.60
641.50,47045.00,49518.36
670.50,54312.97,57296.62
700.50,59680.96,63024.48
731.50,55458.68,58767.84
761.50,56434.09,59640.01
790.00,53817.11,56643.08
820.00,56016.09,58881.45
851.50,55666.69,58584.09
881.50,54598.89,57253.52
911.50,52587.27,55305.64
941.50,51910.35,54549.51
971.50,54018.05,56523.65
1001.50,49526.37,52021.69
1028.00,52408.26,55897.08
1058.00,52563.87,55177.03
1091.50,56507.29,59346.64
1120.50,48871.93,51265.23
1150.50,55007.76,57474.24
1181.50,51848.04,54292.50
1208.50,52477.67,54928.04
1237.00,50540.97,52836.42
1268.50,52789.44,55107.84
1299.00,50753.50,52977.00
1330.50,49183.99,51515.19
1361.50,49291.82,51632.79
1390.50,46640.26,49194.87
1420.50,49759.24,52003.32
1451.50,51613.27,54060.19
1481.50,51582.39,54045.12
1511.50,36930.19,38784.37
1541.50,25826.89,27210.59
1571.50,29790.82,31384.96
1601.50,31190.07,32863.83
1631.00,34231.37,36111.98
1660.00,42386.94,44614.47
1690.00,43447.65,45814.67
1721.00,48668.57,51288.66
1751.00,52422.97,55211.23
1780.50,60691.06,63813.41
1809.50,62897.00,65998.05
1840.00,64417.10,67653.89
1871.50,64864.44,68232.08
1901.50,64140.62,67421.45
1931.00,20616.81,21052.59
1960.50,569.65,979.89
1989.50,-252.46,397.67
2019.50,306.62,397.67
2051.00,-60.29,-63.55
2081.00,66.58,68.72
2105.00,227.97,269.96
2135.00,95.50,104.73
2171.00,89.08,90.65
2200.50,101.59,104.58
