Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-381.79,-54.36
14.50,2460.08,2942.27
43.50,8548.00,5814.00
73.50,15189.89,9844.86
102.50,20516.05,14004.36
132.50,23741.60,16595.97
163.50,19049.98,20538.51
193.50,20777.57,22932.96
223.50,18411.93,18753.21
253.50,15461.53,15531.34
281.00,13342.05,13303.17
311.00,14086.60,14834.19
343.50,16397.42,17353.07
373.50,19175.15,20006.80
402.50,21020.11,21445.32
431.50,18642.00,22276.54
461.50,17124.98,19643.18
491.50,16482.55,18282.46
521.50,17917.99,19094.72
552.00,18855.98,20373.33
582.50,19896.49,21211.92
612.50,19401.56,21211.92
643.00,19353.72,21245.97
673.00,18192.43,20151.49
703.00,19382.29,20736.92
733.50,19908.59,21302.32
763.50,19733.64,20463.36
793.50,20104.39,20636.49
822.50,21024.81,20270.59
852.50,21172.29,21525.81
883.50,23251.64,23891.09
913.50,24089.59,25857.13
943.50,23108.97,24467.67
973.50,22262.05,23633.42
1003.50,20859.81,22411.84
1033.50,20789.30,21374.15
1063.50,21946.54,21613.41
1093.50,24437.56,25160.87
1123.50,25057.41,27399.04
1153.50,26913.49,27143.42
1183.50,25913.40,24715.77
1213.50,23990.00,24727.52
1243.50,22317.40,24962.13
1273.50,20976.46,23623.18
1303.50,20976.46,22780.24
1332.50,19581.41,21285.16
1362.50,19869.95,19116.64
1393.50,19137.07,19435.49
1423.50,18838.32,19639.59
1452.50,17696.00,19027.09
1482.50,17051.61,19282.55
1513.50,13204.17,16737.84
1543.50,14231.50,11879.17
1573.50,13772.98,15842.88
1603.50,14346.49,17257.99
1633.50,19681.54,15951.01
1663.50,27301.36,13053.34
1693.50,22339.63,19002.18
1723.50,17680.72,24963.95
1753.00,22920.83,19314.99
1783.00,19595.36,21858.98
1813.50,17246.70,25997.10
1843.50,19866.76,24261.14
1873.50,20169.71,23154.87
1903.50,21205.53,19914.66
1933.50,20483.72,19931.95
1963.50,16792.04,23087.73
1993.50,13599.36,26682.62
2023.50,14882.84,25535.35
2053.50,17234.41,21971.61
2083.50,19523.43,19673.77
2113.50,16752.67,23779.71
2142.00,8653.73,13432.66
2172.00,2222.80,4032.29
2202.00,556.61,969.35
2231.00,556.61,969.35
2261.00,556.61,208.73
2291.00,556.61,208.73
2321.00,556.61,208.73
2352.00,556.61,208.73
2383.50,556.61,208.73
