Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,1.17,0.29
4.00,0.65,1.03
22.50,0.67,-0.44
52.50,0.92,-0.92
82.50,0.96,0.31
112.50,0.87,0.44
142.50,-16.30,19.56
172.50,-69.39,64.81
202.50,-85.85,85.52
232.50,-86.20,88.59
262.50,-86.93,88.77
292.50,-86.53,88.77
322.50,-86.31,88.06
352.50,-86.43,88.94
382.50,-86.21,88.66
412.50,-86.62,87.98
442.50,-86.14,87.78
472.50,-86.56,88.35
502.50,-86.36,88.76
532.50,-86.37,88.75
562.50,-85.91,88.75
592.50,-86.21,88.54
622.50,-98.41,96.45
652.00,-117.10,114.69
682.00,-114.90,115.19
712.50,-114.49,114.37
742.50,-114.52,115.22
772.50,-114.87,114.92
802.00,-114.57,114.53
832.00,-114.45,114.96
862.00,-113.89,114.78
891.00,-114.73,115.27
921.50,-114.62,115.18
952.00,-114.30,114.69
980.50,-114.18,114.15
1011.00,-114.72,114.68
1042.50,-114.40,114.79
1071.50,-113.79,114.87
1101.50,-114.54,114.98
1132.50,-114.78,114.98
1162.50,-114.80,114.69
1192.50,-113.93,115.40
1222.50,-114.44,114.51
1252.50,-115.19,114.41
1282.50,-114.74,115.31
1312.50,-114.36,114.91
1342.50,-114.66,114.60
1372.50,-114.27,115.33
1399.50,-114.82,114.64
1429.50,-115.57,114.73
1462.50,-114.44,114.75
1491.00,-113.91,114.08
1519.50,-114.20,114.18
1549.50,-114.23,115.03
1579.50,-114.34,115.22
1609.00,-114.56,115.01
1639.50,-114.62,114.81
1670.50,-115.58,114.74
1701.00,-114.75,114.43
1731.50,-121.13,120.99
1761.50,-131.68,129.98
1791.50,-133.52,133.24
1821.50,-133.37,134.70
1851.50,-133.82,134.10
1881.50,-133.09,133.84
1912.00,-133.73,134.62
1942.50,-133.92,134.03
1971.50,-134.93,133.62
2001.50,-134.34,133.62
2032.00,-134.49,134.52
2062.00,-135.55,134.01
2092.50,-134.69,134.01
