Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,562.95,356.93
10.00,2353.31,2937.10
34.50,5119.84,7517.22
64.50,7659.37,10615.32
94.50,11439.21,16055.99
124.50,12039.22,21335.14
154.50,7310.72,16120.15
184.50,7630.92,13471.92
213.50,8977.77,14649.14
243.50,11641.71,17132.16
274.50,12500.42,18621.81
304.50,10901.02,18602.24
334.50,9037.78,17781.55
364.50,9037.78,18350.41
394.50,9206.69,19214.25
424.50,11119.92,22368.99
454.50,10160.54,21136.12
484.50,8719.94,18030.07
514.50,8833.27,18153.68
544.50,7615.70,15112.88
574.50,8862.92,17713.45
604.00,9571.50,18200.50
634.00,10675.49,21067.96
664.50,9841.35,18791.29
694.50,10244.87,20403.44
724.50,8824.76,17649.79
754.50,7952.83,15994.35
784.50,6079.83,12304.73
814.50,4951.32,10225.86
844.00,7534.99,14248.82
874.00,8703.78,17338.98
904.50,7919.84,14989.80
934.50,10137.63,19906.54
964.50,10569.17,19826.80
992.50,11349.31,21222.56
1022.50,9833.14,18007.38
1054.50,10657.26,19975.05
1084.50,12153.34,22329.10
1113.00,11016.98,20607.37
1143.00,9912.89,17914.17
1172.50,10775.36,19684.18
1202.50,10257.77,18919.02
1233.00,12825.10,23529.48
1262.00,14047.16,26375.26
1293.00,13476.56,24846.74
1324.00,14584.87,26509.87
1354.50,12430.86,23148.08
1384.50,6716.04,11253.55
1414.00,1641.51,2786.07
1444.00,616.74,814.42
1474.50,616.74,296.14
1504.50,616.74,296.14
1534.00,616.74,296.14
1562.50,93.07,296.14
1593.00,93.07,296.14
1623.50,93.07,296.14
1653.50,93.07,296.14
1684.00,93.07,296.14
1714.00,93.07,296.14
1743.50,93.07,296.14
