Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-2.02,-0.66
8.00,-1.57,-0.83
30.50,-2.18,-0.47
60.50,-2.51,-0.91
90.50,-2.40,-1.32
120.50,-2.19,-0.88
150.50,41.55,-32.12
180.50,83.84,-76.81
210.50,84.20,-83.68
240.50,84.20,-83.68
269.00,87.07,-82.76
299.00,87.99,-81.39
330.50,87.76,-83.12
360.50,86.70,-84.63
390.50,85.98,-85.42
420.50,87.98,-85.77
450.50,89.35,-85.28
480.00,88.63,-83.49
510.00,86.80,-83.56
540.00,86.68,-83.84
570.00,86.09,-83.97
600.50,86.45,-84.12
630.50,88.28,-84.29
660.50,88.42,-83.52
690.50,86.36,-85.21
720.50,88.64,-84.96
750.50,87.12,-83.76
780.50,89.19,-82.59
810.50,88.49,-84.15
840.50,88.26,-82.97
870.50,89.01,-81.72
900.50,87.12,-83.48
930.50,85.14,-85.08
960.50,85.64,-85.71
990.50,88.31,-84.67
1020.00,88.11,-84.36
1050.00,89.09,-84.40
1080.50,88.63,-83.89
1110.50,88.00,-83.89
1140.50,86.86,-83.21
1170.50,86.16,-83.90
1200.50,74.41,-76.51
1230.50,21.70,-26.12
1260.50,3.38,-6.63
1289.00,-38.45,33.50
1317.50,-63.95,61.32
1347.50,-70.12,70.85
1377.50,-72.93,78.25
1408.00,-73.50,80.04
1438.50,-73.20,80.46
1468.50,-71.77,80.30
1498.00,-71.67,80.22
1528.50,-72.60,80.06
1559.50,-72.57,79.77
1590.00,-73.64,79.90
1620.00,-73.06,79.51
1649.50,-73.28,79.83
1679.00,-71.75,80.39
1709.50,-71.70,80.70
1740.50,-73.21,80.60
1770.50,-72.57,80.67
1800.50,-72.89,80.60
1830.50,-73.69,80.92
1860.50,-72.51,80.19
1890.50,-71.80,80.18
1920.50,-73.10,80.22
1949.00,-94.68,96.39
1979.00,-120.75,127.32
2010.50,-122.35,130.84
2040.50,-121.18,130.74
2070.50,-125.17,132.05
2099.00,-129.51,137.06
2129.00,-129.75,138.14
