Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
0.0,0.0,0.0,0.0,3.6e-05,0.0,0.0,5.9e-05,0.0,0.000284,0.000178,0.0,0.0,4.9e-05,0.0,8.8e-05,0.0,9e-06,0.000264,5.1e-05,0.0
7.5,0.0,0.0,0.0,3.6e-05,0.0,0.0,8.2e-05,0.0,0.000284,0.000191,0.0,0.0,4.9e-05,0.0,5.8e-05,0.0,1.1e-05,0.00038,5e-05,0.0
29.5,0.0,0.0,0.0,4.3e-05,0.0,0.0,0.000108,0.0,0.000284,0.000164,0.0,0.0,4.9e-05,0.0,4.1e-05,0.0,1.1e-05,0.000466,5.5e-05,0.0
59.5,0.0,0.0,0.0,2.7e-05,0.0,0.0,0.000111,0.0,0.000284,0.000152,0.0,0.0,3.7e-05,0.0,3.5e-05,0.0,1.2e-05,0.000327,5.5e-05,0.0
90.0,0.0,0.0,0.0,3.3e-05,0.0,0.0,7.4e-05,0.0,0.000284,0.000165,0.0,0.0,0.000104,0.0,3.5e-05,0.0,1e-05,0.000568,6e-05,0.0
120.5,0.0,0.0,0.0,2.7e-05,0.0,0.0,8.2e-05,0.0,0.000284,0.000152,0.0,0.0,0.00041,1e-05,0.000111,0.0,1.1e-05,0.000689,5.5e-05,1.2e-05
150.5,0.0,0.0,0.0,2.7e-05,0.0,0.0,8.3e-05,0.0,0.000284,0.000154,0.0,0.0,0.000562,2.8e-05,0.000374,0.0,1.1e-05,0.000406,0.000421,2.4e-05
180.5,0.0,0.0,0.0,3.3e-05,0.0,0.0,9.1e-05,0.0,0.000284,0.00014,0.0,0.0,0.000597,2.8e-05,0.000431,0.0,2e-05,0.00045,0.000732,2.6e-05
210.5,0.0,0.0,0.0,3.6e-05,0.0,0.0,6.9e-05,0.0,0.000284,0.00013,0.0,8.9e-05,0.000615,2.9e-05,0.000436,0.0,3.6e-05,0.000277,0.000874,2.7e-05
240.5,0.0,0.0,0.0,2.9e-05,0.0,0.0,0.000117,0.0,0.000229,0.000144,0.0,0.000135,0.000636,2.7e-05,0.000406,0.0,3.6e-05,0.000222,0.00087,2.8e-05
270.5,0.0,0.0,0.0,2.5e-05,0.0,0.0,4.3e-05,0.0,0.000229,0.000145,0.0,0.000179,0.000639,3e-05,0.000383,0.0,4.2e-05,0.000189,0.000859,2.8e-05
299.5,0.0,0.0,0.0,3.1e-05,0.0,0.0,7.7e-05,0.0,0.000214,0.000152,0.0,0.000212,0.000714,3.3e-05,0.000323,0.0,4.2e-05,0.000396,0.000881,3.5e-05
328.5,0.0,3.5e-05,0.0,3.8e-05,1e-06,0.0,6.9e-05,0.0,0.000235,0.00013,0.0,0.000196,0.00073,3.1e-05,0.00034,0.0,4.2e-05,0.000203,0.000896,3.4e-05
358.5,0.0,3.5e-05,0.0,5e-05,0.0,0.0,6.9e-05,0.0,0.000235,0.00014,0.0,0.000237,0.00083,3.1e-05,0.000355,0.0,4.2e-05,0.000203,0.000887,3.1e-05
388.5,0.0,3.5e-05,0.0,5.1e-05,0.0,0.0,7.7e-05,0.0,0.000191,0.000121,0.0,0.000258,0.000842,3.7e-05,0.000394,0.0,4e-05,0.000203,0.000962,3.4e-05
419.0,0.0,3.5e-05,0.0,3.8e-05,0.0,0.0,8e-05,0.0,0.000191,0.000124,0.0,0.000284,0.000906,3.8e-05,0.000372,0.0,4.6e-05,0.000203,0.001016,3.5e-05
449.5,0.0,3.5e-05,0.0,2.7e-05,0.0,0.0,8.5e-05,0.0,0.000191,0.000113,0.0,0.000292,0.000905,3.8e-05,0.000385,0.0,4.6e-05,0.000203,0.000983,3.6e-05
479.5,0.0,2.1e-05,0.0,3.6e-05,0.0,1.4e-05,8.7e-05,0.0,0.000191,0.000119,0.0,0.000303,0.001001,3.8e-05,0.000427,0.0,4.6e-05,0.000203,0.001005,4e-05
509.5,0.0,4.9e-05,0.0,3.8e-05,0.0,1.4e-05,0.000113,0.0,0.000144,0.000132,0.0,0.000304,0.00108,3.6e-05,0.000483,0.0,4.6e-05,0.000203,0.00105,4.1e-05
539.5,0.0,4.9e-05,0.0,3.4e-05,0.0,1.4e-05,7.9e-05,0.0,0.000161,0.000107,0.0,0.000302,0.001112,3.9e-05,0.000529,0.0,4.8e-05,0.000203,0.001127,4.3e-05
570.0,0.0,4.9e-05,0.0,2.8e-05,0.0,1.4e-05,6.8e-05,0.0,0.00015,0.000125,0.0,0.000335,0.001161,3.5e-05,0.000556,0.0,4.8e-05,0.000203,0.001144,4e-05
