Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.00,37.03,33.57,138.78,0.20,0.30,109.38,2.96,274.97,62.47,4.96,0.30,45.30,1.16,0.30,0.30,2.91,0.30,0.30,12.72
2.50,0.00,48.17,30.67,145.19,0.26,0.30,136.37,2.96,274.97,72.68,4.96,0.30,42.95,1.16,0.30,0.30,2.96,0.30,0.30,12.06
20.00,0.00,60.73,24.72,159.10,0.44,0.30,118.99,2.96,274.97,34.00,4.96,0.30,38.76,1.16,0.30,0.30,3.42,0.30,0.30,11.60
50.50,0.00,33.96,55.24,167.54,0.51,0.30,105.79,2.96,274.97,59.94,4.96,0.30,38.30,1.16,0.30,0.30,2.96,0.30,0.30,11.20
80.00,0.00,66.29,24.35,158.39,0.19,0.30,109.38,3.02,274.97,59.16,5.86,0.30,42.11,1.16,0.30,0.30,2.56,0.30,0.30,15.47
109.50,0.00,42.84,45.27,171.13,0.47,0.30,115.97,2.96,274.97,56.36,5.86,0.30,165.96,1.16,0.30,0.30,2.56,0.30,0.30,13.82
138.50,0.00,47.56,36.68,141.54,0.70,0.30,114.75,2.96,238.96,71.11,4.64,0.30,81.79,1.16,0.30,0.30,2.56,0.30,0.30,9.87
168.00,0.00,54.29,44.05,138.99,0.36,0.30,361.59,2.96,377.30,312.50,4.64,0.30,508.74,1.16,317.57,0.30,2.56,0.30,0.30,12.02
198.50,0.00,31.84,48.98,162.00,0.40,15.56,653.94,2.96,516.06,488.29,4.64,0.30,1015.82,1.16,743.42,0.30,2.56,0.30,0.30,16.05
228.50,0.00,38.83,46.69,121.46,0.26,15.56,786.45,4.46,583.81,538.03,5.98,197.35,1311.86,1.16,1050.83,0.30,2.56,0.30,0.30,14.10
258.50,0.00,33.22,171.48,521.92,0.30,15.56,886.36,4.46,624.70,699.78,5.43,457.34,1899.26,1.16,1249.06,0.30,2.96,0.30,0.30,10.13
289.00,0.00,41.28,1130.59,817.05,0.29,15.56,1007.25,4.46,664.99,772.59,7.75,599.27,2048.07,1.16,1538.45,0.30,2.96,0.30,0.30,13.27
319.00,0.00,62.47,1346.98,818.06,0.04,15.56,1084.19,26.26,710.15,759.59,9.58,617.90,1831.66,1.16,1652.63,191.89,2.96,0.30,0.30,12.10
349.00,0.00,30.42,1061.11,592.88,1.30,15.56,918.24,90.59,650.95,779.13,42.38,644.97,1921.49,11.96,1534.24,134.07,2.96,0.30,1146.02,19.21
379.50,0.00,26.55,753.66,527.29,5.06,15.56,629.21,70.83,650.95,899.84,59.39,633.86,2017.21,56.38,1613.69,84.00,2.96,0.30,2402.46,75.72
409.50,0.00,62.41,740.28,524.82,1.93,15.56,521.83,51.82,710.76,906.69,57.02,587.78,2025.89,99.98,1783.91,170.90,2.99,0.30,2643.07,134.66
439.50,0.00,39.48,745.09,560.92,0.57,15.56,410.01,40.10,755.93,914.42,42.34,599.98,2020.95,99.67,1937.35,250.66,22.03,0.30,2315.63,161.78
469.50,0.00,29.25,778.74,595.48,0.65,15.56,406.54,27.41,755.93,892.45,33.96,630.35,1970.88,91.16,1965.58,232.61,76.33,0.30,2223.41,161.07
500.00,0.00,33.63,831.18,489.70,0.21,15.56,382.20,19.67,755.93,779.13,33.96,714.43,1956.24,82.01,2017.09,247.56,107.80,0.30,2344.09,152.26
530.50,0.00,45.11,780.65,423.56,1.11,15.56,358.16,20.30,755.93,799.76,21.55,661.06,1946.34,79.41,2038.83,222.27,94.42,0.30,2400.79,147.45
560.00,0.00,57.27,725.30,353.35,0.95,15.56,356.61,11.78,755.93,773.71,24.41,651.10,1959.56,79.41,2151.03,217.53,84.57,0.30,2379.21,145.23
589.50,0.00,37.64,695.37,395.11,0.34,15.56,319.47,13.79,782.18,834.46,23.50,641.79,1925.84,73.43,2216.30,226.20,81.08,0.30,2309.41,140.59
619.50,0.00,28.99,678.42,387.63,0.34,15.56,276.70,6.96,782.18,880.08,20.48,630.88,1916.39,72.25,2248.55,211.18,80.87,0.30,2298.49,152.71
649.50,0.00,37.23,665.06,386.97,0.10,15.56,262.62,6.08,782.18,845.90,20.51,604.56,1944.53,69.48,2301.73,248.20,72.21,0.30,2317.57,152.15
679.50,0.00,37.23,644.29,318.85,0.90,15.56,309.09,7.16,782.18,895.91,18.49,604.56,1969.33,76.30,2377.42,253.72,76.84,0.30,2265.20,157.05
709.50,0.00,37.23,592.51,272.38,8.87,15.56,279.79,3.02,805.98,971.85,23.50,604.56,2001.17,84.35,2458.36,303.39,75.20,0.30,2271.08,153.66
