Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
739.50,0.00,39.52,588.49,247.78,8.22,15.56,265.76,9.83,785.23,995.29,24.57,608.96,1934.23,94.91,2501.04,305.57,81.58,0.30,2294.45,136.82
769.50,0.00,38.91,345.02,160.26,4.17,15.56,228.97,9.83,761.22,754.30,17.79,657.40,1811.12,80.64,2436.64,331.99,93.00,0.30,2308.55,116.54
799.50,0.00,25.63,76.16,141.91,1.98,15.56,230.00,3.97,601.51,291.27,14.65,609.44,1724.33,60.00,2338.26,212.63,92.32,0.30,2335.83,103.58
829.50,0.00,25.63,44.96,88.01,0.24,417.56,247.92,3.38,439.76,189.82,14.71,652.58,1655.74,50.11,2264.70,200.69,74.28,0.30,2313.15,95.16
859.50,0.00,25.63,29.14,79.56,0.48,1251.50,201.06,2.99,380.56,174.16,14.71,619.33,1656.65,55.89,2254.55,140.79,60.61,0.30,2202.40,90.20
889.50,0.00,56.66,29.14,76.32,1.70,1672.41,157.64,3.05,380.56,151.67,4.88,551.46,1635.90,50.11,2201.27,122.89,55.97,0.30,2015.11,81.22
919.50,0.00,26.70,29.14,108.64,0.50,1779.10,166.32,3.05,314.64,84.13,4.88,506.90,1653.44,52.06,2181.51,103.46,55.48,0.30,2057.39,83.86
949.50,0.00,30.82,29.14,92.62,0.45,1909.16,174.58,2.96,314.64,102.03,4.88,517.40,1635.36,47.51,2187.93,154.80,46.94,0.30,1979.09,81.77
979.50,0.00,39.98,21.21,107.68,0.58,1959.45,167.64,2.96,273.14,100.16,4.41,478.83,1644.11,49.21,2177.36,150.56,52.76,0.30,1932.64,81.73
1009.50,0.00,25.63,30.21,117.76,0.57,1839.98,175.11,2.96,273.14,77.52,3.58,489.97,1632.87,47.06,2200.58,151.34,49.83,0.30,1954.11,81.73
1039.50,0.00,37.99,21.97,109.16,0.67,1430.58,153.44,2.96,273.14,85.62,2.62,513.96,1529.62,47.06,2206.10,153.84,50.29,0.30,1990.26,82.79
1068.50,0.00,28.38,28.53,120.83,0.44,1028.34,197.40,2.96,273.14,70.70,2.93,513.96,1504.42,40.34,2025.92,106.81,48.37,0.30,1983.37,80.93
1098.50,0.00,25.63,28.53,143.97,0.05,771.28,172.17,2.96,273.14,87.74,5.86,526.74,1425.29,42.95,1941.21,70.44,48.37,0.30,1941.58,78.82
1129.50,0.00,51.58,28.53,148.84,0.40,623.53,150.78,2.96,243.23,72.33,4.91,512.03,1448.39,38.27,1894.64,54.90,48.37,0.30,1857.28,75.64
1159.50,0.00,46.54,26.55,121.61,0.33,431.98,169.75,2.96,243.23,81.48,3.02,476.39,1531.62,41.26,1851.43,67.99,48.37,0.30,1762.62,75.14
1189.50,0.00,46.54,38.67,110.74,0.62,371.89,195.42,2.96,243.23,53.23,3.02,455.72,1574.04,49.50,1872.13,69.78,43.03,0.30,1743.50,81.83
1219.50,0.00,28.69,41.43,104.84,0.18,344.75,153.69,2.96,242.31,46.23,2.90,423.96,1632.41,48.71,1915.31,93.75,47.91,0.30,1734.03,81.08
1249.50,0.00,55.85,26.86,129.95,1.33,289.92,179.81,4.67,242.31,68.56,2.90,430.00,1651.79,48.71,1942.53,106.74,50.84,0.30,1807.28,81.65
1279.50,0.00,30.82,47.61,122.76,0.59,265.12,188.86,4.67,242.31,68.56,4.90,438.54,1607.11,50.50,1849.56,111.95,50.84,0.30,1920.61,81.91
1309.50,0.00,32.35,57.27,141.72,0.60,186.23,185.02,4.67,242.31,84.69,5.19,513.82,1642.45,50.50,1843.80,136.30,47.85,0.30,1937.39,83.07
1339.50,0.00,26.96,35.92,123.74,0.27,163.53,186.20,3.14,242.31,84.99,9.95,501.41,1663.42,52.09,1818.37,97.20,47.85,0.30,1922.89,85.88
1369.50,0.00,23.80,61.75,126.47,0.63,190.99,175.85,3.14,242.31,68.46,4.82,514.13,1671.30,47.18,1783.09,108.39,47.85,0.30,1966.07,82.67
1399.50,0.00,37.84,22.28,140.30,0.54,145.62,160.13,4.91,242.31,69.71,3.89,547.80,1714.20,51.09,1800.22,159.36,47.91,0.30,1951.91,83.14
1429.50,0.00,37.38,30.62,110.22,0.31,169.80,187.55,4.91,285.34,71.53,5.13,504.67,1668.80,48.13,1757.48,108.23,43.03,0.30,1995.86,82.83
1459.50,0.00,44.86,25.94,89.24,0.58,100.25,180.31,4.91,303.65,79.35,5.27,522.37,1654.61,44.80,1712.93,93.87,51.49,0.30,1993.74,81.13
1489.50,0.00,36.70,27.86,102.28,0.50,79.24,190.43,4.91,303.65,86.85,6.96,522.37,1651.15,42.30,1630.25,124.77,48.44,0.30,1977.75,76.60
1519.50,0.00,43.64,3.97,93.69,0.10,37.23,217.08,4.91,303.65,54.99,6.96,505.99,1782.56,46.18,1686.98,137.51,50.84,0.30,1963.31,84.60
1549.50,0.00,32.45,39.67,102.23,0.29,24.01,185.63,4.91,303.65,70.84,5.49,505.99,1796.07,45.53,1735.36,147.94,53.77,0.30,1986.47,89.23
1579.50,0.00,36.74,39.67,79.28,0.17,24.01,220.54,4.91,303.65,66.22,7.83,492.87,1814.18,47.25,1779.94,211.79,56.70,0.30,1822.49,94.69
1609.50,0.00,58.52,39.67,83.38,0.87,22.89,193.57,4.91,303.65,77.09,6.84,520.54,1882.18,47.18,1727.54,204.10,53.19,0.30,1898.78,103.36
1639.50,0.00,47.66,39.67,81.08,0.69,12.51,190.13,2.90,383.00,250.55,3.48,555.66,1870.04,48.16,1780.83,191.22,57.07,0.30,1974.52,104.20
1669.50,0.00,52.27,25.02,87.32,0.32,12.51,220.64,3.02,498.77,461.53,6.53,579.28,1904.83,47.82,1774.56,219.27,56.58,0.30,1974.65,108.61
1699.50,0.00,42.47,25.02,96.74,0.31,12.51,250.92,3.88,611.58,594.71,7.35,591.83,1955.29,42.97,1766.86,159.13,56.58,0.30,2060.63,114.86
1728.50,0.00,42.83,21.67,135.95,0.52,12.51,207.12,3.88,611.58,743.57,15.04,617.62,1920.50,55.93,1839.93,189.46,56.58,0.30,2110.66,119.72
1758.50,0.00,35.15,21.67,122.34,0.31,12.51,218.07,2.99,690.62,802.24,12.21,617.62,1946.19,62.75,1827.44,205.08,59.23,0.30,2170.90,131.33
1789.50,0.00,51.82,20.75,131.34,0.47,12.51,241.56,2.99,735.18,824.99,19.47,603.24,1958.52,71.47,1860.48,202.08,62.07,0.30,2225.23,132.93
1819.50,0.00,36.54,38.76,112.57,1.03,53.10,249.39,3.05,735.18,854.72,15.08,640.42,1960.91,73.37,1895.35,228.68,72.29,0.30,2193.89,133.90
1849.50,0.00,44.01,27.01,127.33,0.60,53.10,258.53,3.05,735.18,857.25,9.83,636.10,1947.41,71.53,1880.76,250.74,79.98,0.30,2241.16,119.91
1879.50,0.00,33.32,20.75,130.04,0.28,53.10,243.57,3.02,735.18,720.53,11.26,646.37,1812.22,61.71,1837.98,188.30,82.05,0.30,2311.74,105.25
1908.50,0.00,35.40,37.54,146.30,0.19,53.10,233.36,2.96,735.18,376.97,11.26,646.37,1744.28,54.02,1751.57,138.19,80.10,0.30,2304.87,89.03
1938.50,0.00,38.76,48.68,145.82,0.44,53.10,225.31,2.96,570.87,80.87,5.07,643.32,1682.05,53.33,1672.49,90.38,69.34,0.30,2276.23,87.16
1969.50,0.00,38.76,51.58,144.06,0.29,20.14,188.81,2.96,411.08,103.94,5.07,615.98,1655.36,44.22,1613.42,68.67,58.61,0.30,2202.49,73.91
1999.50,0.00,48.78,41.58,151.52,0.85,20.14,201.98,2.96,362.86,97.35,4.82,581.37,1435.34,33.29,1581.47,43.03,56.63,0.30,2047.20,62.93
2029.00,0.00,22.02,81.48,130.92,0.31,43.95,278.07,2.96,319.52,95.25,4.88,568.14,1181.63,18.88,1421.66,18.82,52.80,0.30,1962.99,45.23
2059.00,0.00,28.38,25.63,130.58,0.14,20.75,281.68,3.10,319.52,103.09,5.43,510.57,563.61,6.53,1243.25,18.82,38.39,0.30,1839.17,23.38
2089.50,0.00,34.48,46.84,152.23,0.40,20.75,228.43,2.96,319.52,108.95,7.46,516.36,170.51,5.49,1017.57,18.82,27.28,0.30,1719.28,16.05
2119.50,0.00,59.51,47.30,173.41,0.38,20.75,250.86,2.96,278.02,97.96,3.97,426.95,77.11,5.49,537.09,18.82,18.55,0.30,1367.61,15.76
2149.50,0.00,37.49,58.17,129.80,0.13,39.67,253.66,2.96,297.86,98.05,6.90,322.58,70.13,5.49,358.43,18.82,9.18,0.30,498.91,15.18
2179.50,0.00,30.06,49.82,173.21,1.34,14.95,262.76,2.96,297.86,95.02,6.90,121.16,39.53,5.49,89.30,18.82,4.88,0.30,226.97,14.89
