Time,South Central Fans,North Central Fans
s,C,C
0.00,14.11,14.40
3.00,14.11,14.40
20.50,14.11,14.40
50.50,14.11,14.40
80.50,14.11,14.40
110.50,14.11,14.40
140.50,14.10,14.40
169.00,15.90,14.40
199.00,25.00,14.53
230.50,46.61,14.59
260.50,66.04,14.65
290.50,75.04,14.70
319.00,80.59,14.70
349.00,82.99,14.81
380.50,86.85,15.05
410.50,90.74,15.42
440.50,92.21,15.42
470.50,94.22,15.42
499.50,94.47,15.42
529.00,93.81,15.42
560.00,93.34,15.54
590.50,94.54,15.54
620.50,95.34,15.54
650.50,94.10,15.54
680.50,94.96,15.65
710.50,96.37,15.65
740.50,98.61,15.65
769.50,100.55,15.76
799.50,103.18,15.87
830.50,105.30,15.98
859.50,103.74,16.09
889.50,101.98,16.09
920.50,101.30,16.21
949.50,101.89,16.21
979.50,102.12,16.33
1010.50,101.33,16.33
1040.50,102.98,16.44
1070.50,104.61,16.44
1100.50,104.61,16.43
1130.50,106.70,16.43
1160.50,111.25,16.55
1189.50,112.81,17.12
1219.50,98.98,17.60
1250.50,79.95,17.93
1280.50,67.94,18.29
1309.50,63.86,18.41
1338.50,60.20,18.41
1368.50,56.20,18.29
1397.50,53.46,18.29
1428.50,48.85,18.06
1460.50,45.62,17.82
1490.50,47.23,17.71
1520.50,42.00,17.71
1549.00,41.65,17.14
1579.00,39.67,17.14
1610.00,36.91,17.14
1640.00,36.45,17.03
1670.50,35.28,16.92
1700.00,34.03,16.81
1730.00,33.90,16.70
1760.50,33.07,16.23
1790.50,32.67,16.12
1820.50,31.76,16.12
1850.50,31.26,16.12
1880.50,30.81,16.12
1910.50,30.23,16.12
1940.50,29.89,15.90
1970.50,29.78,15.79
2000.50,29.33,15.70
2030.50,29.22,15.58
2060.50,28.54,15.58
2090.50,28.43,15.47
2120.50,28.09,15.36
2150.50,27.97,15.13
2180.50,27.86,15.13
2210.50,27.38,15.13
2240.50,26.95,15.13
2270.50,26.83,15.13
2300.50,26.71,15.13
2330.50,26.71,15.13
2360.50,26.82,15.13
