Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.35,-0.36
14.00,-1.27,0.02
42.50,-0.87,-0.11
72.50,-1.10,0.51
102.50,-1.00,-0.37
132.50,-5.56,9.23
162.50,-53.57,47.61
192.50,-82.96,80.89
222.50,-85.58,87.22
252.50,-85.59,88.01
282.50,-85.92,87.41
312.50,-86.18,86.86
342.50,-85.56,86.83
372.50,-84.73,87.83
402.50,-86.08,87.80
432.50,-86.12,87.88
461.50,-86.12,88.02
491.50,-86.06,88.03
522.50,-86.23,88.43
552.50,-86.42,87.86
582.50,-86.30,87.54
612.50,-85.88,87.73
641.50,-86.06,87.40
671.50,-86.32,87.53
702.50,-85.93,87.43
732.50,-86.14,86.92
762.50,-86.14,87.47
792.50,-85.90,87.96
822.50,-85.60,87.59
852.50,-85.78,87.89
879.50,-85.12,87.42
908.00,-82.83,85.58
939.50,-108.49,96.31
970.00,-118.28,111.46
999.50,-114.50,113.51
1029.50,-114.77,113.51
1060.50,-114.77,113.01
1091.00,-114.45,112.99
1120.00,-114.45,112.99
1149.50,-110.83,113.57
1181.50,-113.53,113.34
1212.50,-114.19,112.49
1242.50,-114.29,113.00
1272.00,-114.21,112.81
1301.50,-113.28,112.81
1331.50,-113.77,113.48
1362.00,-113.86,112.92
1392.50,-113.49,113.67
1422.50,-113.68,113.89
1452.50,-114.03,113.87
1482.50,-114.19,113.54
1511.00,-114.18,112.73
1541.00,-114.64,112.73
1572.50,-114.58,112.53
1602.50,-114.42,113.59
1632.50,-113.78,113.84
1662.50,-113.87,113.37
1692.00,-113.40,113.35
1722.00,-114.29,112.67
1752.50,-114.58,113.72
1782.50,-114.41,113.28
