Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-190.29,-196.23
13.50,11094.49,11441.47
41.50,27384.83,28240.57
71.50,45733.65,47161.68
101.50,29856.34,31408.31
131.50,17521.20,20445.88
161.50,14568.30,16337.27
191.50,25394.55,28761.47
220.50,33734.52,37603.70
250.50,24946.46,28057.53
281.50,19576.32,22301.60
310.50,20116.21,23243.49
339.50,23417.55,28087.42
370.50,27260.64,33706.27
401.50,31494.16,38508.93
431.50,47570.50,58136.13
461.50,35703.56,43296.72
490.00,30407.75,36064.27
519.50,58252.35,68381.16
550.00,53271.62,62747.64
580.00,68790.34,80503.65
610.00,57029.79,67066.98
640.50,29435.93,34668.27
671.00,26882.62,32050.29
701.00,40438.30,48424.75
731.50,40569.34,48070.26
761.50,49686.47,58286.67
791.50,53702.88,63358.56
821.00,64931.88,75702.78
850.50,64528.45,75008.31
880.50,61844.73,71689.22
910.50,43185.71,50580.44
941.00,-52676.51,-59600.12
971.50,-147306.93,-169540.15
1001.50,-138949.45,-160676.18
1031.50,-45408.82,-52306.42
1061.00,-21373.60,-25351.63
1090.50,2972.48,3812.94
1120.50,2619.98,3083.27
1151.00,1469.12,1676.42
