Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,0.62,0.33
12.00,0.14,-0.26
38.50,0.14,-0.26
68.00,-0.01,-0.26
96.50,-1.17,-0.12
127.00,-6.53,4.69
158.50,-80.81,64.47
187.00,-132.13,124.16
217.00,-137.06,132.80
248.00,-137.57,134.12
277.50,-137.22,133.90
308.00,-136.89,133.96
338.50,-138.02,134.37
368.50,-137.41,134.58
398.50,-137.00,134.17
428.50,-137.12,134.18
458.00,-136.61,134.46
488.00,-135.75,134.60
518.50,-136.38,134.34
548.00,-136.33,134.43
578.00,-136.29,135.15
608.50,-135.95,134.54
638.00,-149.24,133.91
667.50,-166.44,133.65
696.50,-169.49,133.93
726.50,-169.70,134.99
758.00,-169.94,150.12
788.50,-169.71,162.44
818.50,-170.80,163.46
848.00,-170.27,162.84
878.00,-170.41,163.08
908.00,-170.41,162.79
937.50,-169.40,162.82
967.50,-170.40,163.23
997.50,-170.47,163.76
1027.50,-170.13,163.63
1057.50,-169.97,163.04
1087.50,-170.84,162.52
1117.50,-170.38,162.33
1147.50,-171.08,163.30
1177.50,-171.72,163.43
1207.50,-170.01,162.32
1237.50,-169.68,162.09
1267.50,-170.68,162.50
1297.50,-170.99,162.32
1327.50,-170.07,162.09
1357.50,-171.19,162.17
1387.50,-170.55,162.62
1417.50,-170.27,161.91
1447.50,-171.23,161.90
1477.50,-171.33,161.46
1507.00,-170.79,161.95
1537.00,-170.18,161.64
1567.50,-169.67,162.15
1597.50,-170.02,162.25
1627.00,-170.38,161.84
