Time,South Central Fans,North Central Fans
s,C,C
0.00,13.17,12.24
12.50,13.17,12.24
40.50,13.17,12.24
70.50,13.17,12.24
99.50,13.17,12.24
130.50,13.17,12.24
161.50,16.83,12.24
191.50,30.48,12.24
221.50,38.04,12.24
251.50,42.46,12.24
280.00,45.19,12.64
310.00,48.10,13.99
341.50,50.16,14.18
371.50,51.88,14.18
401.50,53.38,14.18
429.50,53.87,14.18
458.00,49.64,14.18
490.00,45.16,14.18
521.50,41.28,14.18
551.50,38.18,14.18
581.50,36.12,14.18
610.50,34.02,14.18
639.50,32.09,14.18
669.00,30.46,14.18
700.00,29.12,14.18
731.00,27.81,14.18
761.00,26.59,14.18
790.50,25.69,14.07
820.50,25.13,14.07
851.50,24.54,14.07
881.50,24.32,14.07
911.50,24.21,14.07
941.50,23.99,14.07
971.50,23.19,14.07
1001.50,23.19,14.07
