Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,25.02,0.00,590.40,377.74,0.00,138.25,108.22,9.83,49.74,27.31,1.97,78.57,286.77,0.00,30.52,59.65,0.00,748.38,27.28,0.00
2.50,25.02,0.00,599.27,395.99,0.00,158.02,87.53,9.83,49.74,27.31,4.60,78.57,284.58,0.00,30.52,73.19,0.00,826.05,40.89,0.00
20.00,25.02,0.00,615.14,379.91,0.00,182.45,109.30,8.91,57.07,27.31,2.99,64.09,275.13,0.00,30.52,80.73,0.00,806.49,45.84,0.00
50.50,25.02,0.00,622.83,371.40,0.00,160.04,109.86,8.67,57.07,27.31,3.88,58.90,284.30,0.00,30.52,67.75,0.00,806.49,30.89,0.00
80.50,25.02,0.00,633.60,367.09,0.00,137.23,119.89,11.78,57.07,27.31,4.69,62.15,247.74,0.00,30.52,82.30,0.00,874.34,36.93,0.00
110.50,25.02,0.00,622.26,370.54,0.00,165.47,84.49,5.92,71.11,27.31,6.21,86.82,272.53,0.00,30.52,84.59,0.00,831.99,45.57,0.00
140.00,25.02,0.00,626.59,373.94,0.00,135.65,105.01,3.11,71.11,491.49,4.50,21.06,283.23,0.00,30.52,70.88,0.00,907.84,27.08,0.00
170.00,25.02,0.00,642.65,361.51,0.00,164.80,95.52,9.06,103.46,1118.32,5.06,77.21,467.23,0.00,30.52,101.41,0.00,909.66,24.11,0.00
200.50,25.02,0.00,591.74,381.34,0.00,193.40,1568.73,9.06,183.11,1197.15,3.69,54.32,462.30,0.00,30.52,70.39,0.00,928.59,31.80,0.00
230.50,25.02,0.00,621.30,335.17,0.00,176.87,2227.79,4.39,291.45,1342.98,3.69,232.61,448.14,0.00,30.52,50.89,0.00,950.46,27.77,0.00
260.50,25.02,0.00,631.51,385.50,0.00,363.47,2213.22,12.70,335.27,1121.64,4.66,362.51,469.00,0.00,30.52,79.83,0.00,912.55,47.67,0.00
290.50,25.02,0.00,638.52,370.69,0.00,523.17,2234.61,13.43,269.47,983.20,6.96,874.95,433.31,0.00,1439.82,70.50,0.00,953.63,46.69,0.00
