Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-769.71,-827.27
9.50,1208.71,1358.47
33.00,7103.83,7327.81
63.00,10698.75,11033.89
93.50,13223.72,13642.24
123.50,7631.91,7507.80
153.50,18907.72,21058.67
183.50,16514.13,19206.04
213.50,13730.18,15984.51
243.50,11602.71,13851.77
273.50,13426.55,16174.40
303.50,17104.91,21247.94
333.50,18082.07,23443.06
363.50,15350.72,20306.86
393.50,11882.42,16672.57
423.50,10197.09,14472.11
452.50,11564.34,15972.38
482.50,15678.62,20833.35
513.50,18802.02,24548.36
543.50,19457.33,25328.77
573.50,17153.82,22528.43
603.50,14060.44,19527.85
633.50,11511.73,16036.38
663.50,11511.73,14490.79
693.50,12413.98,17165.06
723.50,13292.52,17685.98
753.50,10865.21,13960.56
783.50,12827.23,16419.67
812.50,12269.90,15719.23
842.50,11365.56,14694.73
873.50,13815.91,17520.75
903.50,21133.58,26695.26
933.50,19219.23,24798.08
963.50,21806.45,27220.87
993.50,19049.04,24236.00
1023.50,17714.80,22770.90
1053.50,19896.14,24796.66
1083.50,20364.28,25824.64
1112.50,22184.14,28789.07
1142.50,24214.98,31013.70
1173.00,23727.92,30420.86
1203.00,24446.60,31384.57
1233.50,22454.10,28752.60
1263.50,17194.11,20362.47
1293.00,7031.61,8111.17
1323.00,1890.31,2257.56
1353.50,1890.31,876.43
1383.50,539.04,876.43
1413.50,539.04,876.43
1443.50,539.04,876.43
1473.50,539.04,876.43
1503.50,539.04,876.43
1533.50,539.04,876.43
1563.50,539.04,876.43
1593.50,539.04,876.43
1623.50,539.04,876.43
1653.50,539.04,876.43
1683.50,539.04,876.43
1712.50,539.04,876.43
