Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-759.67,-1529.04
8.00,384.15,1168.26
30.50,3758.67,8630.15
60.50,4817.76,11434.02
90.50,9372.06,21427.65
120.50,12741.15,26974.75
150.50,17394.88,24301.08
180.50,19911.12,24504.57
210.50,21703.39,25293.19
240.50,16853.18,19363.73
269.00,10565.45,12282.10
299.00,4541.03,5275.75
330.50,2816.06,3270.58
360.50,4490.33,4965.26
390.50,8208.47,9971.64
420.50,12989.25,14619.39
450.50,13807.40,16163.17
480.00,11145.43,13241.44
510.00,7846.00,9381.80
540.00,5910.58,7350.60
570.00,7987.77,9767.38
600.50,11375.72,13849.87
630.50,11320.37,13467.16
660.50,8775.83,10832.52
690.50,6804.73,8079.16
720.50,6392.01,7517.79
750.50,7779.81,9130.86
780.50,5805.08,6657.19
810.50,6409.94,7394.42
840.50,7582.25,8983.20
870.50,8718.63,10191.65
900.50,8215.81,9552.38
930.50,9748.07,11292.49
960.50,9942.48,11421.75
990.50,7174.26,8001.24
1020.00,10726.35,12244.09
1050.00,14805.17,16829.62
1080.50,13124.24,15142.40
1110.50,13065.23,15149.24
1140.50,13904.45,16298.51
1170.50,18150.49,21456.07
1200.50,11718.25,13543.78
1230.50,10323.04,12400.23
1260.50,14162.49,16997.77
1289.00,16357.98,19552.63
1317.50,16695.32,20044.08
1347.50,22353.90,27217.27
1377.50,22701.87,28858.42
1408.00,16249.02,22780.72
1438.50,16025.87,24721.75
1468.50,16156.12,26839.78
1498.00,16714.50,29977.87
1528.50,5605.61,9478.74
1559.50,1086.16,2165.30
1590.00,1086.16,658.38
1620.00,1086.16,155.52
1649.50,17.16,155.52
1679.00,17.16,155.52
1709.50,17.16,155.52
1740.50,17.16,155.52
1770.50,17.16,155.52
1800.50,17.16,155.52
1830.50,17.16,155.52
1860.50,17.16,155.52
1890.50,17.16,155.52
1920.50,17.16,155.52
1949.00,17.16,155.52
1979.00,17.16,155.52
2010.50,17.16,155.52
2040.50,17.16,155.52
2070.50,17.16,155.52
2099.00,17.16,155.52
2129.00,17.16,155.52
