Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
392.50,0.00,254.74,384.83,69.89,260.56,57.14,211.54,0.00,0.30,117.70,17.56,0.30,0.30,6.99,2012.43,51.78,41.04,94.61,1799.40,68.71
421.50,0.00,305.35,407.29,92.16,261.50,71.35,231.43,0.00,0.30,113.17,15.66,0.30,0.30,10.59,2048.92,64.51,42.95,94.61,1745.87,68.69
450.50,0.00,270.16,380.66,104.07,259.04,106.46,232.45,0.00,0.30,123.83,16.60,0.30,0.30,10.96,2022.43,68.12,43.24,94.61,1863.19,68.69
481.00,0.00,292.71,375.03,112.15,258.93,71.92,261.30,0.00,0.30,112.41,17.18,0.30,0.30,11.90,1993.23,49.44,44.86,203.55,1830.33,67.02
512.00,0.00,281.90,356.51,88.98,259.56,68.67,220.51,0.00,0.30,114.59,16.66,0.30,0.30,11.90,1938.51,44.93,44.86,203.55,1904.17,67.98
542.50,0.00,282.47,352.59,115.14,259.03,85.27,185.71,0.00,0.30,117.36,16.62,0.30,0.30,12.24,1929.98,26.55,41.02,203.55,1861.24,67.08
572.50,0.00,297.04,347.54,99.94,258.37,50.88,218.90,0.00,0.30,109.33,16.60,0.30,0.30,16.66,1920.59,40.59,41.65,87.89,1811.61,63.90
602.50,0.00,294.21,358.40,120.81,258.04,67.38,181.74,0.00,0.30,117.25,15.56,0.30,0.30,6.04,1873.38,40.66,44.94,87.89,1703.34,67.69
632.50,0.00,315.10,381.67,154.69,257.45,41.35,210.40,0.00,0.30,156.92,16.60,0.30,0.30,6.04,1834.61,35.71,43.95,104.98,1692.51,72.14
662.50,0.00,313.18,364.34,153.47,256.47,31.71,227.27,0.00,0.30,386.26,16.66,0.30,0.30,6.04,1822.54,49.74,42.99,104.98,1708.13,77.64
692.50,0.00,280.07,374.15,150.30,257.13,48.28,242.19,0.00,69.28,633.07,17.56,0.30,0.30,10.93,1830.11,33.96,42.57,157.93,1762.85,91.35
722.50,0.00,279.72,359.20,181.30,255.94,93.03,677.37,0.00,121.77,630.72,16.17,0.30,0.30,16.91,1766.14,47.55,39.37,92.47,1926.55,86.78
751.50,0.00,263.65,380.76,198.17,256.18,111.02,1220.19,0.00,162.05,478.13,18.35,0.30,0.30,22.64,1772.18,43.58,43.95,35.10,2002.90,88.61
780.50,0.00,286.93,383.41,166.59,257.31,43.45,627.56,0.00,162.05,357.59,22.20,0.30,0.30,24.54,1757.43,51.86,49.87,312.50,1982.15,83.97
811.00,0.00,282.90,384.56,158.96,256.18,89.31,281.73,0.00,115.66,285.78,22.20,0.30,0.30,23.62,1667.42,41.81,57.80,312.50,2045.34,81.24
842.00,0.00,270.59,376.74,195.24,256.68,60.62,237.36,0.00,45.17,167.75,15.95,0.30,0.30,14.83,1631.02,32.04,61.83,208.59,2119.82,74.56
872.50,0.00,300.60,391.29,188.42,256.22,418.04,233.63,0.00,45.17,171.00,15.95,0.30,0.30,11.90,1554.15,20.45,52.80,208.59,2075.82,77.97
902.50,0.00,237.68,394.54,173.08,256.12,1703.57,176.35,0.00,45.17,164.70,14.71,0.30,0.30,11.90,1425.64,31.13,52.80,208.59,2031.07,77.97
932.50,0.00,253.04,370.51,194.20,254.03,1740.60,246.34,0.00,45.17,191.96,16.62,0.30,0.30,11.96,1445.28,21.51,49.42,70.29,1984.26,70.01
962.50,0.00,281.72,371.88,192.36,254.74,772.50,195.99,0.00,45.17,191.96,16.66,0.30,0.30,12.13,1457.13,24.41,49.42,43.64,1985.20,71.29
992.50,0.00,282.80,364.59,193.45,254.50,295.30,237.12,0.00,45.17,230.56,13.77,0.30,0.30,12.13,1428.50,24.41,49.87,173.95,2011.30,69.70
1022.50,0.00,271.39,341.19,207.26,255.33,209.14,214.34,0.00,45.17,232.65,16.54,0.30,0.30,10.93,1392.73,24.41,49.87,214.54,1986.01,69.94
1052.50,0.00,239.87,332.52,163.65,254.35,109.50,203.66,0.00,45.17,240.26,16.54,0.30,0.30,10.93,1432.99,24.41,49.87,227.05,1877.50,69.64
1082.50,0.00,256.88,372.35,186.03,254.87,109.50,241.21,0.00,62.56,261.36,16.54,0.30,0.30,16.91,1504.81,21.67,44.25,64.70,1871.06,71.01
1112.50,0.00,284.63,353.70,188.53,254.65,122.89,214.31,0.00,103.46,256.81,16.54,0.30,0.30,12.41,1582.77,42.04,43.92,69.58,1926.89,69.64
1142.00,0.00,286.38,337.35,176.31,251.12,80.17,213.27,0.00,144.35,295.82,15.69,0.30,0.30,12.92,1624.11,24.11,43.99,270.27,1950.41,78.43
1172.00,0.00,261.54,313.22,150.92,252.03,83.86,216.51,0.00,144.35,305.49,16.60,0.30,0.30,8.97,1655.97,31.43,42.24,0.30,1959.60,70.72
1202.00,0.00,256.37,323.80,167.03,253.92,91.86,172.50,0.00,202.94,347.80,16.60,0.30,0.30,13.79,1680.98,44.40,43.95,0.30,1939.22,72.53
1232.00,0.00,258.95,321.05,175.26,251.51,64.31,207.96,0.00,202.94,325.50,16.60,0.30,0.30,8.00,1742.21,42.22,43.95,224.31,1946.14,71.41
1262.50,0.00,252.82,309.76,165.38,252.07,80.24,249.33,0.00,245.67,351.19,15.87,0.30,0.30,8.00,1799.69,37.54,45.92,0.30,1916.43,69.70
1292.50,0.00,253.15,301.44,157.98,250.41,63.73,242.71,0.00,245.67,367.95,15.44,0.30,0.30,13.61,1862.77,33.47,44.05,0.30,1975.05,70.13
1322.00,0.00,254.78,305.35,184.80,249.92,66.33,255.38,0.00,289.01,366.43,16.97,0.30,0.30,8.91,1956.10,50.78,44.92,124.21,1976.04,70.56
1352.00,0.00,238.58,302.08,187.48,250.77,72.48,227.41,0.00,289.01,379.75,16.42,0.30,0.30,8.93,1932.15,49.22,44.90,124.21,1914.46,70.06
1382.50,0.00,267.10,312.33,202.27,249.02,80.24,222.75,0.00,289.01,365.30,14.65,0.30,0.30,12.25,2073.70,66.41,48.61,124.21,1871.52,72.55
1412.00,0.00,231.17,318.78,219.23,248.54,91.18,227.93,0.00,334.78,385.81,15.71,0.30,0.30,13.43,2117.04,82.14,46.25,119.02,1926.93,70.62
1441.68,0.00,263.54,290.38,194.55,248.62,88.76,233.26,0.00,317.69,364.81,16.00,0.30,0.00,14.26,2140.47,95.77,44.86,280.16,1916.13,73.35
1471.50,0.00,267.47,298.04,207.47,248.42,102.89,241.44,0.00,317.69,370.39,15.63,0.30,0.00,11.21,2138.29,95.31,49.81,123.42,1898.40,77.03
1502.00,0.00,243.31,289.89,211.01,248.04,88.81,247.60,0.00,317.69,370.39,17.64,0.30,0.00,9.70,2179.29,76.17,49.81,36.32,1881.74,72.61
1532.00,0.00,244.95,283.92,202.71,247.43,125.08,256.15,0.00,317.69,356.30,17.64,0.30,0.00,10.71,2182.80,87.43,49.81,36.32,1883.62,70.54
1561.50,0.00,256.62,292.97,175.48,246.47,65.61,240.90,0.00,317.69,371.23,15.90,0.30,0.00,13.86,2211.69,77.21,49.81,61.34,1959.16,72.54
1591.50,0.00,252.52,277.53,213.87,247.13,97.44,285.34,0.00,317.69,371.53,16.58,0.30,0.00,6.04,2181.12,71.96,49.81,167.88,1899.53,72.01
1621.50,0.00,250.03,312.25,234.43,247.75,80.26,244.65,0.00,301.82,362.93,16.45,0.30,0.00,2.99,2198.32,209.82,43.88,155.23,1850.81,73.43
1650.50,0.00,251.71,296.09,257.59,246.42,95.47,271.30,0.00,301.82,341.01,16.88,0.30,0.00,10.93,2183.84,95.61,43.88,181.99,1866.41,71.08
1680.50,0.00,247.27,308.27,273.67,245.19,102.89,264.20,0.00,301.82,334.78,16.42,0.30,0.00,6.29,2258.57,79.56,49.32,57.07,1816.79,68.67
1711.50,0.00,261.09,295.48,254.83,246.33,126.91,264.59,0.00,301.82,353.09,15.69,0.30,0.00,9.01,2271.35,113.36,43.88,57.07,1840.79,73.33
1742.00,0.00,250.83,322.17,289.67,247.01,106.02,261.96,0.00,269.47,337.49,17.76,0.30,0.00,16.78,2228.33,122.68,43.88,264.74,1866.94,70.56
1772.00,0.00,254.50,313.15,281.56,245.25,110.05,252.28,0.00,245.67,338.14,16.62,0.30,0.00,12.88,2195.28,84.31,43.88,264.74,1903.41,77.45
1801.50,0.00,245.14,308.94,297.86,244.85,105.00,253.88,0.00,245.67,327.93,15.48,0.30,0.00,13.73,2171.24,99.79,47.85,447.70,1939.05,72.57
1831.50,0.00,238.88,329.39,279.38,243.11,98.08,293.94,0.00,203.55,313.57,19.59,0.30,0.00,13.79,2128.63,87.89,47.85,0.30,1951.49,72.55
1862.00,0.00,256.61,324.67,271.44,243.17,129.90,270.42,0.00,203.55,311.79,16.60,0.30,0.00,7.63,2065.33,61.90,45.96,74.01,1922.01,74.83
1892.00,0.00,255.71,319.80,310.16,243.73,93.50,294.05,0.00,203.55,301.04,15.85,0.30,0.00,13.92,2051.52,57.51,51.70,61.04,1885.96,69.46
1921.50,0.00,251.44,326.66,281.82,243.70,100.80,281.73,0.00,161.44,340.89,17.23,0.30,0.00,4.94,1985.27,82.58,51.70,61.04,1886.14,54.26
1951.50,0.00,289.44,332.15,290.47,243.43,104.07,296.85,0.00,161.44,307.49,16.33,0.30,0.00,4.94,1944.96,42.16,46.48,58.19,1854.38,43.40
1981.50,0.00,300.51,331.26,292.43,242.80,75.07,248.03,0.00,117.49,309.66,20.26,0.30,0.00,4.94,1780.65,31.59,44.86,58.19,1740.48,30.15
2011.50,0.00,270.13,325.50,288.72,243.62,85.98,311.73,0.00,117.49,286.73,18.66,0.30,0.00,4.94,1250.57,31.59,32.00,58.19,1495.51,24.37
2041.50,0.00,298.86,332.95,283.11,241.80,119.33,277.53,0.00,117.49,283.89,18.66,0.30,0.00,4.94,1032.18,31.59,22.52,80.87,918.90,22.68
2071.50,0.00,293.40,303.86,265.58,242.52,84.21,296.16,0.00,71.72,306.10,18.66,0.30,0.00,4.94,741.84,31.59,12.63,80.87,744.19,21.81
2102.00,0.00,302.25,306.62,273.50,241.54,92.82,293.15,0.00,71.72,256.35,15.65,0.30,0.00,4.94,533.27,31.59,12.63,24.41,601.82,21.75
2132.50,0.00,288.25,297.61,258.38,240.78,106.12,249.52,0.00,29.60,257.02,20.51,0.30,0.00,4.94,174.33,31.59,12.63,24.41,355.73,20.25
2162.00,0.00,297.55,318.55,271.72,241.30,99.61,280.18,0.00,29.60,240.18,20.51,0.30,0.00,4.94,174.33,31.59,5.80,172.22,100.32,22.71
2192.00,0.00,315.96,303.20,295.82,240.26,92.70,304.78,0.00,29.60,228.73,20.51,0.30,0.00,4.94,174.33,45.47,3.85,221.26,50.96,19.84
2222.50,0.00,316.62,319.24,278.90,240.54,118.62,302.77,0.00,29.60,248.11,20.51,0.30,0.00,4.94,174.33,45.47,9.83,109.86,26.25,22.80
2252.00,0.00,287.66,308.54,290.04,239.79,90.74,305.00,0.00,29.60,251.77,20.51,0.30,0.00,4.94,174.33,45.47,9.83,112.31,21.06,20.28
2282.00,0.00,313.17,299.64,262.72,239.28,137.53,304.31,0.00,29.60,219.97,19.53,0.30,0.00,4.94,174.33,226.44,3.97,112.31,39.98,21.81
2312.50,0.00,316.75,301.46,274.03,238.81,106.55,307.84,0.00,274.97,209.89,17.24,0.30,425.12,4.94,54.44,287.34,6.84,143.74,39.98,19.84
2342.00,0.00,284.80,302.56,265.77,238.13,130.92,287.48,0.00,274.97,200.68,17.24,87.43,329.29,4.94,40.81,264.65,9.70,0.30,39.98,19.90
