Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-2360.67,-2434.47
9.00,-2300.85,-2372.72
32.50,4415.89,4553.93
62.50,11247.49,11598.80
92.50,15149.92,15623.23
122.50,22489.08,27052.58
152.50,14663.79,18771.58
181.00,12692.53,14734.26
210.00,12302.90,14670.91
240.50,16807.43,20303.80
270.50,20183.82,21845.55
301.00,19033.68,19121.63
331.50,15411.07,15891.90
361.50,14682.71,15138.21
391.50,17999.41,18558.14
421.50,22987.81,23701.23
452.00,27075.11,27915.37
481.50,27923.37,28790.01
511.50,25274.72,26058.91
542.50,1267366.33,1306696.17
571.50,192854.14,198836.90
600.50,113832.41,117363.72
631.50,87993.29,90724.20
662.50,46833.37,48285.41
692.50,6541.54,6562.77
722.50,-870225.16,-861143.13
752.50,-188656.01,-194509.86
782.50,2075.04,5424.47
811.50,22260.38,22683.21
841.50,28966.74,29853.71
872.50,18644.12,19222.01
902.50,14226.66,14672.40
932.50,12679.68,13073.06
962.50,12408.43,12793.46
992.50,13275.28,13686.89
1022.50,14069.46,14505.98
1052.50,16972.57,17499.29
1082.50,16537.68,17050.38
1112.50,18257.92,18824.07
1142.50,13142.21,13549.55
1172.50,11392.70,11746.14
1202.50,11357.62,11710.03
1231.50,14028.84,14464.05
1260.00,14094.93,14532.08
1291.00,19521.11,20126.49
1320.50,19381.76,19983.09
1349.00,19516.32,20121.50
1379.50,19220.00,19815.73
1411.00,18251.59,18817.26
1441.00,18739.14,19320.19
1469.50,21629.48,22348.71
1500.00,21788.20,22463.75
1531.00,18654.54,19233.20
1561.50,17269.11,17838.77
1592.00,17177.18,17710.13
1622.50,17673.60,18221.85
1652.50,17865.23,18419.28
1682.50,17476.72,18018.89
1712.50,17275.04,17810.95
1742.50,18153.18,18716.20
1772.50,19780.56,20393.46
1802.50,20925.60,21574.15
1832.50,14592.51,15045.03
1862.50,2115.77,2181.39
1892.50,2115.77,2181.39
1922.50,2115.77,2181.39
1952.50,2115.77,2181.39
1982.50,2115.77,2181.39
2012.50,2115.77,2181.39
2042.50,2115.77,2181.39
2072.50,2115.77,2181.39
2102.50,2115.77,2181.39
2131.50,2115.77,2181.39
2161.50,2115.77,2181.39
