Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,30.98,20.45,57.84,15.57,56.82,87.61,12.76,166.32,139.47,4.88,48.68,232.97,0.00,23.80,129.84,32.29,0.30,0.30,24.27
2.00,0.30,26.55,20.45,36.65,16.55,17.16,60.82,12.76,166.32,140.51,3.98,28.99,196.88,0.00,23.80,125.18,30.40,0.30,0.30,26.63
18.50,0.30,26.55,20.45,45.97,15.80,38.50,118.19,8.77,166.32,149.93,3.19,47.76,190.31,0.00,23.80,157.66,27.47,0.30,0.30,26.31
48.50,0.30,26.55,20.45,49.66,15.36,56.09,79.52,8.79,166.32,149.97,2.94,51.27,219.99,0.00,23.80,89.01,32.61,0.30,0.30,26.46
78.50,0.30,26.55,30.52,57.98,16.58,32.79,76.12,12.17,166.32,125.71,8.85,46.90,227.59,0.00,23.80,125.04,29.48,0.30,0.30,23.34
108.50,0.30,26.55,30.52,54.77,15.82,61.78,76.65,13.73,166.32,130.20,3.97,46.90,213.75,0.00,23.80,114.44,33.39,0.30,0.30,24.98
138.50,0.30,26.55,27.85,50.43,14.35,37.54,106.18,13.24,166.32,804.46,5.23,46.90,179.04,0.00,23.80,110.27,33.39,0.30,0.30,23.01
168.50,0.30,26.55,28.38,56.59,16.01,45.27,862.62,13.73,224.92,1570.93,6.82,34.99,476.72,0.00,23.80,122.07,32.51,0.30,0.30,23.32
198.50,0.30,26.55,29.09,46.63,15.34,74.77,2137.53,28.14,307.32,1534.75,5.68,90.49,307.60,0.00,23.80,128.86,34.05,0.30,0.30,23.40
228.50,0.30,26.55,43.64,49.46,16.14,28.99,2091.65,23.62,259.40,1459.58,0.06,289.25,453.92,0.00,23.80,118.28,34.05,0.30,0.30,25.33
258.50,0.30,26.55,36.93,52.06,16.97,43.74,2105.99,13.54,206.91,1547.62,6.57,443.63,1127.40,0.00,32.96,124.10,32.29,0.30,0.30,22.38
288.50,0.30,26.55,41.20,43.15,15.38,33.01,2183.24,20.51,206.91,1654.38,4.97,647.84,607.23,0.00,417.94,118.29,30.40,0.30,0.30,20.20
318.50,0.30,26.55,27.16,51.98,16.28,91.55,2280.37,34.24,206.91,1725.42,4.20,734.69,1357.95,0.00,1131.98,130.31,30.40,0.30,0.30,23.95
348.50,0.30,26.55,69.19,656.40,17.55,55.05,2329.61,51.90,251.16,1610.44,4.60,827.04,2245.92,0.00,1392.84,132.33,35.24,0.30,0.30,23.00
378.50,0.30,26.55,148.84,639.86,87.37,120.59,2291.55,54.75,271.30,1749.49,4.60,884.60,2464.94,0.00,1690.48,128.40,32.41,0.30,0.30,23.00
408.50,0.30,26.55,265.68,660.02,98.34,326.80,2626.86,61.59,229.80,2153.72,13.76,922.73,2270.32,0.00,1945.70,137.64,33.57,0.30,0.30,21.99
437.00,0.30,26.55,357.53,754.95,93.62,688.28,2699.47,72.49,295.41,1698.15,12.73,898.51,1907.83,0.00,2036.67,112.34,34.30,143.28,0.30,25.94
467.00,0.30,26.55,235.24,628.26,58.79,1146.50,2322.85,79.04,461.37,1395.43,18.55,699.57,1881.94,0.00,1810.67,133.50,37.13,384.83,0.30,23.23
498.50,0.30,26.55,32.35,408.80,74.88,1981.50,2110.65,78.05,639.96,1206.00,24.23,711.74,2381.67,13.34,1757.53,279.04,53.04,428.78,0.30,24.68
528.50,0.30,26.55,36.11,328.72,58.05,1991.00,1597.58,93.39,639.96,1101.09,24.23,810.66,1730.07,13.34,2158.11,585.79,53.04,422.83,0.30,23.19
558.50,0.30,26.55,45.78,256.25,46.29,1638.89,1085.53,69.40,531.01,871.43,30.56,817.75,1952.00,25.21,2101.33,279.42,47.30,424.20,0.30,25.06
588.50,0.30,26.55,36.80,216.60,40.02,1182.07,779.74,51.82,458.23,621.19,30.95,742.26,1923.42,61.97,1913.24,311.67,47.00,424.20,0.30,21.97
618.50,0.30,26.55,33.36,171.21,31.47,941.48,638.64,37.78,378.73,521.15,30.03,603.65,1878.26,98.65,1684.95,421.45,56.95,407.11,68.67,23.66
648.50,0.30,26.55,76.29,125.52,25.29,743.51,484.63,27.41,336.61,384.67,35.58,507.01,1795.38,91.19,1553.43,342.78,62.56,413.25,125.43,23.13
