Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-0.24,-0.46
4.50,-0.28,-0.61
23.50,-0.50,-0.88
52.50,-0.41,0.10
81.50,-0.69,0.25
111.50,-0.38,-0.23
141.50,-14.46,11.18
172.50,-53.03,53.68
203.50,-65.92,72.33
233.50,-66.33,72.95
263.50,-66.39,72.83
292.00,-65.68,73.17
322.00,-65.83,73.04
351.00,-65.90,73.31
381.00,-65.99,73.05
412.50,-66.23,73.25
442.50,-66.05,72.77
472.00,-65.92,73.10
501.50,-65.61,73.14
533.00,-65.47,73.38
563.50,-66.06,73.41
593.50,-65.70,72.82
623.50,-65.94,73.01
653.50,-65.38,72.95
683.50,-65.44,72.90
713.50,-65.42,73.06
743.50,-65.47,73.73
773.50,-65.79,73.39
803.50,-66.12,73.11
833.50,-66.23,73.29
863.50,-65.67,73.31
893.50,-65.56,73.37
922.50,-65.44,73.18
952.00,-65.74,73.62
983.00,-65.91,73.76
1013.50,-65.93,73.17
1043.50,-65.92,73.08
1073.50,-66.32,73.17
1103.50,-65.85,73.36
1133.50,-65.19,73.44
1163.50,-65.42,73.58
1193.50,-65.91,73.52
1223.50,-65.83,72.93
1253.50,-65.16,73.33
1283.00,-65.87,73.21
1313.00,-64.96,73.26
1343.50,-76.27,84.50
1373.50,-84.79,94.96
1403.50,-85.03,94.59
1433.50,-85.09,94.82
1463.50,-85.08,95.01
1493.00,-86.00,94.44
1523.00,-86.53,94.15
1553.50,-87.43,93.56
1583.50,-86.91,93.85
1613.50,-87.01,94.62
1643.50,-86.22,94.96
1673.00,-87.12,94.84
1703.00,-86.95,94.17
1733.50,-86.73,94.20
1763.50,-87.03,94.36
1793.00,-87.36,94.84
1823.00,-87.71,94.48
1853.50,-87.45,94.45
1883.50,-87.37,94.18
1913.50,-88.07,95.01
1943.50,-87.70,95.20
1973.50,-87.54,94.87
2003.50,-88.12,93.94
2033.50,-87.19,94.10
2063.50,-87.68,94.62
2093.50,-87.96,94.29
2123.50,-87.97,93.95
2153.50,-88.02,94.13
2183.50,-88.46,94.22
2213.50,-87.46,94.10
2243.50,-87.00,94.02
2273.50,-87.08,95.03
2303.00,-87.02,95.19
