Time,South Central Fans,North Central Fans
s,C,C
0.00,14.83,8.45
10.50,14.83,8.45
36.00,14.80,8.45
66.50,14.80,8.45
96.00,14.80,8.45
126.00,14.80,8.48
156.00,15.12,6.31
185.00,18.51,5.97
215.00,29.80,5.31
245.50,39.59,5.08
275.50,43.18,5.08
305.50,45.31,5.08
334.50,47.00,5.08
363.50,48.01,5.08
393.50,49.87,5.08
424.50,51.76,4.79
453.50,52.87,4.79
483.00,54.20,4.79
515.00,55.67,4.79
545.50,57.20,4.79
575.50,57.97,4.79
604.50,59.29,4.79
634.50,60.20,4.79
665.00,61.45,4.79
695.00,62.57,4.79
725.50,63.05,4.79
755.50,64.17,4.79
785.50,64.31,4.79
815.50,65.30,4.79
845.50,66.21,4.79
875.00,67.02,4.76
905.00,67.73,4.76
935.50,68.45,4.76
965.50,68.55,4.76
995.50,69.10,4.76
1025.50,69.85,4.76
1055.50,70.37,4.76
1085.50,70.82,4.76
1115.50,71.19,4.76
1145.50,71.40,4.76
1175.50,72.36,4.76
1205.50,72.61,4.76
1235.50,72.63,4.76
1264.50,73.28,4.76
1294.50,72.30,4.76
1325.50,70.85,4.76
1355.50,67.30,4.76
1384.00,64.40,4.76
1414.00,61.49,4.76
1444.00,58.31,4.76
1473.00,55.42,4.76
1503.00,52.02,4.76
1534.00,48.79,4.76
1565.50,46.60,4.76
1595.00,44.81,4.76
1625.00,42.98,4.76
1655.50,41.34,4.76
1685.50,39.70,4.76
1715.50,37.66,4.76
1745.50,35.48,4.76
1775.50,34.43,4.76
