Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,1669.88,1420.02
4.00,6382.50,11279.26
21.50,21096.91,15758.54
50.00,30811.65,36231.00
80.50,41188.46,48880.14
111.00,44238.32,48837.35
141.50,39672.73,47721.07
172.50,32959.40,44227.41
202.50,30495.20,39600.88
232.50,30480.31,39908.29
262.50,32109.87,42715.77
292.50,19895.48,42260.56
322.50,22976.59,43221.84
352.50,29343.21,36985.08
382.50,39350.21,36854.19
412.00,33329.50,47213.91
442.00,36424.98,61719.56
472.50,43965.76,40369.25
502.50,68012.15,36004.06
532.50,76393.52,33834.05
562.50,76079.67,36835.67
592.50,69514.11,39185.13
622.50,47201.31,46332.09
652.50,61837.95,47449.33
681.00,39986.05,35227.49
710.00,14855.87,13446.09
741.50,11943.34,9376.02
772.50,7909.41,9290.54
801.00,6452.70,8663.84
829.50,4036.49,6022.03
859.50,2894.80,4789.12
889.50,1327.79,1757.32
919.50,246.37,386.60
950.00,246.37,386.60
980.50,246.37,386.60
1011.50,246.37,386.60
1042.50,246.37,386.60
1072.50,246.37,386.60
