Time,South Central Fans,North Central Fans
s,C,C
0.00,7.99,10.81
8.50,7.99,10.91
30.50,8.02,10.95
59.50,8.07,10.95
90.50,8.23,10.95
121.50,8.32,10.95
150.50,6.12,6.81
180.00,3.77,4.53
211.00,3.49,3.63
241.50,3.93,3.63
270.50,5.31,3.86
299.50,4.48,3.39
329.50,4.21,3.84
359.50,4.05,3.84
389.50,4.84,4.31
419.50,5.92,4.20
450.00,4.98,4.20
481.00,3.69,3.41
510.00,3.26,3.78
539.50,3.26,3.56
570.00,3.49,4.06
599.00,3.49,3.55
629.50,3.71,4.21
660.50,3.48,3.77
691.00,3.37,3.65
721.50,3.37,3.50
751.00,4.44,3.76
781.00,4.52,3.76
811.00,3.87,3.83
840.50,3.99,3.61
871.00,3.99,3.44
901.00,3.13,3.98
931.00,3.13,4.63
960.50,3.13,3.54
990.00,4.38,3.54
1020.00,4.27,4.35
1050.00,3.94,4.60
1080.50,3.39,3.92
1110.50,3.17,4.97
1140.00,3.06,4.77
1170.50,3.06,3.95
1201.00,3.06,5.29
1230.50,3.61,5.51
1260.50,4.05,5.97
1290.00,4.71,8.38
1320.00,6.16,10.74
1350.50,8.45,14.77
1380.50,11.94,18.94
1410.50,14.59,19.89
1440.50,16.72,20.12
1470.50,18.37,20.57
1500.50,19.62,20.23
1530.50,20.73,19.87
1560.50,21.35,19.77
1590.50,21.70,19.53
1620.50,21.31,18.95
1650.50,20.62,17.92
1680.50,20.65,17.25
1710.50,19.89,16.57
1740.50,19.11,15.87
1770.00,18.78,15.31
1800.00,18.14,14.74
1830.50,17.83,14.18
1860.50,17.58,13.73
1890.50,17.34,13.17
1920.50,17.12,12.93
1950.50,17.03,12.25
1980.50,17.61,12.14
2010.50,16.55,11.58
2040.50,15.47,11.02
2070.50,15.00,10.80
2100.50,14.67,10.69
2130.50,14.32,10.46
