Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,0.30,351.91,27.03,22.58,54.90,13.24,161.44,126.78,15.64,0.30,296.42,9.09,48.32,80.61,15.16,0.30,174.87,23.22
10.50,0.30,0.30,0.30,342.28,27.98,19.53,49.78,14.77,161.44,94.06,9.89,0.30,267.70,9.09,51.61,88.95,16.69,0.30,170.78,22.03
36.00,0.30,0.30,0.30,337.43,27.08,43.34,82.22,12.76,167.85,125.21,12.28,0.30,255.99,9.09,49.07,79.30,18.22,0.30,145.98,23.13
66.50,0.30,0.30,0.30,322.06,27.21,14.04,61.26,12.76,167.85,145.07,14.71,0.30,281.57,9.09,28.47,73.41,16.72,0.30,150.98,23.34
96.00,0.30,0.30,0.30,305.68,29.23,27.47,44.20,12.63,152.28,129.80,14.71,0.30,278.80,9.09,30.21,53.56,16.66,0.30,101.62,25.76
126.00,0.30,0.30,0.30,331.48,26.89,11.60,76.19,12.70,171.21,396.50,14.71,0.30,283.42,9.09,48.56,69.28,16.72,0.30,152.49,22.85
156.00,0.30,0.30,0.30,310.26,28.56,46.69,612.75,12.70,203.55,1383.31,9.83,0.30,282.90,9.09,62.76,68.05,16.76,0.30,132.75,23.51
185.00,0.30,0.30,0.30,331.31,28.84,46.69,1944.25,39.89,257.88,1456.59,9.92,0.30,266.64,9.09,34.08,79.50,19.59,0.30,138.61,22.50
215.00,0.30,0.30,0.30,317.78,27.51,46.69,1975.28,64.04,202.94,1419.70,10.80,0.30,258.09,8.12,58.90,93.97,13.86,0.30,147.66,23.95
245.50,0.30,0.30,0.30,316.59,27.95,12.82,2046.96,22.66,202.94,1561.61,10.80,115.82,297.35,8.12,47.14,90.57,17.03,0.30,624.30,22.03
