Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,8231.96,8500.81
13.50,25994.94,26820.90
41.50,37040.64,38213.34
71.50,39733.08,40990.44
101.50,39700.41,40961.13
131.50,40787.44,44714.30
161.50,38596.74,49336.81
191.50,39286.14,47927.72
221.00,39675.14,48199.39
251.00,38790.37,46787.21
281.50,42767.91,50162.37
311.50,41687.65,48605.32
341.50,-558.92,-537.39
371.50,-33733.32,-39844.83
400.50,-5274.58,-6105.30
430.50,1733.09,2044.69
461.50,1789.98,1999.09
491.50,1081.98,1686.23
521.50,1103.39,1560.38
551.50,1320.12,1462.87
581.50,969.93,1005.32
611.50,852.06,887.78
641.50,1016.65,1048.79
671.50,1166.15,1201.78
701.50,514.57,530.67
731.50,596.87,615.73
761.50,782.56,806.55
