Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-12.67,-9.98,-8.76,-7.41,-6.45,-2.23,-11.36,4.82,-12.23,-16.10
7.00,-7.11,-2.19,-1.61,-1.43,-3.58,5.88,-14.72,6.88,-11.33,-15.38
28.50,-3.86,0.12,-1.52,-1.04,-3.97,9.36,-13.70,7.88,-7.81,-12.22
58.50,-2.49,0.03,-1.04,-2.94,-3.04,11.62,-10.94,-1.14,-5.09,-11.69
88.50,-0.89,0.10,-0.45,-2.10,-1.09,11.66,-9.47,3.69,-2.77,-7.98
118.50,-1.84,0.16,-0.41,-1.45,-0.72,12.89,-8.53,4.73,-2.51,-6.39
148.50,-88.70,-5.52,-3.76,-4.26,-10.13,6.69,-18.76,26.99,24.58,54.14
178.50,-168.83,-144.39,-88.18,-52.94,-41.56,-17.64,-42.58,20.24,18.60,58.93
208.50,-187.00,-144.77,-93.37,-61.75,-59.29,-33.51,-51.21,15.99,15.52,59.99
237.50,-189.79,-146.19,-93.45,-64.02,-62.20,-38.13,-57.32,-8.98,12.36,49.81
267.00,-185.36,-141.45,-89.60,-61.12,-58.82,-35.51,-59.70,-8.43,14.93,46.61
298.00,-180.50,-138.41,-84.72,-58.42,-57.86,-29.33,-57.75,-7.07,15.46,46.69
328.50,-177.90,-139.03,-83.50,-57.26,-54.19,-26.90,-60.08,-1.12,15.73,60.25
358.50,-181.33,-133.59,-82.05,-56.62,-53.05,-24.89,-56.63,2.66,17.04,58.11
388.50,-177.49,-133.99,-80.48,-56.47,-51.70,-24.42,-57.34,3.01,15.29,62.30
418.50,-178.77,-135.77,-81.83,-56.15,-51.60,-24.78,-61.02,-3.42,14.83,65.49
448.50,-179.40,-134.79,-81.71,-55.25,-51.12,-23.81,-58.42,-5.38,15.20,66.12
478.50,-176.07,-135.64,-79.77,-56.65,-52.86,-23.20,-60.50,-6.84,14.62,50.38
508.50,-180.91,-137.63,-80.32,-56.48,-51.43,-22.88,-58.67,-5.24,15.38,62.63
538.50,-181.79,-133.33,-80.06,-52.56,-51.12,-22.52,-59.66,-3.48,16.01,63.40
