Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,464.73,479.52
12.50,6446.69,6649.82
39.50,7008.07,7323.23
69.50,14058.21,14507.57
99.50,15868.08,16368.88
129.50,13887.61,16478.47
159.50,14223.14,19000.62
189.50,11095.51,16078.76
219.50,6781.26,9688.53
249.50,5455.44,7531.74
279.50,9988.62,14862.22
309.50,19423.60,27906.50
339.50,19211.03,28490.93
369.50,16612.26,27365.02
399.50,14859.88,23426.66
429.50,14024.98,21946.96
459.50,13268.99,21244.92
489.50,12611.94,19891.69
519.50,11242.76,17746.47
549.50,10539.69,16014.98
579.50,12929.34,19095.39
609.50,12251.36,18216.34
639.50,11101.60,16790.12
669.50,9352.34,13544.58
699.50,10916.96,15454.70
729.50,9988.98,14559.21
759.50,11024.87,15989.43
788.50,11823.46,17352.49
818.50,11770.77,17397.48
849.50,8971.16,13086.48
879.50,7194.52,10543.63
909.50,7082.33,10372.39
939.50,10321.56,15300.07
969.50,12303.45,17888.95
999.50,11196.56,16909.81
1029.50,11196.56,15491.86
1059.50,10369.54,14910.41
1089.50,9273.03,12643.37
1119.50,9541.76,13697.15
1149.50,10590.93,15174.01
1178.00,12366.35,16945.01
1206.50,13619.19,18674.49
1238.00,13216.74,19545.44
1268.50,12004.88,17304.17
1297.50,12415.31,17121.28
1327.50,13381.17,18442.67
1357.50,12575.27,17680.17
1387.50,12016.62,16943.59
1418.00,14132.56,18918.18
1448.50,12358.90,16713.64
1477.50,11578.05,15734.48
1507.50,9124.60,12383.05
1538.00,10457.55,14106.44
1568.50,10897.33,14730.70
1599.00,11493.73,15460.46
1629.00,11685.27,15730.32
1659.50,14619.31,20197.95
1689.50,14191.79,20021.42
1719.50,15697.07,22765.32
1749.00,16485.21,24100.79
1779.00,16852.06,24794.48
1809.00,16342.62,24425.83
1838.00,15336.45,23399.95
1868.50,16043.30,24518.60
1899.00,16000.41,24566.68
1928.00,15439.36,23650.56
1958.50,14959.33,22956.29
1989.00,14777.58,22354.98
2019.00,14130.54,21157.18
2049.00,14694.73,21848.42
2079.00,14999.26,22849.92
2109.50,8768.91,12444.95
2139.00,1305.44,1679.89
2169.00,198.61,1679.89
2199.00,198.61,1679.89
2228.50,198.61,1679.89
2259.00,198.61,1679.89
2289.00,198.61,1679.89
2319.00,198.61,1679.89
2349.50,198.61,1679.89
2379.00,198.61,1679.89
2409.00,198.61,1679.89
2439.50,198.61,1679.89
2469.00,198.61,1679.89
2499.00,198.61,1679.89
2529.00,198.61,1679.89
