Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.0,30.2,14.7,10.2,6.2,30.8,31.2,26.6,29.0,28.4,25.5
2.5,33.4,16.2,11.4,7.3,35.6,32.1,25.1,18.0,20.6,16.2
19.5,38.8,25.4,22.7,25.2,45.3,38.5,19.8,16.0,18.2,15.5
50.0,49.1,38.8,39.6,45.2,59.3,48.4,27.9,36.3,40.3,28.5
80.5,58.0,51.4,54.8,58.3,72.0,61.3,42.3,42.7,42.0,37.9
110.5,56.7,54.6,60.2,65.3,81.0,82.7,44.8,44.0,42.9,38.8
139.5,32.9,33.4,43.6,45.0,52.6,45.1,29.0,27.8,22.4,30.1
169.0,-50.2,-65.6,-50.5,-32.3,-43.1,-45.6,-70.9,-65.6,-70.9,-114.2
199.5,-104.9,-104.2,-149.0,-95.7,-104.3,-105.6,-160.6,-144.8,-129.9,-128.6
230.0,-116.2,-114.9,-129.6,-131.7,-120.9,-118.3,-198.9,-152.6,-134.4,-136.7
260.5,-116.4,-174.0,-143.9,-148.1,-120.0,-121.0,-203.7,-161.6,-140.0,-137.8
290.0,-130.9,-142.3,-154.8,-146.8,-141.9,-135.0,-205.1,-169.6,-153.9,-150.9
319.5,-139.4,-165.7,-159.1,-151.0,-144.4,-139.7,-235.4,-190.0,-178.5,-159.4
350.0,-136.9,-156.7,-174.3,-174.9,-157.9,-141.1,-254.0,-201.6,-189.4,-169.9
379.0,-133.2,-152.5,-153.8,-166.0,-145.6,-144.1,-243.0,-193.9,-184.9,-168.2
408.5,-135.9,-209.1,-162.1,-148.3,-143.2,-137.9,-235.6,-190.9,-180.0,-161.9
439.5,-126.9,-138.0,-147.1,-176.7,-141.6,-136.8,-236.1,-193.4,-178.8,-163.2
469.5,-127.8,-166.1,-164.7,-136.0,-139.7,-139.2,-238.2,-194.6,-181.6,-164.1
499.5,-125.1,-154.0,-152.6,-164.1,-146.1,-139.9,-237.8,-199.4,-183.4,-165.7
530.0,-126.6,-141.1,-144.8,-129.3,-137.8,-139.9,-224.7,-203.3,-183.4,-166.3
560.0,-136.7,-151.8,-132.3,-166.0,-135.0,-138.4,-235.1,-192.1,-180.3,-161.8
589.5,-135.5,-160.1,-161.7,-143.7,-135.0,-138.4,-234.6,-193.4,-178.6,-163.0
620.0,-122.1,-147.0,-135.3,-150.0,-125.7,-132.1,-230.2,-186.8,-173.7,-158.3
650.0,-102.1,-114.2,-107.4,-136.0,-115.2,-115.1,-203.3,-165.3,-153.2,-135.4
679.5,-89.4,-101.1,-100.8,-141.6,-100.0,-106.2,-190.3,-152.5,-142.6,-128.2
709.5,-87.3,-97.2,-112.6,-135.0,-95.7,-102.4,-183.7,-146.6,-136.8,-123.4
739.5,-105.5,-129.3,-132.9,-112.9,-112.0,-112.0,-199.1,-156.6,-143.9,-134.8
769.5,-117.8,-125.0,-171.1,-161.3,-124.8,-125.5,-216.1,-170.0,-156.3,-152.2
800.0,-119.3,-140.2,-154.3,-124.5,-128.1,-125.1,-231.4,-182.7,-169.6,-151.3
830.0,-129.4,-140.9,-141.0,-150.4,-130.0,-135.9,-238.8,-197.1,-183.2,-163.0
859.5,-135.9,-142.1,-168.0,-151.3,-143.7,-144.2,-246.1,-202.3,-191.4,-168.1
889.5,-130.5,-151.6,-156.4,-147.0,-143.6,-145.3,-248.1,-204.0,-192.2,-171.3
919.5,-127.9,-158.2,-158.5,-137.8,-134.0,-140.2,-243.0,-198.9,-186.1,-166.9
949.5,-131.1,-178.4,-157.3,-131.3,-129.2,-135.7,-234.9,-191.4,-177.1,-158.9
979.5,-126.9,-130.5,-146.9,-128.0,-125.0,-131.8,-226.5,-186.5,-173.8,-156.7
1008.0,-127.8,-191.1,-214.2,-129.6,-127.7,-134.5,-218.2,-192.4,-175.9,-159.0
1037.5,-124.9,-213.3,-239.2,-135.3,-131.8,-135.8,-234.6,-194.2,-180.3,-165.9
1069.0,-134.4,-252.8,-245.1,-141.1,-138.6,-144.6,-247.7,-203.7,-189.4,-168.7
1098.0,-146.7,-258.1,-251.2,-143.8,-143.6,-144.5,-253.1,-203.9,-193.2,-175.4
1128.0,-133.8,-250.0,-223.0,-141.5,-138.9,-143.0,-248.2,-205.2,-189.9,-175.4
1159.5,-137.1,-246.5,-225.1,-163.6,-138.8,-143.3,-240.2,-202.9,-191.1,-168.1
1188.5,-137.1,-256.6,-262.4,-294.0,-144.6,-150.4,-246.7,-212.5,-195.5,-178.6
1218.5,-141.4,-278.4,-266.7,-298.8,-154.5,-156.5,-254.3,-219.2,-205.5,-188.7
1248.5,-145.0,-283.2,-274.1,-299.6,-155.9,-161.8,-243.0,-215.3,-209.9,-191.0
1279.0,-149.3,-304.9,-289.1,-300.9,-159.9,-165.3,-269.1,-232.2,-213.9,-197.2
1309.5,-152.1,-315.4,-278.9,-338.5,-159.9,-165.3,-269.4,-230.7,-216.6,-199.8
1338.0,-151.7,-313.5,-275.6,-320.3,-161.9,-162.1,-266.8,-230.4,-211.9,-195.4
1368.0,-159.4,-310.5,-292.6,-337.5,-157.6,-157.3,-270.4,-224.7,-209.3,-195.4
1398.5,-162.9,-311.8,-282.8,-310.2,-157.8,-158.8,-269.3,-225.2,-207.5,-192.0
1429.0,-162.9,-308.2,-272.0,-317.9,-157.8,-156.6,-265.1,-226.0,-208.8,-192.9
1459.0,-171.1,-330.8,-286.0,-328.7,-166.3,-164.1,-276.9,-229.6,-214.6,-201.4
1489.0,-169.3,-335.8,-283.5,-333.0,-173.8,-167.9,-272.4,-228.9,-222.5,-202.8
1519.5,-168.8,-336.0,-296.1,-325.7,-175.8,-166.7,-277.9,-236.6,-222.1,-203.3
1549.5,-161.9,-318.9,-288.2,-340.1,-157.7,-160.6,-275.7,-232.3,-213.2,-203.3
1579.5,-162.1,-312.1,-294.6,-326.0,-165.0,-164.1,-272.0,-231.0,-215.5,-198.9
1609.5,-164.9,-299.8,-284.2,-345.2,-164.5,-164.7,-277.2,-236.3,-216.9,-201.8
1639.5,-164.9,-327.5,-277.3,-338.3,-175.6,-162.1,-270.2,-234.8,-217.3,-201.1
1669.5,-154.1,-309.5,-284.6,-322.6,-160.7,-160.2,-273.4,-228.5,-211.9,-195.3
1699.5,-160.5,-312.9,-284.7,-319.4,-165.8,-157.9,-267.2,-227.3,-209.9,-194.8
1729.5,-153.2,-307.5,-263.8,-315.7,-157.0,-155.0,-275.3,-222.0,-213.3,-191.8
1760.0,-159.0,-313.2,-262.5,-330.9,-165.3,-158.7,-267.1,-231.8,-212.2,-196.4
1790.0,-156.1,-297.0,-290.8,-316.7,-165.3,-158.7,-274.8,-233.7,-212.9,-197.7
1819.5,-171.2,-321.4,-287.1,-338.4,-166.7,-170.1,-261.3,-219.3,-207.9,-188.6
1849.5,-174.5,-332.3,-310.4,-347.9,-177.8,-173.0,-224.0,-201.0,-200.7,-186.6
1879.5,-186.8,-363.4,-325.0,-357.1,-189.5,-182.2,-206.1,-199.5,-199.7,-188.7
1909.5,-186.8,-368.2,-309.6,-358.9,-199.2,-185.5,-199.6,-201.9,-199.0,-189.7
1939.5,-189.6,-363.0,-312.7,-352.2,-188.8,-181.6,-196.9,-191.9,-198.7,-186.7
1969.5,-185.5,-355.6,-315.7,-350.8,-196.0,-184.6,-193.8,-188.0,-195.3,-190.7
1998.5,-195.5,-368.4,-322.8,-361.8,-203.4,-188.2,-195.6,-194.8,-193.6,-194.2
2028.0,-195.5,-352.9,-332.0,-359.3,-203.4,-185.8,-198.9,-191.9,-195.5,-192.4
2059.0,-192.6,-363.1,-319.5,-356.6,-199.1,-186.7,-196.8,-190.0,-192.4,-190.7
2089.5,-189.1,-368.2,-330.5,-357.6,-199.9,-184.2,-195.5,-187.0,-190.3,-193.6
2119.5,-177.7,-356.9,-321.9,-359.9,-196.7,-185.0,-191.9,-186.2,-187.5,-188.0
2149.5,-178.0,-372.2,-327.3,-357.2,-197.4,-186.7,-194.0,-190.5,-189.2,-190.8
2179.5,-190.1,-371.7,-342.6,-364.8,-206.7,-191.9,-197.3,-194.4,-194.7,-195.6
2209.5,-184.2,-373.8,-306.2,-348.1,-194.6,-185.9,-192.0,-187.9,-188.9,-187.4
