Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,869.35,724.52
9.50,2433.00,2916.90
33.00,4875.88,7087.85
63.00,7312.59,10264.80
93.50,13779.02,18786.08
123.50,14449.23,22070.85
153.00,9550.72,19102.67
183.00,7908.99,14862.60
214.00,7825.98,14163.17
244.50,7825.98,15292.76
274.50,9780.65,17768.38
304.00,10776.56,19521.29
334.00,9972.55,20103.75
364.50,8847.34,18661.19
394.00,8847.34,17968.72
423.50,9567.95,19358.80
453.00,10486.84,20987.73
483.00,8722.47,18285.04
513.50,9145.35,17858.90
543.50,10663.51,20311.95
573.50,10530.31,20531.99
603.50,10292.32,21256.26
633.50,11118.08,22110.45
663.50,10286.79,19725.76
693.50,10664.22,21428.59
723.50,6691.23,13894.71
753.50,5024.58,9087.11
783.00,6734.04,12896.99
813.00,7208.51,12887.98
843.50,6095.90,11782.29
873.50,6034.36,11890.97
903.50,7872.04,15952.99
933.50,7528.49,14378.26
963.00,8785.20,16617.01
993.00,11081.99,20960.47
1023.50,10702.03,20634.20
1053.50,10104.20,18478.24
1083.50,10622.72,20818.24
1113.50,11290.02,21844.88
1143.50,12583.82,24315.12
1173.50,11168.97,20226.37
1203.50,11431.39,20937.63
1233.50,10603.84,19698.86
1263.50,7874.64,15892.17
1292.00,8254.08,16503.73
1322.00,11257.02,21960.44
1353.50,14886.12,26763.31
1383.50,12637.64,22899.45
1413.50,9589.35,18223.19
1443.50,2593.97,5044.44
1472.50,788.99,1251.70
1502.50,244.80,1251.70
1533.50,244.80,1251.70
1563.50,244.80,1251.70
1593.00,244.80,158.83
1623.00,244.80,158.83
1653.50,244.80,158.83
1683.00,244.80,158.83
1713.00,244.80,158.83
1742.50,244.80,158.83
