Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-1038.73,-1352.33
9.50,421.11,325.46
33.50,5540.26,10226.92
63.50,8808.61,17973.22
93.50,10980.53,24582.83
123.50,15206.30,23124.11
153.50,15224.27,18284.70
183.50,10042.95,12270.65
213.50,6902.20,8235.32
243.50,7573.61,9115.14
273.50,13171.33,17317.79
303.50,17158.52,24259.87
333.50,16082.50,25212.31
363.50,13977.75,22534.12
393.50,13114.91,19858.73
423.50,10904.94,15534.07
453.50,9284.88,13017.48
483.50,9746.51,13495.44
513.50,10499.43,14583.92
541.00,12637.53,17310.05
571.00,15192.48,21189.32
603.50,15790.64,21630.99
633.50,13256.13,18311.07
663.50,12150.07,17076.23
693.50,12125.04,16849.55
722.00,11823.26,16185.56
750.00,7580.89,10315.06
780.50,11154.56,15225.98
811.50,15969.99,21746.46
841.50,21361.97,29147.76
872.00,18463.70,24735.18
902.00,16704.96,22119.07
932.50,17224.69,23354.11
963.50,16184.43,20942.37
993.50,14317.21,18913.85
1023.50,12901.49,17203.20
1053.50,15845.76,19933.42
1083.50,22802.48,29544.26
1113.00,18909.08,24433.73
1143.00,19303.23,26104.86
1173.50,14647.54,20083.20
1203.50,12436.72,16613.78
1233.00,12182.12,16242.85
1263.00,9251.88,12060.00
1293.50,5710.34,7771.14
1323.50,5779.58,8062.27
1353.50,5411.93,7945.80
1383.50,4078.11,6511.11
1413.50,3184.25,5561.01
1442.50,2469.66,4997.20
1472.50,716.38,1593.25
1503.50,716.38,753.50
1533.50,716.38,753.50
1563.50,215.34,753.50
1593.50,215.34,753.50
1623.50,215.34,753.50
1653.50,215.34,753.50
1682.50,215.34,753.50
1712.50,215.34,753.50
1743.50,215.34,753.50
1773.50,215.34,753.50
1803.50,215.34,753.50
1833.50,215.34,753.50
1862.50,215.34,753.50
1892.50,215.34,753.50
1923.00,215.34,753.50
1951.50,215.34,753.50
1982.00,215.34,753.50
2013.00,215.34,753.50
2042.50,215.34,753.50
2072.50,215.34,753.50
2102.00,215.34,753.50
2132.50,215.34,753.50
2159.50,215.34,753.50
2189.50,215.34,753.50
2222.50,215.34,753.50
