Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-0.59,0.24
3.50,-1.50,0.14
21.50,-0.77,0.85
50.50,-1.11,1.17
80.50,-0.57,0.47
111.00,-0.97,0.47
140.50,14.90,6.57
171.00,61.55,80.57
201.50,65.17,179.40
231.50,65.16,204.23
261.50,67.16,206.24
291.50,65.39,206.79
321.50,64.04,206.06
351.50,63.27,206.62
381.50,63.41,206.94
411.50,64.13,199.78
441.50,63.77,204.24
471.50,62.98,207.16
501.50,64.05,207.05
531.50,63.21,206.99
561.50,63.65,207.43
591.50,64.87,206.79
621.50,65.28,207.10
651.50,64.57,207.47
681.50,81.51,206.76
711.50,120.67,197.83
741.00,120.42,203.76
770.50,122.22,207.08
799.50,125.49,207.56
829.00,125.65,207.13
859.50,126.52,207.58
889.50,125.10,207.55
920.00,124.34,207.52
950.00,124.94,207.94
979.50,125.56,207.62
1010.00,125.97,200.03
1040.50,125.28,205.16
1069.50,126.10,208.30
1099.50,126.31,207.96
1131.00,86.17,207.75
1160.00,62.31,208.11
1189.00,59.97,207.54
1220.50,61.71,207.35
1250.50,63.10,207.50
1280.00,63.21,207.56
1311.00,63.65,198.38
1341.00,64.15,203.94
1371.00,63.26,207.04
1400.50,62.08,207.80
1430.50,62.00,207.68
1461.50,60.82,207.39
1491.00,63.31,207.01
1520.50,62.23,207.30
1551.00,62.64,207.01
1581.50,61.35,206.39
1611.50,63.39,199.53
1641.00,63.28,204.35
1671.00,62.48,207.01
1701.50,62.83,207.52
1731.50,62.76,207.10
1761.50,61.81,206.27
1791.50,62.16,206.38
1821.50,63.16,207.05
1851.50,60.66,207.03
1881.50,63.65,206.18
1911.50,63.44,198.35
1941.50,62.98,204.31
1971.50,62.49,206.05
2001.50,62.81,206.68
2031.50,61.01,206.65
2061.50,60.73,206.10
2091.00,60.14,206.41
2120.50,60.45,206.39
2151.00,61.98,206.54
2181.50,61.60,206.08
2211.50,61.91,197.80
2241.50,61.63,203.75
2271.50,61.51,206.08
2301.50,61.54,205.84
2331.00,61.48,206.03
2361.00,62.52,206.33
2391.50,60.93,206.03
