Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,4060.42,4187.95
11.00,15204.59,15683.26
36.50,30137.01,31086.95
66.50,40260.28,41531.74
96.50,51064.64,52667.70
126.50,53348.79,55011.04
156.50,35008.05,53937.48
186.50,23420.63,50292.20
216.50,34809.87,53095.33
246.50,40187.98,53611.03
276.50,39407.83,49009.82
306.50,46766.64,56662.80
336.50,46789.76,54672.55
366.50,45014.01,53394.96
396.50,45896.47,55624.01
426.50,42767.81,51593.57
456.50,48270.13,58055.34
486.00,51435.60,61739.73
516.00,55050.29,65690.66
546.50,48489.30,57872.18
576.50,47387.55,56751.66
606.50,38673.45,46397.42
636.50,37201.17,44340.99
666.50,34240.73,40785.17
696.50,42639.17,50833.56
725.50,37964.28,45157.22
755.00,39950.07,47476.05
786.00,49138.58,58780.29
816.50,56024.86,67372.65
846.50,50262.24,60433.24
876.50,61629.82,73984.34
906.50,63383.34,76460.24
936.50,47841.81,57695.34
966.50,25039.63,30018.00
995.50,15458.46,18509.15
1025.50,14476.66,17357.66
1056.50,8441.03,10306.97
1086.50,2666.12,3081.10
1115.00,736.95,832.41
1145.00,736.95,321.81
1176.50,-74.14,321.81
1206.50,-74.14,321.81
1236.50,-74.14,321.81
1266.50,-74.14,321.81
1296.50,-74.14,321.81
1326.50,-74.14,321.81
1356.50,437.72,321.81
1386.50,437.72,321.81
1416.50,437.72,321.81
1446.50,437.72,321.81
1476.50,437.72,321.81
1506.50,437.72,321.81
1536.50,-116.24,321.81
1565.00,-116.24,321.81
1595.00,-116.24,321.81
1626.50,-116.24,321.81
1656.50,-116.24,321.81
1686.50,-116.24,321.81
1716.50,436.85,321.81
