Time,South Central Fans,North Central Fans
s,C,C
0.00,10.18,11.87
2.50,10.18,11.87
20.00,10.18,11.87
50.50,10.18,11.87
80.50,10.25,11.87
110.50,10.28,11.87
140.00,10.28,11.87
170.00,11.76,11.87
200.50,24.18,11.64
230.50,32.22,11.37
260.50,36.74,11.37
290.50,38.77,10.53
320.50,39.52,10.14
350.50,40.78,10.02
380.50,41.37,9.75
410.50,42.18,9.75
440.50,42.61,9.75
470.50,43.30,9.59
499.00,43.70,9.48
529.00,44.38,9.48
560.50,44.65,9.37
590.00,45.24,9.37
619.00,45.85,9.25
649.50,46.38,9.25
680.50,47.21,9.14
709.00,48.18,9.14
738.00,49.20,9.14
768.50,50.15,9.03
799.50,50.14,8.92
830.50,50.61,8.81
860.50,50.87,8.81
890.50,51.41,8.81
920.00,51.50,8.71
950.00,52.38,8.71
980.50,52.54,8.71
1010.50,52.69,8.71
1040.50,54.61,8.71
1070.50,55.45,8.71
1100.50,55.21,8.71
1130.50,55.72,8.71
1160.50,56.35,8.71
1190.50,56.34,8.71
1220.50,57.11,8.71
1250.50,57.62,8.60
1280.50,58.07,8.60
1310.50,57.86,8.60
1340.50,57.22,8.60
1370.00,55.59,8.60
1400.00,51.96,8.49
1430.50,45.87,8.49
1460.50,41.15,8.49
1490.50,37.65,8.49
1520.50,35.23,8.38
1549.50,33.40,8.38
1579.00,31.52,8.38
1610.00,30.17,8.38
1640.50,29.41,8.38
1670.50,28.11,8.38
1700.50,27.65,8.38
1730.50,26.73,8.38
1760.50,26.18,8.38
1790.50,25.81,8.38
1820.50,25.21,8.38
