Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,382.97,395.19
7.50,1025.96,1036.27
29.50,3970.16,4096.64
59.50,6168.12,6364.66
90.00,7064.39,7289.51
120.50,8275.09,8538.77
150.50,8275.09,8538.77
180.50,8275.09,8538.77
210.50,7733.72,8759.57
240.50,7733.72,8759.57
270.50,7015.57,8759.57
299.50,7015.57,9257.98
328.50,8196.58,10274.55
358.50,9165.39,11864.15
388.50,8718.06,11624.15
419.00,8775.37,11620.18
449.50,8775.37,11620.18
479.50,8650.22,11677.17
509.50,8749.55,11981.13
539.50,6792.57,9699.35
570.00,7942.84,10718.15
600.50,7942.84,10969.71
630.50,8833.17,11569.72
660.50,9154.64,12247.30
690.50,9668.65,12631.18
720.50,10358.59,13741.21
750.50,9949.66,13342.56
780.50,10795.95,13936.47
810.50,11128.03,14687.43
840.50,11042.54,14583.02
870.50,11011.51,14545.99
899.50,11598.73,15294.32
929.00,11937.70,15514.10
959.50,11522.51,14982.84
990.00,11397.39,14890.25
1020.00,11905.79,15305.54
1050.00,11244.28,14619.46
1080.00,10848.22,13961.08
1110.00,10934.19,14088.13
1140.50,11353.60,14786.38
1170.50,10932.29,13799.82
1200.50,10600.99,13248.16
1230.50,10935.41,13809.15
1260.50,11080.10,14028.41
1290.50,10612.11,13773.78
1320.50,10717.29,13747.07
1350.50,10995.90,13748.39
1380.50,10931.45,14141.22
1410.50,11478.88,14071.61
1440.50,10935.19,13639.28
1470.50,10515.77,13520.29
1500.50,8055.16,9970.47
1530.50,8652.87,10625.72
1560.50,7329.20,9030.08
1590.50,8581.49,10650.51
1620.50,10591.53,12684.23
1650.50,9731.13,11715.64
1680.50,9237.69,11364.20
1710.50,9434.55,11822.37
1740.50,9793.35,12026.75
1770.50,6721.00,8270.81
1800.50,255.95,476.64
1830.50,255.95,-223.07
1860.50,350.82,161.45
1890.00,350.82,161.45
1919.50,5.50,161.45
1950.00,5.50,161.45
1979.50,5.50,161.45
2009.50,5.50,161.45
2040.50,5.50,161.45
2070.50,5.50,161.45
2100.50,5.50,161.45
2130.50,5.50,161.45
2160.50,5.50,179.69
2190.50,5.50,179.69
2220.50,5.50,179.69
2250.50,5.50,179.69
2280.50,5.50,179.69
2310.50,5.50,179.69
