Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.0,-63.6,-110.7,-67.3,-65.8,-71.9,-70.7,-150.1,-149.3,-135.2,-23.7
13.5,-148.9,-184.2,-190.6,-157.6,-174.8,-158.6,-331.1,-292.6,-258.7,-229.0
41.5,-148.9,-203.7,-223.8,-203.7,-224.8,-196.6,-430.9,-357.3,-338.8,-281.8
71.5,-189.6,-215.7,-217.9,-203.7,-218.0,-191.2,-455.2,-402.9,-371.4,-310.3
101.5,-175.7,-203.7,-204.9,-189.0,-204.8,-176.4,-496.6,-436.8,-437.0,-332.4
131.5,-180.0,-193.3,-203.9,-191.1,-202.7,-179.8,-493.0,-437.0,-411.6,-337.6
161.5,-187.7,-211.4,-210.5,-204.2,-202.7,-179.8,-500.3,-449.9,-411.6,-347.6
191.5,-187.6,-203.4,-223.8,-198.6,-210.9,-188.0,-508.4,-458.6,-427.5,-353.9
220.5,-182.5,-200.2,-206.7,-195.1,-202.0,-186.9,-509.3,-462.9,-424.9,-360.1
250.5,-182.8,-192.5,-187.9,-190.4,-206.5,-178.3,-510.2,-456.6,-415.7,-348.1
281.5,-182.8,-200.1,-199.4,-180.5,-199.1,-171.6,-499.9,-445.1,-410.8,-345.2
311.5,-171.0,-199.4,-169.9,-179.6,-192.9,-171.0,-513.1,-458.8,-414.8,-343.5
342.0,-162.0,-207.9,-137.2,-174.1,-185.2,-160.7,-517.9,-430.0,-410.8,-338.9
371.5,-167.5,-181.7,-163.6,-180.8,-192.0,-166.3,-509.1,-444.3,-413.9,-339.6
401.0,-159.1,-186.3,-151.6,-171.0,-192.0,-166.3,-486.2,-427.8,-395.9,-333.4
431.5,-153.9,-165.9,-141.1,-157.8,-164.8,-143.5,-485.1,-420.6,-380.1,-317.1
461.5,-151.9,-169.4,-146.1,-156.0,-166.7,-146.5,-481.7,-412.9,-374.7,-290.6
491.5,-146.1,-157.9,-146.2,-151.1,-163.6,-144.3,-466.4,-410.1,-369.1,-290.3
521.5,-146.1,-149.4,-140.7,-149.9,-158.7,-144.0,-465.0,-390.9,-366.9,-299.3
551.5,-143.3,-159.2,-146.1,-148.2,-159.3,-146.0,-472.0,-405.8,-374.2,-301.8
582.0,-136.7,-159.4,-146.7,-150.2,-161.3,-145.0,-468.3,-426.0,-380.4,-302.0
612.0,-129.8,-189.0,-141.5,-146.0,-156.8,-141.7,-464.6,-402.6,-358.8,-298.6
641.5,-124.2,-222.8,-123.7,-128.8,-156.8,-141.9,-435.5,-363.2,-340.5,-265.9
671.5,-120.7,-200.8,-120.4,-126.1,-133.6,-127.8,-426.6,-348.8,-338.9,-268.1
701.5,-118.6,-209.3,-121.1,-124.5,-135.6,-127.6,-430.8,-356.4,-335.0,-259.6
731.5,-118.6,-202.5,-123.1,-125.9,-136.3,-126.7,-413.6,-351.9,-335.1,-252.9
761.5,-118.6,-187.1,-116.2,-123.7,-128.5,-119.8,-421.3,-336.5,-335.9,-247.0
792.0,-115.6,-186.6,-122.0,-125.1,-134.4,-123.8,-401.7,-344.9,-325.3,-255.2
820.5,-136.9,-139.6,-140.2,-148.3,-154.3,-145.0,-406.2,-362.1,-325.3,-288.2
849.0,-140.9,-162.7,-151.7,-154.7,-161.1,-157.1,-459.2,-395.9,-381.0,-309.4
879.5,-142.2,-147.8,-146.9,-151.8,-161.1,-157.1,-457.7,-394.3,-382.2,-308.9
911.0,-140.8,-147.6,-143.5,-146.3,-158.2,-141.5,-457.3,-389.0,-371.8,-310.7
940.0,-138.6,-143.0,-138.5,-145.1,-151.1,-141.5,-455.6,-381.0,-375.6,-290.3
969.0,-136.3,-162.0,-137.0,-142.5,-150.3,-142.3,-453.7,-383.4,-366.8,-297.7
1000.5,-154.5,-157.4,-140.3,-151.9,-157.9,-148.2,-450.2,-394.4,-374.5,-302.3
1031.0,-136.9,-157.2,-144.1,-147.4,-154.4,-144.6,-465.9,-396.9,-373.9,-300.5
1060.0,-133.2,-142.1,-138.5,-147.1,-156.8,-144.1,-497.0,-412.6,-374.0,-296.6
1090.0,-137.2,-156.9,-140.5,-146.6,-154.2,-141.1,-442.1,-385.9,-367.0,-303.4
1121.5,-133.7,-147.2,-135.5,-142.3,-154.2,-141.1,-450.2,-390.5,-358.8,-293.7
1151.5,-138.0,-144.9,-135.3,-143.4,-151.2,-141.7,-437.7,-391.0,-360.8,-293.1
1181.5,-137.9,-149.6,-143.5,-144.5,-154.1,-141.4,-450.2,-386.0,-289.1,-313.5
1211.5,-138.4,-145.3,-145.2,-146.5,-157.7,-144.2,-458.4,-394.3,-293.4,-308.2
1241.5,-138.4,-165.2,-133.6,-147.9,-150.5,-140.3,-455.6,-411.1,-287.3,-313.3
1270.5,-138.6,-138.7,-143.5,-151.2,-157.4,-145.9,-462.1,-399.2,-278.6,-308.7
1300.5,-143.7,-150.6,-236.8,-157.2,-164.7,-150.1,-450.3,-417.4,-279.7,-309.6
1331.5,-147.2,-164.6,-273.1,-155.2,-173.1,-157.6,-486.1,-434.4,-311.2,-328.6
1362.0,-149.4,-174.0,-277.3,-159.5,-173.1,-157.6,-492.3,-438.1,-322.2,-333.8
1392.0,-154.3,-180.6,-279.8,-162.6,-177.6,-158.0,-491.3,-440.2,-316.2,-341.0
1421.5,-155.4,-185.8,-290.1,-164.6,-177.1,-156.3,-493.1,-447.2,-323.5,-355.3
1451.5,-153.7,-176.9,-284.8,-159.8,-178.2,-157.5,-488.5,-435.5,-309.8,-338.4
