Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,59.58,167.32,904.76,789.74,13.51,0.30,27.77,34.12,13.73,0.30,7.75,0.30,206.00,24.72,0.30,62.10,20.76,0.30,0.30,29.81
3.50,63.61,136.09,921.54,772.46,13.07,0.30,0.30,36.22,13.73,0.30,7.75,0.30,212.83,24.72,0.30,46.11,18.23,0.30,0.30,30.89
21.50,46.74,134.44,927.70,786.73,13.69,0.30,0.30,32.78,13.73,0.30,7.75,0.30,230.35,24.72,0.30,39.72,19.59,0.30,0.30,30.21
51.50,39.67,104.93,933.72,797.19,14.40,0.30,0.30,32.98,13.73,0.30,7.75,0.30,209.90,19.96,0.30,58.19,18.62,0.30,0.30,33.71
81.50,54.53,134.91,935.17,811.96,14.40,0.30,0.30,33.72,13.73,0.30,7.75,0.30,236.21,19.90,0.30,50.48,16.63,0.30,0.30,33.41
111.50,54.53,105.55,935.29,788.08,13.35,0.30,17.70,35.26,13.73,768.88,7.75,0.30,227.97,19.90,0.30,31.69,22.00,0.30,0.30,29.20
141.50,37.23,118.34,914.93,791.39,13.44,0.30,12.66,33.61,13.73,1576.77,7.75,0.30,622.70,19.90,0.30,60.73,16.60,0.30,0.30,29.31
171.50,45.98,91.96,915.13,819.69,12.71,0.30,1605.35,38.08,71.72,1701.93,7.75,0.30,1295.73,19.90,0.30,36.25,19.38,0.30,0.30,32.25
201.50,44.95,93.33,904.63,796.65,13.70,357.37,2605.73,51.76,51.88,1756.64,7.75,0.30,2095.12,19.90,0.30,38.07,17.03,0.30,0.30,28.87
231.50,36.93,69.89,913.00,788.85,12.81,1006.70,2745.05,59.31,147.10,2259.66,14.65,181.23,2335.32,19.90,0.30,33.33,17.59,0.30,0.30,24.54
260.50,46.47,63.23,1403.85,850.79,13.57,1482.82,3038.62,83.16,210.88,2636.34,23.25,644.36,1506.47,19.90,0.30,45.95,17.64,0.30,0.30,26.95
290.00,41.35,70.01,2665.42,1673.45,14.32,1986.53,3249.87,201.98,513.80,2222.02,92.82,1161.39,289.28,19.90,1194.28,35.15,18.59,0.30,0.30,29.36
320.50,787.67,56.03,2866.21,1736.75,14.50,2427.30,2965.48,285.99,649.73,1851.83,131.02,1028.63,237.43,19.90,2199.27,37.78,17.48,0.30,0.30,30.42
351.00,1884.63,58.78,2495.26,1791.46,14.10,1773.00,2530.25,192.54,509.96,1756.64,42.95,870.91,224.61,19.90,2080.17,31.79,18.62,0.30,0.30,29.45
380.00,1925.08,46.45,2436.47,1733.19,15.34,1684.57,2496.79,170.96,509.96,1744.80,42.95,706.70,240.63,19.90,1699.62,43.82,19.92,0.30,0.30,27.89
408.50,1735.97,41.53,2450.82,1515.44,14.38,1695.84,2535.27,174.20,509.96,1780.91,42.95,651.15,223.56,19.90,1536.84,34.33,17.61,0.30,0.30,30.82
439.00,1657.05,39.25,2449.23,1629.58,15.17,1699.55,2521.44,171.03,544.14,1791.41,42.95,669.87,226.61,16.78,1554.11,37.28,18.74,0.30,0.30,27.72
469.50,1662.97,59.51,2437.91,1346.64,13.95,1681.85,2548.30,173.89,551.46,1423.87,42.95,636.45,230.93,21.85,1598.92,52.03,18.74,0.30,0.30,28.02
500.00,1654.00,46.95,1995.32,1234.67,13.24,1199.61,1935.30,129.32,439.15,21.42,36.21,631.85,220.03,21.39,1596.73,51.70,19.25,0.30,0.30,29.57
530.50,1592.77,49.40,1269.31,1493.41,15.13,50.51,101.44,46.08,180.97,21.42,9.03,449.43,207.98,21.39,1453.31,40.96,19.25,0.30,0.30,27.22
560.50,1196.61,60.93,1186.46,1457.13,13.24,50.51,51.27,42.27,116.88,21.42,9.03,62.44,235.70,21.39,610.03,41.20,16.60,0.30,0.30,27.22
591.00,647.90,62.56,1154.50,1417.34,14.23,50.51,31.43,36.80,90.43,21.42,9.03,62.44,196.72,21.39,20.75,27.95,16.85,0.30,0.30,26.38
621.50,491.85,45.32,1076.17,1409.76,16.13,50.51,17.13,41.63,90.43,21.42,8.79,62.44,201.61,21.38,32.04,42.42,16.60,46.29,0.30,28.43
651.00,416.57,69.72,1050.69,1355.61,12.74,50.51,17.13,39.49,90.43,21.42,8.79,62.44,224.00,21.38,32.04,37.41,16.60,38.15,0.30,32.81
680.50,374.99,87.98,1044.24,1230.28,12.70,50.51,11.44,41.99,30.21,21.42,11.66,62.44,191.04,21.38,32.04,23.62,18.66,21.42,0.30,26.58
