Time,HRR
s,kW
0.0,0
6.5,326
27.5,3298
57.5,7762
87.5,10743
117.5,13675
146.5,17432
176.5,15461
205.5,11073
235.0,10676
266.0,10676
295.5,11598
325.0,11598
354.5,11077
385.5,13659
416.0,17042
446.5,15167
477.5,11724
507.0,10481
537.0,11318
567.5,12793
597.5,13580
627.5,14931
657.5,15859
687.5,13946
717.5,12553
747.5,13909
777.5,9118
807.5,16086
837.5,12435
867.5,15999
897.5,22758
927.5,29009
957.5,25825
987.5,15870
1017.5,10862
1047.5,8531
1077.5,8378
1107.5,9487
1137.5,10589
1167.5,13195
1197.5,14967
1227.5,13967
1257.5,12525
1287.5,8559
1317.5,10511
1347.5,8626
1377.5,4551
1407.5,9094
1437.5,9846
1467.5,9727
1497.5,7909
1527.5,9302
1556.0,6119
1586.0,7099
1617.5,7624
1647.5,17481
1677.5,15145
1707.5,19662
1737.5,17409
1767.5,9821
1797.5,2112
1827.5,6771
1857.5,10265
1887.5,10134
1917.5,9090
1947.5,9397
1977.5,10694
2007.5,11521
2037.5,10490
2067.5,9692
2097.5,10681
2127.5,11170
2157.5,12208
2187.5,11606
2217.5,11958
2247.5,14566
2277.5,17945
2307.0,18151
2337.0,12080
2366.5,6154
2395.5,2258
2426.5,72
2457.5,72
2487.5,72
