Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.00,0.30,235.19,22.77,11.90,0.30,11.90,133.36,110.69,20.63,0.30,215.15,20.81,38.15,93.57,14.10,0.30,163.27,21.99
15.50,0.30,0.00,0.30,220.50,23.23,65.31,0.30,9.83,133.36,86.47,20.63,0.30,201.44,14.95,63.32,98.76,17.30,0.30,160.35,22.77
45.50,0.30,0.00,0.30,214.05,23.89,31.43,0.30,9.03,133.36,91.86,20.63,0.30,201.11,14.95,57.22,82.97,16.15,0.30,127.73,23.01
75.50,0.30,0.00,0.30,209.09,23.46,23.19,0.30,9.83,133.36,95.72,26.49,0.30,199.16,18.07,49.13,92.33,19.31,0.30,179.29,22.94
105.50,0.30,0.00,0.30,238.53,23.02,35.46,0.30,9.26,133.36,105.63,26.49,0.30,199.09,20.69,38.55,119.20,15.69,0.30,179.29,20.11
135.50,0.30,0.00,0.30,235.24,22.85,0.30,0.30,13.12,133.36,590.10,24.99,0.30,227.69,17.82,30.82,90.80,18.62,0.30,130.99,20.11
165.50,0.30,0.00,0.30,277.93,21.34,0.30,902.42,9.37,157.47,1323.52,23.56,0.30,205.75,16.91,39.37,84.66,19.13,0.30,158.51,18.51
195.50,0.30,0.00,0.30,237.88,23.58,15.44,1615.04,26.51,180.36,1390.83,24.66,0.30,227.26,20.81,35.59,90.03,19.26,0.30,148.27,18.62
225.50,0.30,0.00,0.30,252.30,21.41,0.30,1602.41,30.74,180.36,1409.44,25.53,0.30,229.92,15.87,71.11,87.08,18.62,0.30,139.71,21.00
255.50,0.30,0.00,0.30,270.62,22.62,32.04,1692.51,30.90,155.95,1483.12,21.42,174.41,251.88,12.88,148.56,84.94,18.62,0.30,157.17,20.01
285.50,0.30,0.00,0.30,265.32,22.77,22.28,1478.19,16.30,200.30,1254.52,27.53,439.36,851.24,18.86,1571.37,75.01,18.62,0.30,132.35,22.01
315.50,0.30,0.00,0.30,284.84,23.52,282.43,1243.71,34.02,296.94,833.75,23.01,276.80,1845.47,18.86,1578.98,73.88,23.62,0.30,131.53,22.42
345.50,0.30,0.00,0.30,257.02,22.67,916.81,588.04,47.59,370.79,795.78,23.01,268.10,1355.61,18.86,1421.28,208.57,18.92,0.30,156.15,25.02
375.50,0.30,0.00,0.30,251.57,22.87,863.22,27.97,23.83,293.89,407.55,29.11,317.69,1510.87,27.65,1567.25,109.25,18.92,0.30,144.59,20.52
404.50,0.30,0.00,0.30,286.75,23.46,380.19,27.97,10.80,217.59,144.27,29.11,285.75,1568.08,52.15,1560.39,181.38,16.78,0.30,165.25,22.52
434.00,0.30,0.00,0.30,286.61,23.52,113.61,13.12,9.05,194.40,135.36,34.46,159.41,1639.89,73.43,1410.24,221.76,24.33,0.30,157.78,22.21
465.00,0.30,0.00,0.30,290.77,21.65,50.83,13.12,11.78,200.50,135.68,42.54,148.47,1670.31,67.69,1349.81,214.79,42.02,0.30,139.47,19.69
495.50,0.30,0.00,0.30,292.19,22.87,71.02,13.12,11.78,200.50,133.49,30.40,151.43,1802.92,64.76,1369.67,265.34,116.26,0.30,159.06,20.10
525.50,0.30,0.00,0.30,299.28,24.26,24.81,13.12,5.92,200.50,112.08,30.40,148.74,1909.36,70.62,1335.16,260.04,100.94,0.30,169.58,22.64
555.50,0.30,0.00,0.30,282.63,24.69,33.72,13.12,9.75,200.50,125.17,30.46,124.67,1847.61,73.43,1357.56,250.04,82.83,0.30,222.00,25.82
585.50,0.30,0.00,0.30,281.49,24.14,12.21,13.12,12.23,159.91,114.97,19.59,112.61,1809.34,67.69,1356.70,239.80,81.24,0.30,231.02,24.82
615.50,0.30,0.00,0.30,307.99,24.25,27.62,13.12,11.13,159.91,118.71,27.04,163.47,1839.12,72.63,1386.05,254.93,93.81,0.30,259.50,26.98
645.50,0.30,0.00,0.30,321.24,23.60,39.83,13.12,11.13,159.91,125.73,25.96,166.32,1876.19,77.58,1397.59,237.28,93.87,0.30,291.04,33.75
675.50,0.30,0.00,0.30,306.10,23.92,36.52,13.12,12.21,151.98,147.74,26.72,163.39,1809.41,68.70,1350.30,207.37,92.63,0.30,499.58,37.89
705.50,0.30,0.00,0.30,299.60,24.67,24.78,13.12,12.21,152.59,124.77,25.45,171.05,1807.14,69.30,1337.78,220.90,89.30,21.97,820.63,45.95
735.50,0.30,0.00,0.30,271.99,25.03,42.11,13.12,12.82,152.59,123.90,22.40,131.13,1889.47,69.30,1312.15,203.55,101.69,41.81,937.31,47.46
765.50,0.30,0.00,0.30,307.11,24.15,36.32,13.12,13.73,152.59,127.95,22.40,163.58,1856.51,69.30,1340.00,243.00,95.96,88.81,1025.56,48.06
795.50,0.30,0.00,0.30,292.10,23.55,28.69,13.12,14.34,152.59,113.97,28.19,173.12,1874.36,68.67,1287.89,196.61,107.61,88.81,1121.03,38.96
825.50,0.30,0.00,0.30,320.03,24.85,32.35,13.12,13.73,152.59,135.46,24.60,152.59,1851.07,68.67,1270.90,223.32,96.74,88.81,1205.46,50.38
855.50,0.30,0.00,0.30,307.52,24.01,21.67,13.12,12.70,152.59,129.70,24.54,193.18,1870.79,75.07,1274.13,227.73,98.99,112.81,1225.97,35.50
885.50,0.30,0.00,0.30,320.24,24.52,21.26,13.12,13.21,152.59,120.37,22.89,177.92,1876.68,75.07,1285.45,212.37,101.06,112.81,1196.79,53.32
915.50,0.30,0.00,0.30,323.43,25.16,19.53,13.12,13.61,152.59,122.16,22.89,177.41,1878.08,75.07,1295.85,202.07,103.66,155.95,1204.00,63.45
